iter1_output,iter2_output,output_short,pred_delta_mean,pred_delta_std,pred_var_ratio_2to1,pred_spearman_rho,pred_spearman_p,true_delta_mean,true_spearman_rho
iteration1_avg_fuel_temp,iteration2_avg_fuel_temp,avg_fuel_temp,-14.902983665466309,5.266762733459473,0.2768766296529962,0.9324468519556643,1.4935805363270889e-193,-14.891540229885061,0.9301140896776523
iteration1_max_fuel_temp,iteration2_max_fuel_temp,max_fuel_temp,-28.08853530883789,9.105130195617676,0.35207024267106063,0.9415138324382945,1.1452934770334348e-206,-28.402229885057473,0.9291351350609839
iteration1_max_monolith_temp,iteration2_max_monolith_temp,max_monolith_temp,-31.052820205688477,10.400358200073242,0.32584014315368975,0.9302325021983635,1.2591824680129531e-190,-31.02266666666666,0.9298619404330405
iteration1_max_global_stress,iteration2_max_global_stress,max_global_stress,-41.931087493896484,14.981606483459473,0.5122494249895813,0.9617078313068584,1.5811016873740586e-245,-41.84662068965517,0.9658579610033272
iteration1_monolith_new_temperature,iteration2_monolith_new_temperature,monolith_new_temperature,-4.42465877532959,1.9306737184524536,0.20222326292294246,0.943327706963005,1.5263443313188179e-209,-4.5184706435366815,0.9298465431649156
iteration1_Hcore_after,iteration2_Hcore_after,Hcore_after,0.011468821205198765,0.041175924241542816,5.446137184512902,0.9824199112301303,9.57262e-318,0.014633052096157577,0.9931510092055812
iteration1_wall2,iteration2_wall2,wall2,-0.003418714040890336,0.0018802890554070473,0.8824391642181018,0.9961790192079854,0.0,-0.0034456143158778335,0.9970928817077953
