level,main_threshold_MPa,p_fail_predictive_main,p_fail_mean_only_main,p_fail_truth_main,stress_pred_mean,stress_unc_mean
0,131.0,0.8390178495885579,0.8658536585365854,0.8292682926829268,162.0812320941832,13.381607200267027
1,131.0,0.8236078532273371,0.8628048780487805,0.8292682926829268,162.24534258028356,14.828859813913928
2,131.0,0.8273823110148318,0.8475609756097561,0.8292682926829268,162.60027962196165,8.675586659060082
4,131.0,0.8835111392000864,0.9024390243902439,0.8292682926829268,166.52488022315794,13.413867884301204
