iteration2_max_global_stress,iteration2_keff
188.01093403558585,1.1002531604963175
179.19895201469436,1.10269924066745
127.14044515620407,1.1023403846204252
167.6499785404047,1.107748505320557
124.4442828330233,1.1031584198113376
179.61888934455422,1.1032773917039467
214.54926007510358,1.1062638294002045
111.60290037112614,1.1039995737865533
148.60872630646904,1.1034810596473565
121.77207537013817,1.105144232428383
149.8248706673995,1.1044092794410298
142.52536183477872,1.1026920170043557
141.4005878442144,1.1042214293124588
142.81993410666385,1.1032378597395598
101.88974887659774,1.1023974498367337
88.19376804429106,1.1041318642020288
125.45200694740132,1.1034447438145647
179.37952356280965,1.09973814116382
113.49011559055664,1.1031820375128991
167.60899195927425,1.1032760697057413
164.6377151132758,1.1031559909736208
184.76270673257167,1.1070064286044656
159.39926196485567,1.102298340283481
186.21367065926816,1.103576826149992
133.26478044396953,1.1032677058668032
175.3198251577089,1.1041610561227895
139.9034421803823,1.1025374626839686
93.76618465961832,1.1022469065393583
88.3346163904364,1.1040074998649079
170.85929516483435,1.1044197338422563
126.11372273411948,1.1035005202949182
177.24173302457555,1.103161293792162
207.14331000887438,1.1012961849283924
153.65175653898712,1.1026232181931475
134.59615960640676,1.1049237458790928
124.99119939297542,1.1036284186296377
70.97909362947723,1.1024971282077123
98.48580782210854,1.1054596102654386
156.28873348811462,1.103692698174782
193.89567898959075,1.1023185375571503
168.85953883106663,1.102131788028156
87.04602245119094,1.1028143585097827
154.88754300814887,1.1033048983360925
187.72215660445062,1.102382609981569
159.7611368195697,1.104160844816448
101.06762876901988,1.1039103239035408
198.3138348214831,1.1043705265186303
160.66055617041704,1.1017213038446985
190.4601714575461,1.1090380515447487
130.39567786243097,1.1030693457342367
216.79597976731876,1.102913581386216
165.0000279862701,1.1030597004703442
161.43011197942846,1.1026289619183862
148.2356855587897,1.1034904626767554
145.85465647710112,1.1035548788433316
198.49981065765374,1.1044554966586106
161.63265993564923,1.1024588826983919
145.2982272859553,1.1035986762258208
160.59521539566904,1.1015361807404422
103.73697393378254,1.1011162932483802
161.2261557321757,1.1043052650190415
155.48266860906242,1.1029357597542682
162.47317312870604,1.104551893962611
106.76095482626687,1.1008822555226785
175.00208253777714,1.1024338522899053
167.04994224554383,1.1049078175832543
131.25713219319,1.0996101024347344
154.44547819710098,1.1025732478709238
172.6501412621332,1.101651592250495
81.12818795265233,1.10160697657997
118.5939408555665,1.103862390145108
157.7846595345831,1.102937956351263
186.8191490058979,1.1012824459445034
