level,tag,output,mean,std,CVR
0,mu,iteration2_keff,1.1034396886825562,0.0006966235814616084,0.0006313200337150616
0,mu,iteration2_max_fuel_temp,1074.191650390625,6.8100786209106445,0.006339724031958534
0,mu,iteration2_max_monolith_temp,1036.0093994140625,7.534751892089844,0.007272860551604344
0,mu,iteration2_max_global_stress,159.33155822753906,4.746913433074951,0.029792675637402313
0,mu,iteration2_wall2,29.917749404907227,0.022981876507401466,0.0007681686278056694
