level,ood_feature,n_in,n_ood,MAE_mean_all,RMSE_mean_all,R2_mean_all,PICP90_mean_all,MPIW90_mean_all,CRPS_mean_all,stress_MAE,stress_RMSE,stress_R2,stress_PICP90,stress_MPIW90,stress_CRPS,keff_MAE,keff_RMSE,keff_R2,keff_PICP90,keff_MPIW90,keff_CRPS
0,E_intercept,2323,577,3.5128630424599745,5.524472355778973,0.6251243889775758,0.7380704794916234,7.379925684594805,2.7703833044932913,7.772648552377251,11.735008940809678,0.9395136332774799,0.6672443674176777,17.92802454340219,6.04604568628968,0.00023220336752530094,0.0003048518114810216,0.8135399155413163,0.8821490467937608,0.0010222793020929102,0.00017249203148656254
2,E_intercept,2323,577,3.3488499757177066,5.079369737028257,0.6687393759126647,0.7729636048526863,8.760459928849762,2.5289339128215023,7.469988564635061,10.752181526659754,0.9492210373769232,0.7764298093587522,20.887857863793077,5.509617123140039,0.0002246480391723391,0.0002941488582080733,0.8264028262206795,0.8717504332755632,0.0009501239987969437,0.00016712822064571785
0,alpha_base,2320,580,3.9766429652806337,5.140860266924533,0.5155882520973862,0.8577011494252874,15.913402401997448,2.8881557420194697,14.007509975564894,17.62555823714189,0.7741635390906834,0.8689655172413793,56.08767596069658,9.921460720746364,0.0003205806378298485,0.0018221173954436458,0.28621321942984135,0.9137931034482759,0.0014416875889240676,0.00026417080826748066
2,alpha_base,2320,580,3.1698678911549205,4.0695667733354774,0.5686540243458533,0.8170114942528737,11.740135626336645,2.37471575190169,7.19157122644885,8.742318591871351,0.9444400871241283,0.8241379310344827,30.957613423054354,5.360750261574516,0.00030305658110205884,0.0018234119730553024,0.28519859693821314,0.9344827586206896,0.0015320076968309382,0.0002573102082632697
0,nu,2325,575,3.1184244990605006,4.0514388843698095,0.6924832672034379,0.8748985507246377,10.654793030436847,2.199923724981134,6.602065359099016,8.26291345350398,0.9222587822593007,0.8747826086956522,26.00437598409346,4.646554984885068,0.0002737259338318931,0.0005302983885512922,0.5903491206497442,0.8695652173913043,0.0010632677108963222,0.00020253859368362807
2,nu,2325,575,3.1250028300566397,4.030015340169381,0.7056295636418352,0.8292173913043478,9.539936208770218,2.2391733367773963,7.005732373046876,8.51691815707636,0.917405737594446,0.7426086956521739,21.154642664860333,4.983795566399343,0.00024150465583647134,0.000508806615012015,0.6228806865475112,0.8695652173913043,0.0009162675877159504,0.0001787431824319665
0,alpha_slope,2324,576,3.125928350996567,4.53368373582812,0.7145629746058249,0.8315972222222221,9.226596820833867,2.279028470329179,7.09395858393775,9.428458005432512,0.9086243335356088,0.8159722222222222,22.164854265618445,5.089896274702731,0.000238682580812549,0.0005081329058531474,0.707585864863721,0.9027777777777778,0.0009555011669002565,0.0001742376927535348
2,alpha_slope,2324,576,2.910651983191778,3.853464555170207,0.7665412631709649,0.8122685185185186,8.911400417789563,2.0948575530467983,6.390337708261275,8.041206407843484,0.9335352101998617,0.8315972222222222,21.332471510441458,4.540276216519555,0.00023714877466906415,0.0005095123806831592,0.7059960230007651,0.9114583333333334,0.00114330067348565,0.00018352156062035428
