output,mean,std,q05,q25,q50,q75,q95,min,max
iteration1_keff,1.1518432164148376,1.0385874364531527,-0.48354425599359435,0.5457166631198284,1.1535316654041394,1.7634556249337787,2.8089753961705397,-6.346291600348986,8.141581690928891
iteration1_avg_fuel_temp,1016.4278409450918,13.081258258240267,998.3206498171571,1007.4504382326119,1014.7865408174356,1023.576915251331,1040.5612074570372,960.2120832528872,1108.5384892009774
iteration1_max_fuel_temp,1101.653250528737,23.683671730636387,1068.3416649309936,1085.2515805819348,1098.7032593707604,1115.0310489250282,1144.8778425244493,1025.1861682819351,1247.2946461403092
iteration1_max_monolith_temp,1067.9949715542632,32.824371467392965,1031.3152612883007,1046.3311488012496,1060.5930801821169,1081.9110532313434,1130.6794496424359,902.3052688330381,1319.331585153031
iteration1_max_global_stress,204.66161371662776,48.71098148918271,125.85272751858533,171.534738986454,203.661083524289,236.70573666343392,286.42423500104337,-38.066117475054966,443.5259270634905
iteration1_monolith_new_temperature,955.1381145522475,5.245128814737116,948.2385924414019,951.453832108957,954.2551957598741,957.8573863273501,965.0068561807074,938.8317401194547,998.1208989744737
iteration1_Hcore_after,152.3098915810038,0.6171621289542767,151.22675565945042,151.95501814166232,152.35178818548684,152.7200285491685,153.2274490210056,148.9181875479918,154.69636599076375
iteration1_wall2,29.920629591052286,0.031662893909880946,29.86331971788422,29.901488209401585,29.92366898184593,29.942863227162903,29.967231567796865,29.73592325100457,30.01647942843384
iteration2_keff,1.1034232791110323,0.0014449142703480305,1.1009773142376102,1.1024732458333257,1.103470645953473,1.1044144522946275,1.1057284047745568,1.0968792095165716,1.1087784506782739
iteration2_avg_fuel_temp,1000.8273772462923,4.526657230220544,994.4524751791374,997.5780668142594,1000.2981869355979,1003.5465378856063,1009.0582962981769,984.6652572823721,1024.3885623865165
iteration2_max_fuel_temp,1074.2051193179839,10.145759425828238,1059.4624403215685,1067.1045558695619,1073.2239377806413,1080.1488192377267,1092.545753464144,1043.1060871049751,1130.0627486590588
iteration2_max_monolith_temp,1036.0404397219395,11.074129894111543,1019.861418763676,1028.209797571335,1034.999257259372,1042.8524579575471,1056.0895540709075,1004.3054850359622,1093.8297891215643
iteration2_max_global_stress,159.66946209718412,31.379426397793534,108.69074140550093,138.76363713782592,159.56023762010915,180.55844266201484,211.13162177937843,30.04737340690221,302.78675344114987
iteration2_monolith_new_temperature,950.5093464443357,1.3549228313854103,948.5530806187624,949.5453494387975,950.355615021226,951.341797191234,952.9381018142492,945.0218069289788,957.7483651680863
iteration2_Hcore_after,152.31528607833775,0.3187005676704391,151.7340368155374,152.1240206702207,152.3548455188997,152.54347565140935,152.77089910592215,150.74018406290355,153.2677857750539
iteration2_wall2,29.917533961896154,0.03134449782654866,29.86274103518197,29.89601879175965,29.919573707885455,29.940527576654112,29.965577903363837,29.79807354376128,30.01635233337484
