iteration2_max_global_stress,iteration2_keff
160.37294,1.1032678
168.95642,1.1030747
148.20389,1.103537
177.47858,1.1033521
142.16351,1.1033486
172.56078,1.1035763
188.9823,1.1035914
150.50853,1.1039301
117.25009,1.1027645
156.59012,1.1037115
157.38785,1.103851
162.41878,1.103578
137.67848,1.103442
168.68967,1.1028589
145.83212,1.1033927
160.81583,1.103546
141.65768,1.1035212
111.315155,1.1035632
125.71937,1.1033813
186.99388,1.1031164
186.06215,1.1031893
136.93446,1.1034167
160.87938,1.1035936
174.51779,1.1028532
138.29286,1.1030251
145.11516,1.1032964
115.120514,1.1029316
159.0162,1.1033622
118.61056,1.10427
114.09366,1.102969
156.29433,1.1033064
159.91243,1.1037024
149.82648,1.1037308
136.74524,1.1036232
135.77853,1.103739
157.88307,1.1032715
173.54926,1.1035926
141.52234,1.1036879
124.78024,1.1033571
147.16325,1.1034771
118.75079,1.1035922
176.48914,1.1037611
130.5351,1.1034337
130.55542,1.1036047
187.3333,1.1032906
191.50137,1.10331
119.3246,1.103462
191.56978,1.1033757
171.79646,1.1029474
149.77986,1.103248
160.92134,1.1035479
143.12206,1.1037531
173.53316,1.1036242
171.81467,1.1033937
160.8728,1.1036551
137.07411,1.1033362
145.30708,1.1034832
123.68281,1.1038549
123.92884,1.104036
126.23522,1.104021
115.49525,1.1034123
171.1859,1.1035528
155.46661,1.1033647
165.18439,1.1033319
157.24823,1.1033833
183.35223,1.1030829
137.84044,1.103782
142.35048,1.1038736
163.13376,1.103606
163.39659,1.1033084
152.56625,1.103613
173.59996,1.1032418
174.44499,1.1031775
147.55199,1.1039224
166.26208,1.1032465
143.54128,1.1037675
170.42494,1.1033537
174.11368,1.1036108
159.08447,1.1037976
153.23827,1.1037035
132.59894,1.1033745
157.325,1.1035482
162.61598,1.1033591
170.99033,1.1034744
165.12283,1.1033745
178.04553,1.1035111
135.64632,1.1037685
110.811005,1.1036549
151.69978,1.1038506
147.20514,1.1040279
135.01407,1.1031183
122.61189,1.1034148
154.68234,1.1035811
126.76592,1.1036611
137.42259,1.1040876
158.82668,1.1032867
175.37279,1.1032968
146.37054,1.1040194
158.67218,1.1034276
152.63054,1.1032792
151.53104,1.1036923
132.67819,1.1036395
124.09319,1.1039189
170.62636,1.1033202
169.08493,1.1033808
164.37244,1.1034554
145.67729,1.1041163
154.48363,1.1038517
127.21493,1.1034038
173.76994,1.1034932
184.10368,1.1034054
148.8284,1.1033643
139.77951,1.1033729
119.01366,1.1040109
143.59071,1.1039983
153.25906,1.1035824
144.88812,1.1032854
169.2371,1.1030604
154.70366,1.1035633
163.51492,1.1032661
169.53152,1.1033922
130.65459,1.1034021
153.18016,1.1038456
145.34067,1.1040308
104.73356,1.1031309
151.20595,1.1034157
140.22395,1.1033454
163.55655,1.1034671
147.10506,1.1034656
153.37656,1.1036702
179.76778,1.1027237
140.09119,1.1040511
163.94771,1.1032081
143.21774,1.1032374
183.04816,1.1031824
136.95485,1.1033778
167.1415,1.1034057
190.048,1.1030916
121.66442,1.1033496
133.49841,1.103771
134.02151,1.1040354
170.66908,1.1032856
140.9893,1.1038762
189.38435,1.103288
155.02196,1.103734
153.97118,1.1036882
141.98317,1.1040317
156.51,1.1034459
183.37233,1.103282
170.24808,1.1037236
192.3148,1.1028334
185.4881,1.1030618
129.82355,1.1034781
158.77312,1.1035048
137.39156,1.1036352
130.03662,1.1034455
172.42378,1.10342
135.41206,1.1036289
122.77773,1.1029388
153.02873,1.1029754
175.55728,1.1029904
138.3208,1.1036477
161.19418,1.1030768
168.1216,1.1036227
142.45245,1.1035963
165.70145,1.1035511
103.83256,1.1030526
176.34198,1.1034967
162.0518,1.1036801
145.75829,1.1033375
197.46344,1.102592
169.90349,1.103599
146.9714,1.1041237
116.85637,1.1038616
154.79579,1.1031916
168.24867,1.1029915
178.34769,1.1031313
182.93546,1.1033192
140.79568,1.103618
149.44939,1.1038468
154.17613,1.1039227
154.69131,1.1035525
130.66824,1.1039318
163.91246,1.1036298
124.51049,1.1040237
189.2532,1.1029351
125.73797,1.1038207
171.80284,1.1030802
168.7562,1.1032801
137.8868,1.1040063
168.01154,1.1036637
140.35239,1.1038225
140.73457,1.1034666
154.9129,1.1039973
145.06166,1.1034966
127.629906,1.1038762
185.61275,1.1029141
170.09784,1.1034262
204.80984,1.1029212
184.80966,1.1033809
145.87183,1.1039954
150.2896,1.1038302
174.17888,1.103166
161.57747,1.1033032
151.38356,1.1032331
175.98804,1.1028562
118.50087,1.1033103
166.13115,1.1036274
120.63914,1.1030538
162.40683,1.1032941
176.56636,1.1033309
143.63779,1.1036758
141.17116,1.103888
157.36108,1.1038145
142.1353,1.1037478
147.10268,1.1034366
125.853035,1.103153
185.03629,1.1032343
132.85548,1.1040864
122.122475,1.1027695
155.20815,1.103655
143.7148,1.103868
140.85645,1.1039625
131.97186,1.1039451
185.36311,1.1033989
151.10367,1.1037971
140.64108,1.1039194
159.43669,1.1037748
163.07416,1.1035727
158.63889,1.1033573
111.38332,1.1036271
158.48465,1.1034126
182.77701,1.103021
158.3721,1.1031328
127.63831,1.1041104
190.75664,1.1030852
