level,output,group,iter,MAE,RMSE,R2,PICP90,MPIW90,CRPS
0,iteration1_avg_fuel_temp,secondary,iter1,3.239386796951294,4.121712684631348,0.8100099563598633,0.8988505747126436,13.417600445166508,2.2978735747872854
0,iteration1_max_fuel_temp,secondary,iter1,5.687485218048096,7.280456066131592,0.8029536008834839,0.8896551724137931,22.79240255899043,4.01696220273215
0,iteration1_max_monolith_temp,secondary,iter1,6.525339126586914,8.352364540100098,0.8048856258392334,0.8896551724137931,26.28693766929032,4.6234618381957535
0,iteration1_max_global_stress,secondary,iter1,8.836624145507812,11.241317749023438,0.9281597137451172,0.9356321839080459,40.461055690180025,6.254446312211026
0,iteration1_monolith_new_temperature,secondary,iter1,1.0760656595230103,1.4031904935836792,0.8105065226554871,0.8873563218390804,4.398692409444697,0.7639330307514375
0,iteration1_Hcore_after,secondary,iter1,0.02701016142964363,0.03447607159614563,0.963081955909729,0.9977011494252873,0.3387438658353734,0.028661826255534623
0,iteration1_wall2,secondary,iter1,0.0014752574497833848,0.001818863209336996,0.994437038898468,0.9977011494252873,0.012017022876472312,0.0011966175260052915
0,iteration2_keff,primary,iter1,0.00020661327289417386,0.00026244192849844694,0.8649820685386658,0.9563218390804598,0.0011477204032730264,0.00015276707235585457
0,iteration2_avg_fuel_temp,secondary,iter2,1.9305830001831055,2.427473545074463,0.5836783647537231,0.8919540229885058,7.571959181751502,1.3660427373712636
0,iteration2_max_fuel_temp,primary,iter2,3.6410746574401855,4.547885417938232,0.5801082253456116,0.8850574712643678,14.289874114087779,2.566763651147123
0,iteration2_max_monolith_temp,primary,iter2,4.094320297241211,5.130189418792725,0.5789792537689209,0.8942528735632184,16.358461780961722,2.883783132794916
0,iteration2_max_global_stress,primary,iter2,6.250024795532227,7.931155204772949,0.9288990497589111,0.9310344827586207,30.359931885138028,4.473391835215026
0,iteration2_monolith_new_temperature,secondary,iter2,0.538678765296936,0.67756587266922,0.5863530039787292,0.8896551724137931,2.1729632168801305,0.37787783672120684
0,iteration2_Hcore_after,secondary,iter2,0.07071161270141602,0.6048828959465027,0.06524479389190674,0.9977011494252873,0.8144103811890406,0.09075040429348392
0,iteration2_wall2,primary,iter2,0.0011741550406441092,0.0014516683295369148,0.9963699579238892,1.0,0.01180134668624638,0.001074909838421329
