level,ood_feature,output,MAE,RMSE,R2,PICP90,MPIW90,CRPS
2,alpha_slope,iteration1_keff,0.006684356369078159,0.007989699952304363,-1123002240.0,0.7870370370370371,0.019586889685006294,0.004683121336287138
2,alpha_slope,iteration1_avg_fuel_temp,2.911634683609009,3.64408540725708,0.7671951055526733,0.8726851851851852,11.474873949932748,2.0814145567623936
2,alpha_slope,iteration1_max_fuel_temp,5.200708866119385,6.506837844848633,0.7574427127838135,0.8726851851851852,20.480005407866297,3.710955042946092
2,alpha_slope,iteration1_max_monolith_temp,5.9491400718688965,7.497363090515137,0.756233811378479,0.8634259259259259,23.845075399766035,4.27112727033714
2,alpha_slope,iteration1_max_global_stress,10.394547462463379,13.541084289550781,0.8856173157691956,0.7800925925925926,34.018983885291995,7.648493236991744
2,alpha_slope,iteration1_monolith_new_temperature,0.952272355556488,1.2164970636367798,0.768769383430481,0.8726851851851852,3.8929108628976365,0.6878285071533929
2,alpha_slope,iteration1_Hcore_after,0.026984144002199173,0.2452235072851181,0.4271448850631714,0.9814814814814815,0.23823311970275146,0.03195579935576872
2,alpha_slope,iteration1_wall2,0.0015314420452341437,0.0021123886108398438,0.9934486746788025,0.9560185185185185,0.0083208180664227,0.001142834428955487
2,alpha_slope,iteration2_keff,0.00024750526063144207,0.0005667622317560017,0.6408241391181946,0.9212962962962963,0.0012245767461444743,0.00019319116819950736
2,alpha_slope,iteration2_avg_fuel_temp,1.8227951526641846,2.26124906539917,0.4891815781593323,0.8541666666666666,6.798258548190063,1.3043573425963728
2,alpha_slope,iteration2_max_fuel_temp,3.4275646209716797,4.235502243041992,0.4992602467536926,0.8541666666666666,12.83772046023529,2.444470858722325
2,alpha_slope,iteration2_max_monolith_temp,3.843580484390259,4.7754950523376465,0.4929181933403015,0.8356481481481481,14.13954773766934,2.758040615794016
2,alpha_slope,iteration2_max_global_stress,7.585327625274658,9.861161231994629,0.8964925408363342,0.8125,24.223891764363042,5.470143946671502
2,alpha_slope,iteration2_monolith_new_temperature,0.4866064488887787,0.6043437123298645,0.5044751167297363,0.8449074074074074,1.8472055162280057,0.34967196632327174
2,alpha_slope,iteration2_Hcore_after,0.024387218058109283,0.0329410620033741,0.976961612701416,1.0,0.4885167134837197,0.03862258483002304
2,alpha_slope,iteration2_wall2,0.0014821953373029828,0.0020732623524963856,0.9936432838439941,0.9537037037037037,0.007776735412779164,0.0010803649263110943
