output,mean,std,q05,q25,q50,q75,q95,min,max
iteration1_keff,1.102462649345398,0.06249961256980896,1.0064927339553833,1.0656441450119019,1.102370262145996,1.1375048160552979,1.2043975591659546,0.7832788228988647,1.4223352670669556
iteration1_avg_fuel_temp,1015.6072998046875,10.691216468811035,1001.86669921875,1007.0563354492188,1013.502685546875,1022.5612182617188,1035.869873046875,996.4985961914062,1062.0897216796875
iteration1_max_fuel_temp,1101.0855712890625,18.213768005371094,1076.1456298828125,1086.864013671875,1098.2569580078125,1113.2115478515625,1134.96435546875,1060.6588134765625,1174.1761474609375
iteration1_max_monolith_temp,1067.0380859375,22.374921798706055,1039.004150390625,1049.860107421875,1062.239501953125,1080.3507080078125,1110.3050537109375,1022.0672607421875,1174.0093994140625
iteration1_max_global_stress,192.7042999267578,40.89418411254883,129.86415100097656,162.8005828857422,189.7417755126953,221.22265625,264.756591796875,67.04812622070312,324.3503112792969
iteration1_monolith_new_temperature,954.6068115234375,3.0564301013946533,950.0162353515625,952.20361328125,954.3521728515625,956.8759765625,959.861083984375,946.7357788085938,964.43310546875
iteration1_Hcore_after,152.382080078125,0.06650620698928833,152.27513122558594,152.3358612060547,152.38150024414062,152.4252166748047,152.49356079101562,152.1721954345703,152.65260314941406
iteration1_wall2,29.92034912109375,0.009057829156517982,29.90659523010254,29.913633346557617,29.919727325439453,29.92633056640625,29.936426162719727,29.895925521850586,29.9549617767334
iteration2_keff,1.1034693717956543,0.0003421180881559849,1.1028846502304077,1.1032499074935913,1.103486180305481,1.1037161350250244,1.103992223739624,1.1018620729446411,1.1044319868087769
iteration2_avg_fuel_temp,1000.985107421875,4.340147972106934,995.9000854492188,997.4718627929688,999.913818359375,1003.6473388671875,1009.5205078125,994.1337890625,1020.2017211914062
iteration2_max_fuel_temp,1073.7408447265625,7.379645824432373,1064.8123779296875,1067.55517578125,1072.128173828125,1078.6441650390625,1087.843994140625,1062.1160888671875,1103.7691650390625
iteration2_max_monolith_temp,1035.356689453125,7.6267828941345215,1024.7987060546875,1029.0831298828125,1034.30419921875,1041.0552978515625,1049.100830078125,1018.3291625976562,1057.306396484375
iteration2_max_global_stress,153.4301300048828,21.69447898864746,117.6480941772461,138.46047973632812,153.156982421875,168.7613525390625,189.28065490722656,72.41741943359375,229.16961669921875
iteration2_monolith_new_temperature,950.6256713867188,1.0433305501937866,949.2178344726562,949.8103637695312,950.453125,951.314453125,952.5782470703125,948.157470703125,954.8779296875
iteration2_Hcore_after,152.33998107910156,0.06695187091827393,152.2362823486328,152.2948760986328,152.33734130859375,152.37994384765625,152.45611572265625,152.1429443359375,152.64613342285156
iteration2_wall2,29.919675827026367,0.008175521157681942,29.905990600585938,29.91370964050293,29.919912338256836,29.926084518432617,29.932300567626953,29.89265251159668,29.940547943115234
