level,ood_feature,n_ood,MAE_mean_all,RMSE_mean_all,R2_mean_all,PICP90_mean_all,MPIW90_mean_all,CRPS_mean_all,stress_MAE,stress_RMSE,stress_R2,stress_PICP90,stress_MPIW90,stress_CRPS,keff_MAE,keff_RMSE,keff_R2,keff_PICP90,keff_MPIW90,keff_CRPS
0,alpha_slope,432,2.547964334487915,3.15157413482666,-7456348.821055271,0.9163773148148148,10.013774178841071,1.7862712134805623,6.318292140960693,8.106781959533691,0.930046021938324,0.8981481481481481,26.122764282412028,4.479947390503477,0.00023965814034454525,0.0005634966073557734,0.6449511051177979,0.9351851851851852,0.0013666782076412456,0.00019363053329761776
2,alpha_slope,432,2.6647183895111084,3.402157783508301,-70187639.32189947,0.87890625,9.64513327409608,1.9252613275214876,7.585327625274658,9.861161231994629,0.8964925408363342,0.8125,24.223891764363042,5.470143946671502,0.00024750526063144207,0.0005667622317560017,0.6408241391181946,0.9212962962962963,0.0012245767461444743,0.00019319116819950736
