level,n_samples,draw_predictive_samples,stress_mean_mu,stress_std_mu,stress_q95_mu,keff_mean_mu,keff_std_mu,p_fail_110_mu,p_fail_120_mu,p_fail_131_mu,overall_primary_CVR_mu,stress_mean_pred,stress_std_pred,stress_q95_pred,keff_mean_pred,keff_std_pred,p_fail_110_pred,p_fail_120_pred,p_fail_131_pred,overall_primary_CVR_pred,delta_stress_mean_pred_minus_mu,delta_stress_std_pred_minus_mu,delta_stress_q95_pred_minus_mu,delta_keff_mean_pred_minus_mu,delta_keff_std_pred_minus_mu,delta_p_fail_110_pred_minus_mu,delta_p_fail_120_pred_minus_mu,delta_p_fail_131_pred_minus_mu,delta_overall_primary_CVR_pred_minus_mu
0,20000,True,159.33155822753906,4.746913433074951,165.39283752441406,1.1034396886825562,0.0006966235814616084,1.0,1.0,1.0,0.008960949776497185,159.66946209718412,31.379426397793534,211.13162177937843,1.1034232791110323,0.0014449142703480305,0.9449,0.89805,0.82275,0.043803678027858645,0.3379038696450607,26.632512964718583,45.73878425496437,-1.6409571523823274e-05,0.0007482906888864221,-0.05510000000000004,-0.10194999999999999,-0.17725000000000002,0.03484272825136146
2,20000,True,153.4301300048828,21.69447898864746,189.28065490722656,1.1034693717956543,0.0003421180881559849,0.9788,0.9382,0.84725,0.031243785942579882,153.39417502526143,37.11198970626174,218.00431791091557,1.1034822437953367,0.0012559964212628387,0.8898,0.8165,0.7145,0.05278124179707194,-0.035954979621379834,15.417510717614277,28.723663003689012,1.28719996823623e-05,0.0009138783331068539,-0.08899999999999997,-0.12170000000000003,-0.13274999999999992,0.02153745585449206
