case_i,label,output,y_true,y_hf
9,post_hi_95,iteration2_max_monolith_temp,1027.07,1031.43
9,post_hi_95,iteration2_max_global_stress,123.51,179.22
9,post_hi_95,iteration2_monolith_new_temperature,949.6185324009256,950.0785901225518
9,post_hi_95,iteration2_Hcore_after,152.4413880865093,152.62814923157936
9,post_hi_95,iteration2_wall2,29.93176486307628,29.954301149072727
9,post_lo_5,iteration1_avg_fuel_temp,1003.48,1020.05
9,post_lo_5,iteration1_max_fuel_temp,1080.81,1110.36
9,post_lo_5,iteration1_max_monolith_temp,1042.74,1076.49
9,post_lo_5,iteration1_max_global_stress,142.18,114.72
9,post_lo_5,iteration1_monolith_new_temperature,951.3482800575028,956.6625541651349
9,post_lo_5,iteration1_Hcore_after,152.4471052749424,151.84461908314597
9,post_lo_5,iteration1_wall2,29.933338020732467,29.857978057744134
9,post_lo_5,iteration2_keff,1.1030193051376949,1.105484237200314
9,post_lo_5,iteration2_avg_fuel_temp,996.43,1005.37
9,post_lo_5,iteration2_max_fuel_temp,1065.58,1083.12
9,post_lo_5,iteration2_max_monolith_temp,1027.07,1046.36
9,post_lo_5,iteration2_max_global_stress,123.51,93.72
9,post_lo_5,iteration2_monolith_new_temperature,949.6185324009256,951.9846357491332
9,post_lo_5,iteration2_Hcore_after,152.4413880865093,151.83293058035
9,post_lo_5,iteration2_wall2,29.93176486307628,29.855261992461603
9,post_mean,iteration1_avg_fuel_temp,1003.48,1011.65
9,post_mean,iteration1_max_fuel_temp,1080.81,1095.65
9,post_mean,iteration1_max_monolith_temp,1042.74,1059.61
9,post_mean,iteration1_max_global_stress,142.18,155.38
9,post_mean,iteration1_monolith_new_temperature,951.3482800575028,953.8388505404805
9,post_mean,iteration1_Hcore_after,152.4471052749424,152.2248064000321
9,post_mean,iteration1_wall2,29.933338020732467,29.904923918511017
9,post_mean,iteration2_keff,1.1030193051376949,1.1041304081359482
9,post_mean,iteration2_avg_fuel_temp,996.43,1001.42
9,post_mean,iteration2_max_fuel_temp,1065.58,1075.39
9,post_mean,iteration2_max_monolith_temp,1027.07,1037.94
9,post_mean,iteration2_max_global_stress,123.51,131.9
9,post_mean,iteration2_monolith_new_temperature,949.6185324009256,950.8632445555512
9,post_mean,iteration2_Hcore_after,152.4413880865093,152.21579790421595
9,post_mean,iteration2_wall2,29.93176486307628,29.90272687248749
10,post_hi_95,iteration1_avg_fuel_temp,1003.95,1003.79
10,post_hi_95,iteration1_max_fuel_temp,1081.67,1081.38
10,post_hi_95,iteration1_max_monolith_temp,1043.71,1043.38
10,post_hi_95,iteration1_max_global_stress,154.33,206.51
10,post_hi_95,iteration1_monolith_new_temperature,951.4819342802951,951.4364256075833
10,post_hi_95,iteration1_Hcore_after,152.52510310266538,152.62412764742493
10,post_hi_95,iteration1_wall2,29.946798271423248,29.952402922719838
10,post_hi_95,iteration2_keff,1.1029416097398572,1.1026627810191691
10,post_hi_95,iteration2_avg_fuel_temp,994.97,995.13
10,post_hi_95,iteration2_max_fuel_temp,1062.95,1063.04
10,post_hi_95,iteration2_max_monolith_temp,1024.17,1024.26
10,post_hi_95,iteration2_max_global_stress,128.92,173.8
10,post_hi_95,iteration2_monolith_new_temperature,949.196484149362,949.2236341657184
10,post_hi_95,iteration2_Hcore_after,152.51762330264694,152.616227041143
10,post_hi_95,iteration2_wall2,29.94473514963856,29.95031952996467
10,post_lo_5,iteration1_avg_fuel_temp,1003.95,1016.73
10,post_lo_5,iteration1_max_fuel_temp,1081.67,1104.57
10,post_lo_5,iteration1_max_monolith_temp,1043.71,1069.82
10,post_lo_5,iteration1_max_global_stress,154.33,125.49
10,post_lo_5,iteration1_monolith_new_temperature,951.4819342802951,955.5464853872926
10,post_lo_5,iteration1_Hcore_after,152.52510310266538,151.89231288399344
10,post_lo_5,iteration1_wall2,29.946798271423248,29.86220556451942
10,post_lo_5,iteration2_keff,1.1029416097398572,1.1051016835234264
10,post_lo_5,iteration2_avg_fuel_temp,994.97,1000.67
10,post_lo_5,iteration2_max_fuel_temp,1062.95,1074.44
10,post_lo_5,iteration2_max_monolith_temp,1024.17,1036.56
10,post_lo_5,iteration2_max_global_stress,128.92,98.02
10,post_lo_5,iteration2_monolith_new_temperature,949.196484149362,950.6672988611083
10,post_lo_5,iteration2_Hcore_after,152.51762330264694,151.8798010593057
10,post_lo_5,iteration2_wall2,29.94473514963856,29.859232816454195
10,post_mean,iteration1_avg_fuel_temp,1003.95,1008.74
10,post_mean,iteration1_max_fuel_temp,1081.67,1090.44
10,post_mean,iteration1_max_monolith_temp,1043.71,1053.66
10,post_mean,iteration1_max_global_stress,154.33,162.23
10,post_mean,iteration1_monolith_new_temperature,951.4819342802951,952.9218138667461
10,post_mean,iteration1_Hcore_after,152.52510310266538,152.25688272837814
10,post_mean,iteration1_wall2,29.946798271423248,29.90707285932314
10,post_mean,iteration2_keff,1.1029416097398572,1.1041496487703772
10,post_mean,iteration2_avg_fuel_temp,994.97,997.55
10,post_mean,iteration2_max_fuel_temp,1062.95,1068.23
10,post_mean,iteration2_max_monolith_temp,1024.17,1029.79
10,post_mean,iteration2_max_global_stress,128.92,132.76
10,post_mean,iteration2_monolith_new_temperature,949.196484149362,949.8598419449265
10,post_mean,iteration2_Hcore_after,152.51762330264694,152.24749221605433
10,post_mean,iteration2_wall2,29.94473514963856,29.904723330845762
11,post_hi_95,iteration1_avg_fuel_temp,1004.76,1003.84
11,post_hi_95,iteration1_max_fuel_temp,1083.16,1081.47
11,post_hi_95,iteration1_max_monolith_temp,1045.4,1043.49
11,post_hi_95,iteration1_max_global_stress,147.82,205.62
11,post_hi_95,iteration1_monolith_new_temperature,951.7170380665166,951.4511887321205
11,post_hi_95,iteration1_Hcore_after,152.05373880850314,152.59207248319967
11,post_hi_95,iteration1_wall2,29.879334845493627,29.948563948173213
11,post_hi_95,iteration2_keff,1.104371795786488,1.1023684232284001
11,post_hi_95,iteration2_avg_fuel_temp,997.69,997.26
11,post_hi_95,iteration2_max_fuel_temp,1068.15,1067.38
11,post_hi_95,iteration2_max_monolith_temp,1029.75,1029.09
11,post_hi_95,iteration2_max_global_stress,129.29,181.39
11,post_hi_95,iteration2_monolith_new_temperature,949.8864909084672,949.7974491062538
11,post_hi_95,iteration2_Hcore_after,152.0485225333848,152.58622990312372
11,post_hi_95,iteration2_wall2,29.87800071182686,29.94701270214817
11,post_lo_5,iteration1_avg_fuel_temp,1004.76,1018.58
11,post_lo_5,iteration1_max_fuel_temp,1083.16,1107.8
11,post_lo_5,iteration1_max_monolith_temp,1045.4,1073.53
11,post_lo_5,iteration1_max_global_stress,147.82,123.89
11,post_lo_5,iteration1_monolith_new_temperature,951.7170380665166,956.1639549653997
11,post_lo_5,iteration1_Hcore_after,152.05373880850314,151.88656968178339
11,post_lo_5,iteration1_wall2,29.879334845493627,29.86235469365746
11,post_lo_5,iteration2_keff,1.104371795786488,1.105306779675289
11,post_lo_5,iteration2_avg_fuel_temp,997.69,1004.98
11,post_lo_5,iteration2_max_fuel_temp,1068.15,1082.38
11,post_lo_5,iteration2_max_monolith_temp,1029.75,1045.59
11,post_lo_5,iteration2_max_global_stress,129.29,102.19
11,post_lo_5,iteration2_monolith_new_temperature,949.8864909084672,951.885721785608
11,post_lo_5,iteration2_Hcore_after,152.0485225333848,151.8756802409605
11,post_lo_5,iteration2_wall2,29.87800071182686,29.8598087040533
11,post_mean,iteration1_avg_fuel_temp,1004.76,1008.79
11,post_mean,iteration1_max_fuel_temp,1083.16,1090.53
11,post_mean,iteration1_max_monolith_temp,1045.4,1053.76
11,post_mean,iteration1_max_global_stress,147.82,158.19
11,post_mean,iteration1_monolith_new_temperature,951.7170380665166,952.9369433470553
11,post_mean,iteration1_Hcore_after,152.05373880850314,152.22494327071325
11,post_mean,iteration1_wall2,29.879334845493627,29.903290532430916
11,post_mean,iteration2_keff,1.104371795786488,1.1039033861061394
11,post_mean,iteration2_avg_fuel_temp,997.69,1000.13
11,post_mean,iteration2_max_fuel_temp,1068.15,1073.15
11,post_mean,iteration2_max_monolith_temp,1029.75,1035.29
11,post_mean,iteration2_max_global_stress,129.29,136.61
11,post_mean,iteration2_monolith_new_temperature,949.8864909084672,950.5346261219736
11,post_mean,iteration2_Hcore_after,152.0485225333848,152.21767140846546
11,post_mean,iteration2_wall2,29.87800071182686,29.901473896064818
12,post_hi_95,iteration1_avg_fuel_temp,1012.89,1008.39
12,post_hi_95,iteration1_max_fuel_temp,1097.84,1089.8
12,post_hi_95,iteration1_max_monolith_temp,1062.12,1052.93
12,post_hi_95,iteration1_max_global_stress,216.93,263.03
12,post_hi_95,iteration1_monolith_new_temperature,954.236267090635,952.811853991197
12,post_hi_95,iteration1_Hcore_after,152.53208564482517,152.7387531863825
12,post_hi_95,iteration1_wall2,29.93565542815919,29.96023301620083
12,post_hi_95,iteration2_keff,1.1032062348315432,1.1021282970695916
12,post_hi_95,iteration2_avg_fuel_temp,998.22,997.23
12,post_hi_95,iteration2_max_fuel_temp,1069.36,1066.78
12,post_hi_95,iteration2_max_monolith_temp,1031.16,1028.63
12,post_hi_95,iteration2_max_global_stress,169.54,214.79
12,post_hi_95,iteration2_monolith_new_temperature,950.0428489759184,949.8007667344972
12,post_hi_95,iteration2_Hcore_after,152.5177750568584,152.72760494596974
12,post_hi_95,iteration2_wall2,29.932201189987275,29.957448470593228
12,post_lo_5,iteration1_avg_fuel_temp,1012.89,1029.21
12,post_lo_5,iteration1_max_fuel_temp,1097.84,1126.11
12,post_lo_5,iteration1_max_monolith_temp,1062.12,1094.71
12,post_lo_5,iteration1_max_global_stress,216.93,190.52
12,post_lo_5,iteration1_monolith_new_temperature,954.236267090635,959.831741005624
12,post_lo_5,iteration1_Hcore_after,152.53208564482517,152.0688919418169
12,post_lo_5,iteration1_wall2,29.93565542815919,29.88017808111586
12,post_lo_5,iteration2_keff,1.1032062348315432,1.1043135602169443
12,post_lo_5,iteration2_avg_fuel_temp,998.22,1004.34
12,post_lo_5,iteration2_max_fuel_temp,1069.36,1080.79
12,post_lo_5,iteration2_max_monolith_temp,1031.16,1043.96
12,post_lo_5,iteration2_max_global_stress,169.54,137.82
12,post_lo_5,iteration2_monolith_new_temperature,950.0428489759184,951.6834216521733
12,post_lo_5,iteration2_Hcore_after,152.5177750568584,152.04627657020828
12,post_lo_5,iteration2_wall2,29.932201189987275,29.87513501378619
12,post_mean,iteration1_avg_fuel_temp,1012.89,1015.69
12,post_mean,iteration1_max_fuel_temp,1097.84,1102.75
12,post_mean,iteration1_max_monolith_temp,1062.12,1067.72
12,post_mean,iteration1_max_global_stress,216.93,222.88
12,post_mean,iteration1_monolith_new_temperature,954.236267090635,955.2012645680725
12,post_mean,iteration1_Hcore_after,152.53208564482517,152.39730669638396
12,post_mean,iteration1_wall2,29.93565542815919,29.91925747072721
12,post_mean,iteration2_keff,1.1032062348315432,1.1032284645410415
12,post_mean,iteration2_avg_fuel_temp,998.22,1000.11
12,post_mean,iteration2_max_fuel_temp,1069.36,1072.78
12,post_mean,iteration2_max_monolith_temp,1031.16,1035.09
12,post_mean,iteration2_max_global_stress,169.54,174.48
12,post_mean,iteration2_monolith_new_temperature,950.0428489759184,950.5274711507519
12,post_mean,iteration2_Hcore_after,152.5177750568584,152.38220082231587
12,post_mean,iteration2_wall2,29.932201189987275,29.91570094210673
13,post_hi_95,iteration1_avg_fuel_temp,1028.89,1006.64
13,post_hi_95,iteration1_max_fuel_temp,1125.55,1086.63
13,post_hi_95,iteration1_max_monolith_temp,1094.06,1049.33
13,post_hi_95,iteration1_max_global_stress,229.43,260.35
13,post_hi_95,iteration1_monolith_new_temperature,959.7161409130496,952.2789365255185
13,post_hi_95,iteration1_Hcore_after,152.23839633943328,152.70615012489938
13,post_hi_95,iteration1_wall2,29.911504384388174,29.970933665171696
13,post_hi_95,iteration2_keff,1.104173392795757,1.1019609871085865
13,post_hi_95,iteration2_avg_fuel_temp,1007.7,997.19
13,post_hi_95,iteration2_max_fuel_temp,1087.08,1066.96
13,post_hi_95,iteration2_max_monolith_temp,1051.04,1028.67
13,post_hi_95,iteration2_max_global_stress,176.02,218.51
13,post_hi_95,iteration2_monolith_new_temperature,952.7107575200536,949.7825953052218
13,post_hi_95,iteration2_Hcore_after,152.2169696691981,152.69698651851007
13,post_hi_95,iteration2_wall2,29.90658636430181,29.9685193596408
13,post_lo_5,iteration1_avg_fuel_temp,1028.89,1024.75
13,post_lo_5,iteration1_max_fuel_temp,1125.55,1118.48
13,post_lo_5,iteration1_max_monolith_temp,1094.06,1085.86
13,post_lo_5,iteration1_max_global_stress,229.43,177.42
13,post_lo_5,iteration1_monolith_new_temperature,959.7161409130496,958.2730382858498
13,post_lo_5,iteration1_Hcore_after,152.23839633943328,151.9823432734294
13,post_lo_5,iteration1_wall2,29.911504384388174,29.880945208684043
13,post_lo_5,iteration2_keff,1.104173392795757,1.1044675449586208
13,post_lo_5,iteration2_avg_fuel_temp,1007.7,1004.43
13,post_lo_5,iteration2_max_fuel_temp,1087.08,1080.91
13,post_lo_5,iteration2_max_monolith_temp,1051.04,1044.06
13,post_lo_5,iteration2_max_global_stress,176.02,134.73
13,post_lo_5,iteration2_monolith_new_temperature,952.7107575200536,951.7075272036269
13,post_lo_5,iteration2_Hcore_after,152.2169696691981,151.96493127980688
13,post_lo_5,iteration2_wall2,29.90658636430181,29.87683627611032
13,post_mean,iteration1_avg_fuel_temp,1028.89,1013.33
13,post_mean,iteration1_max_fuel_temp,1125.55,1098.6
13,post_mean,iteration1_max_monolith_temp,1094.06,1062.97
13,post_mean,iteration1_max_global_stress,229.43,215.59
13,post_mean,iteration1_monolith_new_temperature,959.7161409130496,954.4311271855454
13,post_mean,iteration1_Hcore_after,152.23839633943328,152.3479934710409
13,post_mean,iteration1_wall2,29.911504384388174,29.926008525287163
13,post_mean,iteration2_keff,1.104173392795757,1.1034472580485528
13,post_mean,iteration2_avg_fuel_temp,1007.7,1000.19
13,post_mean,iteration2_max_fuel_temp,1087.08,1073.0
13,post_mean,iteration2_max_monolith_temp,1051.04,1035.29
13,post_mean,iteration2_max_global_stress,176.02,174.56
13,post_mean,iteration2_monolith_new_temperature,952.7107575200536,950.5318002771187
13,post_mean,iteration2_Hcore_after,152.2169696691981,152.33561209891505
13,post_mean,iteration2_wall2,29.90658636430181,29.922956285951745
14,post_hi_95,iteration1_avg_fuel_temp,1012.13,1013.02
14,post_hi_95,iteration1_max_fuel_temp,1096.5,1098.08
14,post_hi_95,iteration1_max_monolith_temp,1060.58,1062.39
14,post_hi_95,iteration1_max_global_stress,237.78,301.84
14,post_hi_95,iteration1_monolith_new_temperature,953.9915345887432,954.2798149075471
14,post_hi_95,iteration1_Hcore_after,152.4177950509941,152.7372524373855
14,post_hi_95,iteration1_wall2,29.93603393204168,29.978793306852246
14,post_hi_95,iteration2_keff,1.1032826700602252,1.1021763092046875
14,post_hi_95,iteration2_avg_fuel_temp,999.68,1000.02
14,post_hi_95,iteration2_max_fuel_temp,1072.17,1072.52
14,post_hi_95,iteration2_max_monolith_temp,1034.38,1034.87
14,post_hi_95,iteration2_max_global_stress,193.4,244.35
14,post_hi_95,iteration2_monolith_new_temperature,950.4085241622648,950.5170754443784
14,post_hi_95,iteration2_Hcore_after,152.40596305590515,152.7233253076487
14,post_hi_95,iteration2_wall2,29.933077040687326,29.975290033620933
14,post_lo_5,iteration1_avg_fuel_temp,1012.13,1038.26
14,post_lo_5,iteration1_max_fuel_temp,1096.5,1141.42
14,post_lo_5,iteration1_max_monolith_temp,1060.58,1112.52
14,post_lo_5,iteration1_max_global_stress,237.78,211.05
14,post_lo_5,iteration1_monolith_new_temperature,953.9915345887432,963.0526471929035
14,post_lo_5,iteration1_Hcore_after,152.4177950509941,152.00647116300075
14,post_lo_5,iteration1_wall2,29.93603393204168,29.88698159101365
14,post_lo_5,iteration2_keff,1.1032826700602252,1.104804676087363
14,post_lo_5,iteration2_avg_fuel_temp,999.68,1008.26
14,post_lo_5,iteration2_max_fuel_temp,1072.17,1087.96
14,post_lo_5,iteration2_max_monolith_temp,1034.38,1052.03
14,post_lo_5,iteration2_max_global_stress,193.4,148.83
14,post_lo_5,iteration2_monolith_new_temperature,950.4085241622648,952.8619963172227
14,post_lo_5,iteration2_Hcore_after,152.40596305590515,151.9791490269872
14,post_lo_5,iteration2_wall2,29.933077040687326,29.880675816129752
14,post_mean,iteration1_avg_fuel_temp,1012.13,1022.2
14,post_mean,iteration1_max_fuel_temp,1096.5,1114.09
14,post_mean,iteration1_max_monolith_temp,1060.58,1080.79
14,post_mean,iteration1_max_global_stress,237.78,251.22
14,post_mean,iteration1_monolith_new_temperature,953.9915345887432,957.3961997195545
14,post_mean,iteration1_Hcore_after,152.4177950509941,152.3670784845703
14,post_mean,iteration1_wall2,29.93603393204168,29.931950629309842
14,post_mean,iteration2_keff,1.1032826700602252,1.1031433328625149
14,post_mean,iteration2_avg_fuel_temp,999.68,1003.51
14,post_mean,iteration2_max_fuel_temp,1072.17,1079.62
14,post_mean,iteration2_max_monolith_temp,1034.38,1042.64
14,post_mean,iteration2_max_global_stress,193.4,193.4
14,post_mean,iteration2_monolith_new_temperature,950.4085241622648,951.4762303575632
14,post_mean,iteration2_Hcore_after,152.40596305590515,152.3481890843185
14,post_mean,iteration2_wall2,29.933077040687326,29.927431772142192
15,post_hi_95,iteration1_avg_fuel_temp,1006.75,1005.48
15,post_hi_95,iteration1_max_fuel_temp,1086.81,1084.5
15,post_hi_95,iteration1_max_monolith_temp,1049.54,1046.91
15,post_hi_95,iteration1_max_global_stress,190.71,241.53
15,post_hi_95,iteration1_monolith_new_temperature,952.3095702937014,951.9313193694677
15,post_hi_95,iteration1_Hcore_after,152.39186779936475,152.7289370852716
15,post_hi_95,iteration1_wall2,29.92962425048319,29.97384992024497
15,post_hi_95,iteration2_keff,1.1033939072545216,1.1023073517625324
15,post_hi_95,iteration2_avg_fuel_temp,998.16,997.19
15,post_hi_95,iteration2_max_fuel_temp,1069.34,1067.32
15,post_hi_95,iteration2_max_monolith_temp,1031.07,1029.03
15,post_hi_95,iteration2_max_global_stress,163.37,206.8
15,post_hi_95,iteration2_monolith_new_temperature,950.0199305747536,949.7861052393216
15,post_hi_95,iteration2_Hcore_after,152.3843898411841,152.7210146290719
15,post_hi_95,iteration2_wall2,29.927684054300897,29.97174884672179
15,post_lo_5,iteration1_avg_fuel_temp,1006.75,1020.23
15,post_lo_5,iteration1_max_fuel_temp,1086.81,1110.68
15,post_lo_5,iteration1_max_monolith_temp,1049.54,1076.85
15,post_lo_5,iteration1_max_global_stress,190.71,155.28
15,post_lo_5,iteration1_monolith_new_temperature,952.3095702937014,956.7233025161457
15,post_lo_5,iteration1_Hcore_after,152.39186779936475,151.99790842723112
15,post_lo_5,iteration1_wall2,29.92962425048319,29.881152451764706
15,post_lo_5,iteration2_keff,1.1033939072545216,1.1048240898716453
15,post_lo_5,iteration2_avg_fuel_temp,998.16,1003.89
15,post_lo_5,iteration2_max_fuel_temp,1069.34,1080.25
15,post_lo_5,iteration2_max_monolith_temp,1031.07,1043.21
15,post_lo_5,iteration2_max_global_stress,163.37,123.31
15,post_lo_5,iteration2_monolith_new_temperature,950.0199305747536,951.5693783670494
15,post_lo_5,iteration2_Hcore_after,152.3843898411841,151.98396579585477
15,post_lo_5,iteration2_wall2,29.927684054300897,29.87783768872907
15,post_mean,iteration1_avg_fuel_temp,1006.75,1011.24
15,post_mean,iteration1_max_fuel_temp,1086.81,1094.91
15,post_mean,iteration1_max_monolith_temp,1049.54,1058.76
15,post_mean,iteration1_max_global_stress,190.71,195.67
15,post_mean,iteration1_monolith_new_temperature,952.3095702937014,953.7061472601507
15,post_mean,iteration1_Hcore_after,152.39186779936475,152.35373098921366
15,post_mean,iteration1_wall2,29.92962425048319,29.92620969084517
15,post_mean,iteration2_keff,1.1033939072545216,1.1035879805626112
15,post_mean,iteration2_avg_fuel_temp,998.16,1000.09
15,post_mean,iteration2_max_fuel_temp,1069.34,1072.97
15,post_mean,iteration2_max_monolith_temp,1031.07,1035.19
15,post_mean,iteration2_max_global_stress,163.37,162.83
15,post_mean,iteration2_monolith_new_temperature,950.0199305747536,950.5049037511386
15,post_mean,iteration2_Hcore_after,152.3843898411841,152.34352870773319
15,post_mean,iteration2_wall2,29.927684054300897,29.92366567175972
16,post_hi_95,iteration1_avg_fuel_temp,1017.99,1008.21
16,post_hi_95,iteration1_max_fuel_temp,1106.77,1089.48
16,post_hi_95,iteration1_max_monolith_temp,1072.35,1052.57
16,post_hi_95,iteration1_max_global_stress,175.66,221.88
16,post_hi_95,iteration1_monolith_new_temperature,955.9662429332844,952.7581174058379
16,post_hi_95,iteration1_Hcore_after,152.06288998355848,152.60210926862788
16,post_hi_95,iteration1_wall2,29.89115918897265,29.960181835854257
16,post_hi_95,iteration2_keff,1.1044764607669897,1.102198419961567
16,post_hi_95,iteration2_avg_fuel_temp,1003.63,998.67
16,post_hi_95,iteration2_max_fuel_temp,1079.84,1070.25
16,post_hi_95,iteration2_max_monolith_temp,1042.79,1032.24
16,post_hi_95,iteration2_max_global_stress,142.79,187.66
16,post_hi_95,iteration2_monolith_new_temperature,951.4802601767468,950.1602329365887
16,post_hi_95,iteration2_Hcore_after,152.05027137246702,152.59290108554436
16,post_hi_95,iteration2_wall2,29.88813505669613,29.957777012858976
16,post_lo_5,iteration1_avg_fuel_temp,1017.99,1030.53
16,post_lo_5,iteration1_max_fuel_temp,1106.77,1128.35
16,post_lo_5,iteration1_max_monolith_temp,1072.35,1097.31
16,post_lo_5,iteration1_max_global_stress,175.66,153.76
16,post_lo_5,iteration1_monolith_new_temperature,955.9662429332844,960.2951801797578
16,post_lo_5,iteration1_Hcore_after,152.06288998355848,151.89882492373587
16,post_lo_5,iteration1_wall2,29.89115918897265,29.872258733391647
16,post_lo_5,iteration2_keff,1.1044764607669897,1.1048313054065433
16,post_lo_5,iteration2_avg_fuel_temp,1003.63,1007.64
16,post_lo_5,iteration2_max_fuel_temp,1079.84,1087.12
16,post_lo_5,iteration2_max_monolith_temp,1042.79,1050.94
16,post_lo_5,iteration2_max_global_stress,142.79,115.86
16,post_lo_5,iteration2_monolith_new_temperature,951.4802601767468,952.6756797996727
16,post_lo_5,iteration2_Hcore_after,152.05027137246702,151.87939279880325
16,post_lo_5,iteration2_wall2,29.88813505669613,29.867724961555837
16,post_mean,iteration1_avg_fuel_temp,1017.99,1017.09
16,post_mean,iteration1_max_fuel_temp,1106.77,1105.2
16,post_mean,iteration1_max_monolith_temp,1072.35,1070.54
16,post_mean,iteration1_max_global_stress,175.66,186.31
16,post_mean,iteration1_monolith_new_temperature,955.9662429332844,955.6652580685268
16,post_mean,iteration1_Hcore_after,152.06288998355848,152.25235505269077
16,post_mean,iteration1_wall2,29.89115918897265,29.91626385929657
16,post_mean,iteration2_keff,1.1044764607669897,1.1037369211215555
16,post_mean,iteration2_avg_fuel_temp,1003.63,1002.7
16,post_mean,iteration2_max_fuel_temp,1079.84,1077.75
16,post_mean,iteration2_max_monolith_temp,1042.79,1040.61
16,post_mean,iteration2_max_global_stress,142.79,150.76
16,post_mean,iteration2_monolith_new_temperature,951.4802601767468,951.2232512044778
16,post_mean,iteration2_Hcore_after,152.05027137246702,152.23878668447213
16,post_mean,iteration2_wall2,29.88813505669613,29.91297007977245
17,post_hi_95,iteration1_avg_fuel_temp,1029.17,1010.75
17,post_hi_95,iteration1_max_fuel_temp,1126.04,1094.05
17,post_hi_95,iteration1_max_monolith_temp,1094.63,1057.78
17,post_hi_95,iteration1_max_global_stress,275.91,288.9
17,post_hi_95,iteration1_monolith_new_temperature,959.817675006772,953.552287074684
17,post_hi_95,iteration1_Hcore_after,152.4533003333959,152.7538619045153
17,post_hi_95,iteration1_wall2,29.927139457060704,29.96509741607367
17,post_hi_95,iteration2_keff,1.1031774030231718,1.102388026147161
17,post_hi_95,iteration2_avg_fuel_temp,1003.86,998.09
17,post_hi_95,iteration2_max_fuel_temp,1079.88,1068.72
17,post_hi_95,iteration2_max_monolith_temp,1043.03,1030.76
17,post_hi_95,iteration2_max_global_stress,197.64,231.96
17,post_hi_95,iteration2_monolith_new_temperature,951.5737122062508,950.0094818908541
17,post_hi_95,iteration2_Hcore_after,152.42548540092747,152.74063039436413
17,post_hi_95,iteration2_wall2,29.920964087968205,29.961863905007633
17,post_lo_5,iteration1_avg_fuel_temp,1029.17,1033.71
17,post_lo_5,iteration1_max_fuel_temp,1126.04,1133.75
17,post_lo_5,iteration1_max_monolith_temp,1094.63,1103.58
17,post_lo_5,iteration1_max_global_stress,275.91,214.48
17,post_lo_5,iteration1_monolith_new_temperature,959.817675006772,961.425101228777
17,post_lo_5,iteration1_Hcore_after,152.4533003333959,152.06944196703895
17,post_lo_5,iteration1_wall2,29.927139457060704,29.883650926338316
17,post_lo_5,iteration2_keff,1.1031774030231718,1.1044104213047732
17,post_lo_5,iteration2_avg_fuel_temp,1003.86,1005.28
17,post_lo_5,iteration2_max_fuel_temp,1079.88,1082.8
17,post_lo_5,iteration2_max_monolith_temp,1043.03,1046.09
17,post_lo_5,iteration2_max_global_stress,197.64,150.38
17,post_lo_5,iteration2_monolith_new_temperature,951.5737122062508,951.9636905853065
17,post_lo_5,iteration2_Hcore_after,152.42548540092747,152.0433294026857
17,post_lo_5,iteration2_wall2,29.920964087968205,29.877787382567625
17,post_mean,iteration1_avg_fuel_temp,1029.17,1020.05
17,post_mean,iteration1_max_fuel_temp,1126.04,1110.35
17,post_mean,iteration1_max_monolith_temp,1094.63,1076.48
17,post_mean,iteration1_max_global_stress,275.91,250.79
17,post_mean,iteration1_monolith_new_temperature,959.817675006772,956.660474217627
17,post_mean,iteration1_Hcore_after,152.4533003333959,152.41230703820784
17,post_mean,iteration1_wall2,29.927139457060704,29.92442664854665
17,post_mean,iteration2_keff,1.1031774030231718,1.103528582959587
17,post_mean,iteration2_avg_fuel_temp,1003.86,1001.44
17,post_mean,iteration2_max_fuel_temp,1079.88,1075.21
17,post_mean,iteration2_max_monolith_temp,1043.03,1037.85
17,post_mean,iteration2_max_global_stress,197.64,190.54
17,post_mean,iteration2_monolith_new_temperature,951.5737122062508,950.8842531681843
17,post_mean,iteration2_Hcore_after,152.42548540092747,152.3935414518982
17,post_mean,iteration2_wall2,29.920964087968205,29.920057294231633
