case_i,label,category,row_idx,stress_true_MPa,archived_dir,y_true__iteration2_keff,y_hf__iteration2_keff,abs_err__iteration2_keff,rel_err__iteration2_keff,y_true__iteration2_max_fuel_temp,y_hf__iteration2_max_fuel_temp,abs_err__iteration2_max_fuel_temp,rel_err__iteration2_max_fuel_temp,y_true__iteration2_max_monolith_temp,y_hf__iteration2_max_monolith_temp,abs_err__iteration2_max_monolith_temp,rel_err__iteration2_max_monolith_temp,y_true__iteration2_max_global_stress,y_hf__iteration2_max_global_stress,abs_err__iteration2_max_global_stress,rel_err__iteration2_max_global_stress,y_true__iteration2_wall2,y_hf__iteration2_wall2,abs_err__iteration2_wall2,rel_err__iteration2_wall2
12,post_hi_95,high,97,169.54,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case012_post_hi_95,1.1032062348315432,1.1021282970695916,0.0010779377619516417,0.0009770954223407196,1069.36,1066.78,2.5799999999999272,0.0024126580384528384,1031.16,1028.63,2.5299999999999727,0.0024535474611117308,169.54,214.79,45.25,0.26689866698124337,29.932201189987275,29.957448470593228,0.025247280605952938,0.0008434822566406674
12,post_lo_5,high,97,169.54,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case012_post_lo_5,1.1032062348315432,1.1043135602169443,0.0011073253854010368,0.0010037337992112802,1069.36,1080.79,11.430000000000064,0.010688636193611193,1031.16,1043.96,12.799999999999955,0.01241320454633612,169.54,137.82,31.72,0.18709449097558098,29.932201189987275,29.87513501378619,0.05706617620108645,0.0019065145205617506
12,post_mean,high,97,169.54,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case012_post_mean,1.1032062348315432,1.1032284645410415,2.2229709498278183e-05,2.0150094149597154e-05,1069.36,1072.78,3.4200000000000728,0.0031981746091120605,1031.16,1035.09,3.9299999999998363,0.0038112417083671166,169.54,174.48,4.939999999999998,0.029137666627344568,29.932201189987275,29.91570094210673,0.016500247880543384,0.0005512540750281653
13,post_hi_95,high,394,176.02,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case013_post_hi_95,1.104173392795757,1.1019609871085865,0.0022124056871706266,0.00200367596394334,1087.08,1066.96,20.11999999999989,0.01850829745740874,1051.04,1028.67,22.36999999999989,0.021283680925559344,176.02,218.51,42.48999999999998,0.24139302352005443,29.90658636430181,29.9685193596408,0.061932995338992214,0.002070881463519987
13,post_lo_5,high,394,176.02,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case013_post_lo_5,1.104173392795757,1.1044675449586208,0.00029415216286365897,0.0002664003360186649,1087.08,1080.91,6.169999999999845,0.005675755234205253,1051.04,1044.06,6.980000000000018,0.006641041254376635,176.02,134.73,41.29000000000002,0.23457561640722654,29.90658636430181,29.87683627611032,0.029750088191487833,0.0009947671000993688
13,post_mean,high,394,176.02,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case013_post_mean,1.104173392795757,1.1034472580485528,0.0007261347472042878,0.000657627463170183,1087.08,1073.0,14.079999999999927,0.012952128638186636,1051.04,1035.29,15.75,0.01498515755822804,176.02,174.56,1.460000000000008,0.008294511987274218,29.90658636430181,29.922956285951745,0.016369921649936003,0.0005473684442125453
14,post_hi_95,high,3,193.4,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case014_post_hi_95,1.1032826700602252,1.1021763092046875,0.0011063608555377247,0.001002790024316553,1072.17,1072.52,0.34999999999990905,0.0003264407696539812,1034.38,1034.87,0.4899999999997817,0.0004737137222295304,193.4,244.35,50.94999999999999,0.26344364012409505,29.933077040687326,29.975290033620933,0.042212992933606586,0.0014102456916215951
14,post_lo_5,high,3,193.4,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case014_post_lo_5,1.1032826700602252,1.104804676087363,0.0015220060271379232,0.0013795250015617856,1072.17,1087.96,15.789999999999964,0.014727142150964831,1034.38,1052.03,17.649999999999864,0.01706336162725484,193.4,148.83,44.56999999999999,0.2304550155118924,29.933077040687326,29.880675816129752,0.05240122455757401,0.0017506126913162405
14,post_mean,high,3,193.4,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case014_post_mean,1.1032826700602252,1.1031433328625149,0.00013933719771030972,0.0001262932895544382,1072.17,1079.62,7.449999999999818,0.0069485249540649505,1034.38,1042.64,8.259999999999991,0.007985459889015632,193.4,193.4,0.0,0.0,29.933077040687326,29.927431772142192,0.00564526854513403,0.00018859633232696222
15,post_hi_95,high,146,163.37,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case015_post_hi_95,1.1033939072545216,1.1023073517625324,0.0010865554919892162,0.0009847394342540798,1069.34,1067.32,2.019999999999982,0.0018890156545158527,1031.07,1029.03,2.0399999999999636,0.0019785271611044487,163.37,206.8,43.43000000000001,0.2658382812021791,29.927684054300897,29.97174884672179,0.044064792420893895,0.0014723756218804828
15,post_lo_5,high,146,163.37,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case015_post_lo_5,1.1033939072545216,1.1048240898716453,0.0014301826171236875,0.0012961668609194025,1069.34,1080.25,10.910000000000082,0.010202554846914997,1031.07,1043.21,12.1400000000001,0.011774176341082663,163.37,123.31,40.06,0.2452102589214666,29.927684054300897,29.87783768872907,0.04984636557182753,0.0016655604049209457
15,post_mean,high,146,163.37,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case015_post_mean,1.1033939072545216,1.1035879805626112,0.0001940733080896262,0.00017588760171108957,1069.34,1072.97,3.630000000000109,0.003394617240540997,1031.07,1035.19,4.120000000000118,0.003995848972426818,163.37,162.83,0.539999999999992,0.0033053804248025466,29.927684054300897,29.92366567175972,0.004018382541175924,0.00013426974616161265
16,post_hi_95,high,330,142.79,/home/tjzs/Documents/fenics_data/hpr_surrogate/hpr-claude-project/code/bnn0414/code/experiments/posterior/bnn-phy-mono/hf_rerun/results/archive/case016_post_hi_95,1.1044764607669897,1.102198419961567,0.0022780408054225987,0.0020625526087180183,1079.84,1070.25,9.589999999999918,0.008880945325233293,1042.79,1032.24,10.549999999999955,0.010117089730434656,142.79,187.66,44.870000000000005,0.3142376917151061,29.88813505669613,29.957777012858976,0.06964195616284741,0.002330087040584516
