model_id,output,output_label,n_seeds,is_primary,MAE_mean,MAE_std,MAE_ci_lo,MAE_ci_hi,RMSE_mean,RMSE_std,RMSE_ci_lo,RMSE_ci_hi,R2_mean,R2_std,R2_ci_lo,R2_ci_hi,PICP_mean,PICP_std,PICP_ci_lo,PICP_ci_hi,MPIW_mean,MPIW_std,MPIW_ci_lo,MPIW_ci_hi,CRPS_mean,CRPS_std,CRPS_ci_lo,CRPS_ci_hi
bnn-data-mono,iteration1_Hcore_after,iteration1_Hcore_after,5,False,0.03420221800047239,0.010280828227765866,0.024400570269420344,0.04400386573152444,0.22544580221879915,0.25567531910683494,-0.01831271177342486,0.46920431621102315,0.5601370553553087,0.3936439775383132,0.1848404825694433,0.935433628141174,0.9978213507625272,0.002178649237472796,0.9957442464785007,0.9998984550465537,0.5442548140395461,0.02609901222499528,0.5193722541630044,0.5691373739160879,0.05113497210475608,0.010987681862128937,0.040659416574843135,0.061610527634669024
bnn-data-mono,iteration1_wall2,iteration1_wall2,5,False,0.00145913223019074,0.0001907131215045261,0.0012773080820517617,0.0016409563783297185,0.00187611095769308,0.0002826724073954992,0.0016066136663079084,0.0021456082490782518,0.9932902881822244,0.002013162121510409,0.9913709578030581,0.9952096185613908,1.0,0.0,1.0,1.0,0.0282457993101722,0.0007607200953603344,0.027520535719392933,0.028971062900951465,0.0021583086145828398,7.675018659681558e-05,0.002085135687689383,0.0022314815414762965
bnn-data-mono,iteration2_keff,$k_{\mathrm{eff}}$,5,True,0.00023745098532454,2.3648820701343325e-05,0.00021490441566750075,0.00025999755498157923,0.0005721878272975801,0.00043197487314721014,0.00016034692873848056,0.0009840287258566795,0.6353572182300385,0.26039466508056586,0.38709932289122806,0.883615113568849,0.9925925925925926,0.005015627204018017,0.9878107394271741,0.997374445758011,0.0016341452454717797,3.605319154824585e-05,0.0015997724619462598,0.0016685180289972995,0.00019360165565952,2.2995630860196228e-05,0.00017167783123103487,0.00021552548008800515
bnn-data-mono,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,5,False,1.7963758762680964,0.08875948016291214,1.7117533985771891,1.8809983539590036,2.2949979056880596,0.10088484762100156,2.198815213411252,2.3911805979648673,0.6191774940794155,0.04375049271732025,0.5774661739236151,0.6608888142352158,0.9455337690631808,0.012031983678853221,0.9340625857194712,0.9570049524068903,9.09531201580359,0.19161966802672356,8.91262357449041,9.278000457116768,1.2903871695005251,0.05095093730520124,1.241811011240849,1.3389633277602013
bnn-data-mono,iteration2_max_fuel_temp,Max. fuel temp.,5,True,3.380053624300003,0.16452652778846705,3.223195535431209,3.536911713168797,4.28398277355822,0.19047574747030546,4.1023849356553805,4.46558061146106,0.6177264912055419,0.042736525688189114,0.5769818779541137,0.6584711044569701,0.9433551198257082,0.013252205948362107,0.9307205877153099,0.9559896519361065,16.92636697738548,0.15529097963956282,16.778313975767755,17.074419979003206,2.418618712706734,0.09823203142579899,2.324965191160586,2.512272234252882
bnn-data-mono,iteration2_max_monolith_temp,Max. monolith temp.,5,True,3.7884426589317988,0.18267968370966342,3.6142775170119794,3.962607800851618,4.819121321521226,0.22215373691890428,4.607321977813185,5.030920665229266,0.6190479677849142,0.04568184960514447,0.575495309612565,0.6626006259572634,0.9429193899782135,0.015890703728810802,0.9277693381830026,0.9580694417734243,18.983322716081922,0.2835999075305519,18.712941154539436,19.253704277624408,2.7164597571597207,0.10880648903173624,2.6127246443152745,2.820194870004167
bnn-data-mono,iteration2_max_global_stress,Max. global stress,5,True,6.056658716457223,0.2892171094280306,5.780921765931135,6.332395666983311,7.797836893586245,0.25579803698425657,7.553961381490548,8.041712405681944,0.9318043382936679,0.005016847128519137,0.9270213220633724,0.9365873545239635,0.9982570806100217,0.001822788728832433,0.9965192504846341,0.9999949107354094,49.619765514394416,0.9451917613041935,48.71862832220055,50.52090270658828,5.026193276561311,0.1409096794367502,4.891851275203447,5.160535277919175
bnn-data-mono,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,5,False,0.49374520378802345,0.02071607903874007,0.4739946832455275,0.5134957243305194,0.6412940447730954,0.025980020154022156,0.6165249308501897,0.6660631586960011,0.6217059832182417,0.047531091655984424,0.5763902745649178,0.6670216918715656,0.9507625272331154,0.008795916879384016,0.942376580418977,0.9591484740472538,2.5706938099667425,0.05181996006387797,2.521289133346278,2.620098486587207,0.3565297508080546,0.01309039918311581,0.34404948378975864,0.36901001782635057
bnn-data-mono,iteration2_Hcore_after,iteration2_Hcore_after,5,False,0.04632423133959124,0.02959382327976726,0.018109750523747376,0.0745387121554351,0.47060331767901076,0.5036419093822501,-0.009564278646252644,0.9507709140042742,0.3514967188946721,0.36994194774580064,-0.0012025551726254635,0.7041959929619697,0.9978213507625272,0.001540537649643915,0.9963526162380604,0.999290085286994,0.859067418516567,0.031017176847944174,0.8294959254092107,0.8886389116239233,0.08601276748700092,0.03092508769448179,0.05652907133744725,0.11549646363655458
bnn-data-mono,iteration2_wall2,Wall expansion,5,True,0.00130926569759682,0.00013130506410774298,0.0011840806487686106,0.0014344507464250293,0.00171094949897824,0.0001943767985982841,0.0015256324345607505,0.0018962665633957296,0.994326758481944,0.0013699128951425404,0.9930206960399951,0.9956328209238928,1.0,0.0,1.0,1.0,0.02770621922600492,0.0005929220951069047,0.02714093271606212,0.028271505735947722,0.00209474453324666,5.800254350676603e-05,0.0020394454380411866,0.002150043628452133
bnn-phy-mono,iteration1_avg_fuel_temp,iteration1_avg_fuel_temp,5,False,2.957760979021503,0.13913637512581276,2.8251096297969776,3.0904123282460283,3.907637147851878,0.15587254063159714,3.759029691296112,4.056244604407644,0.829216962399709,0.03052869731480048,0.8001111812176597,0.8583227435817583,0.959912854030501,0.009936169281909666,0.9504398009904403,0.9693859070705616,16.091176485335513,0.26500328918023475,15.838524769873555,16.34382820079747,2.145003545388207,0.08275550750500656,2.066105200391271,2.223901890385143
bnn-phy-mono,iteration1_max_fuel_temp,iteration1_max_fuel_temp,5,False,5.210513051510613,0.2762429366032747,4.94714555885433,5.473880544166897,6.771430243830001,0.26901165839141905,6.514956985773067,7.027903501886935,0.8294638062656521,0.029392350563632572,0.8014414076971934,0.8574862048341108,0.9633986928104576,0.010827689446439368,0.9530756725883514,0.9737217130325639,29.019516385761573,0.7279542656147916,28.32549143779068,29.713541333732465,3.7790633564244205,0.1482154091340809,3.6377561391009663,3.9203705737478747
bnn-phy-mono,iteration1_max_monolith_temp,iteration1_max_monolith_temp,5,False,5.925074733499599,0.25475205097548664,5.682196454911011,6.167953012088187,7.815905317959325,0.2904777949368736,7.538966441383743,8.092844194534907,0.8289250905056132,0.030769652445591857,0.799589584902663,0.8582605961085635,0.9607843137254901,0.00937072469176755,0.9518503503931083,0.969718277057872,33.48011036706216,0.7566314891901945,32.75874481606168,34.20147591806264,4.338713664380405,0.15114140281459731,4.194616831406895,4.482810497353915
bnn-phy-mono,iteration1_max_global_stress,iteration1_max_global_stress,5,False,8.305687824632741,0.40994630316188624,7.914848763496802,8.696526885768682,10.927082981776772,0.5608057070884596,10.39241594283149,11.461750020722054,0.9317450097083343,0.006734500342302686,0.9253243985924295,0.938165620824239,0.9895424836601308,0.004190715481845526,0.9855470937961915,0.99353787352407,57.20123231853279,0.8707148228977686,56.37110075917067,58.031363877894904,6.427309743287502,0.25746966505627866,6.181840516255973,6.672778970319031
bnn-phy-mono,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,5,False,0.9899170470920536,0.041127514364162586,0.9507064505408352,1.029127643643272,1.3412886812183178,0.05161237320733873,1.2920819160108556,1.39049544642578,0.8276774186360573,0.027294280723829126,0.8016553006898698,0.8536995365822447,0.9616557734204794,0.010628593392287966,0.9515225695579309,0.9717889772830278,5.440838372427668,0.12954515061098734,5.317331209052863,5.564345535802472,0.7186828453146757,0.02124231640593524,0.6984306148727544,0.7389350757565971
