model_id,output,output_label,CRPS,NLL,IS_90,IS_95,ECE,sharpness_mean_sigma,is_primary
bnn-data-mono,iteration2_Hcore_after,iteration2_Hcore_after,0.0916783636026604,2.1470877933468646,1.4311344519248157,2.1485853860418778,0.19436781609195397,0.26545809765121503,False
bnn-data-mono,iteration2_wall2,Wall expansion,0.002059708777610275,-3.889960425442841,0.027232841989298918,0.0324499326998598,0.19666666666666668,0.008278196169883966,True
bnn-phy-mono,iteration1_avg_fuel_temp,iteration1_avg_fuel_temp,2.269992187393976,2.827018692619336,18.19613496665809,20.973978602367065,0.06371647509578543,5.019984742408677,False
bnn-phy-mono,iteration1_max_fuel_temp,iteration1_max_fuel_temp,4.035473218188734,3.4016767269242942,31.499314080087725,36.50751914649161,0.059118773946360115,8.845973999444606,False
bnn-phy-mono,iteration1_max_monolith_temp,iteration1_max_monolith_temp,4.574220719124801,3.5312517049577075,36.66554143363714,42.29709146542664,0.06256704980842909,10.081725669093526,False
bnn-phy-mono,iteration1_max_global_stress,iteration1_max_global_stress,6.914271680206721,3.991475328545879,60.08323089540612,70.49233979069898,0.11314176245210728,17.863234733063003,False
bnn-phy-mono,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.752558381841473,1.7127270071561442,5.967658607696816,6.941184852234652,0.05950191570881225,1.6524938986131799,False
bnn-phy-mono,iteration1_Hcore_after,iteration1_Hcore_after,0.03489439376045472,-1.085979542728378,0.4684841133766124,0.5582332521886014,0.19666666666666668,0.14240905868471931,False
bnn-phy-mono,iteration1_wall2,iteration1_wall2,0.0018557262367535463,-4.04316361371092,0.022585218074269442,0.026911947229367322,0.1886206896551724,0.00686541881423468,False
bnn-phy-mono,iteration2_keff,$k_{\mathrm{eff}}$,0.0001596118309967791,-6.655580130962,0.0014474406883797448,0.0017080835545978524,0.12310344827586205,0.0004356841004987521,True
bnn-phy-mono,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,1.353482538638132,2.307634557874826,10.567952233302602,12.181831293766736,0.03268199233716471,2.6305065603725444,False
bnn-phy-mono,iteration2_max_fuel_temp,Max. fuel temp.,2.533394418900951,2.93583693600267,19.71515716468159,22.564441089492657,0.027318007662835247,4.878044910199627,True
bnn-phy-mono,iteration2_max_monolith_temp,Max. monolith temp.,2.8508166607719367,3.0503453232999225,22.00107454312529,25.33427009866633,0.0307662835249042,5.55647276336807,True
