model_id,output,output_label,nominal_alpha,empirical_coverage,coverage_error,interval_score,MPIW_alpha,is_primary
bnn-phy-mono,iteration1_max_fuel_temp,iteration1_max_fuel_temp,0.9,0.9540229885057471,0.05402298850574705,31.499314080087725,29.100664833809763,False
bnn-phy-mono,iteration1_max_fuel_temp,iteration1_max_fuel_temp,0.95,0.9793103448275862,0.02931034482758621,36.50751914649161,34.67558089417834,False
bnn-phy-mono,iteration1_max_fuel_temp,iteration1_max_fuel_temp,0.99,0.9977011494252873,0.007701149425287324,46.00166581135921,45.571438092402154,False
bnn-phy-mono,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.5,0.6183908045977011,0.11839080459770113,20.790563855037224,13.600041256184637,False
bnn-phy-mono,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.68,0.7885057471264367,0.10850574712643668,25.741543245942264,20.05170313597637,False
bnn-phy-mono,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.8,0.871264367816092,0.07126436781609191,30.405432830312996,25.840502629235992,False
bnn-phy-mono,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.9,0.9448275862068966,0.04482758620689653,36.66554143363714,33.16592606547649,False
bnn-phy-mono,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.95,0.9747126436781609,0.02471264367816095,42.29709146542664,39.51963842687259,False
bnn-phy-mono,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.99,0.9977011494252873,0.007701149425287324,53.47046176118991,51.937608817584504,False
bnn-phy-mono,iteration1_max_global_stress,iteration1_max_global_stress,0.5,0.7241379310344828,0.22413793103448276,31.5777279284011,24.097137465595274,False
bnn-phy-mono,iteration1_max_global_stress,iteration1_max_global_stress,0.68,0.8551724137931035,0.17517241379310344,40.1983917238918,35.52846919984156,False
bnn-phy-mono,iteration1_max_global_stress,iteration1_max_global_stress,0.8,0.9379310344827586,0.13793103448275856,48.38091145602995,45.78531287569515,False
bnn-phy-mono,iteration1_max_global_stress,iteration1_max_global_stress,0.9,0.9862068965517241,0.08620689655172409,60.08323089540612,58.76481287952838,False
bnn-phy-mono,iteration1_max_global_stress,iteration1_max_global_stress,0.95,0.9954022988505747,0.045402298850574785,70.49233979069898,70.02259344837691,False
bnn-phy-mono,iteration1_max_global_stress,iteration1_max_global_stress,0.99,1.0,0.010000000000000009,92.0252869631924,92.0252869631924,False
bnn-phy-mono,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.5,0.5908045977011495,0.09080459770114946,3.4075376218143645,2.229180393752306,False
bnn-phy-mono,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.68,0.7839080459770115,0.10390804597701142,4.174783713566621,3.2866711688637915,False
bnn-phy-mono,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.8,0.8804597701149425,0.08045977011494243,4.944545705025725,4.235512285641241,False
bnn-phy-mono,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.9,0.9471264367816092,0.047126436781609216,5.967658607696816,5.436221165298133,False
bnn-phy-mono,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.95,0.9793103448275862,0.02931034482758621,6.941184852234652,6.477657051908031,False
bnn-phy-mono,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.99,0.9954022988505747,0.005402298850574749,8.891437096302617,8.513084415967189,False
bnn-phy-mono,iteration1_Hcore_after,iteration1_Hcore_after,0.5,1.0,0.5,0.1921069008358305,0.19210690083583096,False
bnn-phy-mono,iteration1_Hcore_after,iteration1_Hcore_after,0.68,1.0,0.31999999999999995,0.28323962209899894,0.2832396220989991,False
bnn-phy-mono,iteration1_Hcore_after,iteration1_Hcore_after,0.8,1.0,0.19999999999999996,0.36500910421026994,0.36500910421026983,False
bnn-phy-mono,iteration1_Hcore_after,iteration1_Hcore_after,0.9,1.0,0.09999999999999998,0.4684841133766124,0.4684841133766112,False
bnn-phy-mono,iteration1_Hcore_after,iteration1_Hcore_after,0.95,1.0,0.050000000000000044,0.5582332521886014,0.5582332521886018,False
bnn-phy-mono,iteration1_Hcore_after,iteration1_Hcore_after,0.99,1.0,0.010000000000000009,0.73364285290183,0.73364285290183,False
bnn-phy-mono,iteration1_wall2,iteration1_wall2,0.5,0.9517241379310345,0.4517241379310345,0.0093606839464717,0.009261309242009259,False
bnn-phy-mono,iteration1_wall2,iteration1_wall2,0.68,1.0,0.31999999999999995,0.013654739722704349,0.013654739722704475,False
bnn-phy-mono,iteration1_wall2,iteration1_wall2,0.8,1.0,0.19999999999999996,0.01759677645900355,0.017596776459003618,False
bnn-phy-mono,iteration1_wall2,iteration1_wall2,0.9,1.0,0.09999999999999998,0.022585218074269442,0.022585218074269577,False
bnn-phy-mono,iteration1_wall2,iteration1_wall2,0.95,1.0,0.050000000000000044,0.026911947229367322,0.02691194722936732,False
bnn-phy-mono,iteration1_wall2,iteration1_wall2,0.99,1.0,0.010000000000000009,0.03536829392568322,0.03536829392568327,False
bnn-phy-mono,iteration2_keff,$k_{\mathrm{eff}}$,0.5,0.728735632183908,0.22873563218390802,0.0007336011271454364,0.0005877289202196157,True
bnn-phy-mono,iteration2_keff,$k_{\mathrm{eff}}$,0.68,0.8873563218390804,0.20735632183908037,0.0009446877121203712,0.0008665389766602691,True
bnn-phy-mono,iteration2_keff,$k_{\mathrm{eff}}$,0.8,0.9586206896551724,0.1586206896551724,0.0011569167459921173,0.0011167032821541335,True
bnn-phy-mono,iteration2_keff,$k_{\mathrm{eff}}$,0.9,0.9862068965517241,0.08620689655172409,0.0014474406883797448,0.001433273145820924,True
bnn-phy-mono,iteration2_keff,$k_{\mathrm{eff}}$,0.95,0.9977011494252873,0.04770114942528736,0.0017080835545978524,0.001707850291228567,True
bnn-phy-mono,iteration2_keff,$k_{\mathrm{eff}}$,0.99,1.0,0.010000000000000009,0.0022444957463100637,0.0022444957463100598,True
bnn-phy-mono,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.5,0.5770114942528736,0.07701149425287357,6.107095910453669,3.5484994255896627,False
bnn-phy-mono,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.68,0.735632183908046,0.05563218390804592,7.4296305451227544,5.2318559715949,False
bnn-phy-mono,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.8,0.8390804597701149,0.03908045977011487,8.75939702120945,6.742259601241551,False
bnn-phy-mono,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.9,0.9195402298850575,0.019540229885057436,10.567952233302602,8.653596513096842,False
bnn-phy-mono,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.95,0.9540229885057471,0.004022988505747116,12.181831293766736,10.311396238853048,False
bnn-phy-mono,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.99,0.9908045977011494,0.0008045977011493788,15.501886088388028,13.551471762770449,False
bnn-phy-mono,iteration2_max_fuel_temp,Max. fuel temp.,0.5,0.5586206896551724,0.05862068965517242,11.438474470227849,6.580382585851627,True
bnn-phy-mono,iteration2_max_fuel_temp,Max. fuel temp.,0.68,0.7310344827586207,0.05103448275862066,13.92929566510208,9.702020431198466,True
bnn-phy-mono,iteration2_max_fuel_temp,Max. fuel temp.,0.8,0.8367816091954023,0.0367816091954023,16.401477721641733,12.502932182926402,True
bnn-phy-mono,iteration2_max_fuel_temp,Max. fuel temp.,0.9,0.9149425287356322,0.014942528735632177,19.71515716468159,16.047339725948042,True
bnn-phy-mono,iteration2_max_fuel_temp,Max. fuel temp.,0.95,0.9517241379310345,0.0017241379310345417,22.564441089492657,19.121584677920378,True
bnn-phy-mono,iteration2_max_fuel_temp,Max. fuel temp.,0.99,0.9908045977011494,0.0008045977011493788,27.93610396269212,25.13002204743952,True
bnn-phy-mono,iteration2_max_monolith_temp,Max. monolith temp.,0.5,0.5655172413793104,0.06551724137931036,12.854317743938799,7.495567852270923,True
bnn-phy-mono,iteration2_max_monolith_temp,Max. monolith temp.,0.68,0.7379310344827587,0.0579310344827586,15.592082175809457,11.051356284743322,True
bnn-phy-mono,iteration2_max_monolith_temp,Max. monolith temp.,0.8,0.8413793103448276,0.04137931034482756,18.32496482935435,14.241812737600565,True
bnn-phy-mono,iteration2_max_monolith_temp,Max. monolith temp.,0.9,0.9172413793103448,0.01724137931034475,22.00107454312529,18.279168755766076,True
bnn-phy-mono,iteration2_max_monolith_temp,Max. monolith temp.,0.95,0.9517241379310345,0.0017241379310345417,25.33427009866633,21.780972994558333,True
bnn-phy-mono,iteration2_max_monolith_temp,Max. monolith temp.,0.99,0.9908045977011494,0.0008045977011493788,31.475474869784307,28.62505073650962,True
bnn-phy-mono,iteration2_max_global_stress,Max. global stress,0.5,0.7195402298850575,0.2195402298850575,22.820639172668397,17.03334356927661,True
bnn-phy-mono,iteration2_max_global_stress,Max. global stress,0.68,0.8367816091954023,0.1567816091954023,29.112599127546048,25.11371415942636,True
bnn-phy-mono,iteration2_max_global_stress,Max. global stress,0.8,0.9264367816091954,0.12643678160919536,34.87793221850843,32.363884123249505,True
bnn-phy-mono,iteration2_max_global_stress,Max. global stress,0.9,0.9816091954022989,0.08160919540229883,42.630501421432555,41.53859556930288,True
bnn-phy-mono,iteration2_max_global_stress,Max. global stress,0.95,0.993103448275862,0.0431034482758621,50.053111661504964,49.496289487533026,True
bnn-phy-mono,iteration2_max_global_stress,Max. global stress,0.99,1.0,0.010000000000000009,65.04915084388453,65.04915084388453,True
bnn-phy-mono,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.5,0.5770114942528736,0.07701149425287357,1.6799484533703068,0.9952449445838588,False
bnn-phy-mono,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.68,0.7448275862068966,0.06482758620689655,2.048112402246509,1.4673746792717715,False
bnn-phy-mono,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.8,0.8413793103448276,0.04137931034482756,2.419111606539105,1.8909964405849067,False
bnn-phy-mono,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.9,0.9241379310344827,0.024137931034482696,2.933369435560936,2.4270676557026603,False
bnn-phy-mono,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.95,0.9563218390804598,0.006321839080459801,3.4063731288252357,2.892029488384147,False
bnn-phy-mono,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.99,0.9885057471264368,-0.0014942528735631955,4.518176938352436,3.800771015012079,False
bnn-phy-mono,iteration2_Hcore_after,iteration2_Hcore_after,0.5,0.9977011494252873,0.4977011494252873,0.3925315172463327,0.27858503381263117,False
bnn-phy-mono,iteration2_Hcore_after,iteration2_Hcore_after,0.68,0.9977011494252873,0.31770114942528727,0.587607232176636,0.41074172430150035,False
bnn-phy-mono,iteration2_Hcore_after,iteration2_Hcore_after,0.8,0.9977011494252873,0.19770114942528727,0.8106169711596002,0.5293202544828635,False
bnn-phy-mono,iteration2_Hcore_after,iteration2_Hcore_after,0.9,0.9977011494252873,0.09770114942528729,1.2376962305081163,0.679375191613945,False
bnn-phy-mono,iteration2_Hcore_after,iteration2_Hcore_after,0.95,0.9977011494252873,0.04770114942528736,1.9187562190051806,0.8095254712853638,False
bnn-phy-mono,iteration2_Hcore_after,iteration2_Hcore_after,0.99,0.9977011494252873,0.007701149425287324,6.537625427593783,1.063896810019909,False
bnn-phy-mono,iteration2_wall2,Wall expansion,0.5,0.9839080459770115,0.48390804597701154,0.008784538413360927,0.008747212346808947,True
bnn-phy-mono,iteration2_wall2,Wall expansion,0.68,1.0,0.31999999999999995,0.01289676273340717,0.012896762733407032,True
bnn-phy-mono,iteration2_wall2,Wall expansion,0.8,1.0,0.19999999999999996,0.01661997632127867,0.0166199763212787,True
bnn-phy-mono,iteration2_wall2,Wall expansion,0.9,1.0,0.09999999999999998,0.02133150867034036,0.021331508670340317,True
bnn-phy-mono,iteration2_wall2,Wall expansion,0.95,1.0,0.050000000000000044,0.025418060333586415,0.025418060333586394,True
bnn-phy-mono,iteration2_wall2,Wall expansion,0.99,1.0,0.010000000000000009,0.033404993746347124,0.03340499374634696,True
bnn-data-mono-ineq,iteration1_avg_fuel_temp,iteration1_avg_fuel_temp,0.5,0.7402298850574712,0.24022988505747123,11.364835136230472,8.887971469941293,False
bnn-data-mono-ineq,iteration1_avg_fuel_temp,iteration1_avg_fuel_temp,0.68,0.8666666666666667,0.18666666666666665,14.567390967938145,13.104295938458645,False
bnn-data-mono-ineq,iteration1_avg_fuel_temp,iteration1_avg_fuel_temp,0.8,0.9632183908045977,0.16321839080459766,17.58441819423296,16.887423046099208,False
bnn-data-mono-ineq,iteration1_avg_fuel_temp,iteration1_avg_fuel_temp,0.9,0.9862068965517241,0.08620689655172409,22.085381096217432,21.67477282541968,False
bnn-data-mono-ineq,iteration1_avg_fuel_temp,iteration1_avg_fuel_temp,0.95,0.993103448275862,0.0431034482758621,25.91885092454788,25.827084802460288,False
bnn-data-mono-ineq,iteration1_avg_fuel_temp,iteration1_avg_fuel_temp,0.99,1.0,0.010000000000000009,33.94254301822358,33.942543018223574,False
bnn-data-mono-ineq,iteration1_max_fuel_temp,iteration1_max_fuel_temp,0.5,0.7034482758620689,0.20344827586206893,19.63368137842377,15.039264172847188,False
bnn-data-mono-ineq,iteration1_max_fuel_temp,iteration1_max_fuel_temp,0.68,0.8666666666666667,0.18666666666666665,24.85703669798184,22.173672483553748,False
bnn-data-mono-ineq,iteration1_max_fuel_temp,iteration1_max_fuel_temp,0.8,0.9471264367816092,0.1471264367816092,30.030520231171618,28.575071066310624,False
bnn-data-mono-ineq,iteration1_max_fuel_temp,iteration1_max_fuel_temp,0.9,0.9862068965517241,0.08620689655172409,37.38980916245174,36.67570665706572,False
bnn-data-mono-ineq,iteration1_max_fuel_temp,iteration1_max_fuel_temp,0.95,0.9977011494252873,0.04770114942528736,43.897985420869766,43.701799952030306,False
bnn-data-mono-ineq,iteration1_max_fuel_temp,iteration1_max_fuel_temp,0.99,1.0,0.010000000000000009,57.43390073603219,57.433900736032186,False
bnn-data-mono-ineq,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.5,0.728735632183908,0.22873563218390802,22.80547565150482,17.682906361621505,False
bnn-data-mono-ineq,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.68,0.8597701149425288,0.1797701149425287,29.033779546499773,26.07142009832214,False
bnn-data-mono-ineq,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.8,0.9517241379310345,0.15172413793103445,35.13119004928564,33.59807369130019,False
bnn-data-mono-ineq,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.9,0.9862068965517241,0.08620689655172409,43.92763057283001,43.1226607305757,False
bnn-data-mono-ineq,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.95,0.9977011494252873,0.04770114942528736,51.52184671406236,51.38381954758679,False
bnn-data-mono-ineq,iteration1_max_monolith_temp,iteration1_max_monolith_temp,0.99,1.0,0.010000000000000009,67.52978583430598,67.52978583430598,False
bnn-data-mono-ineq,iteration1_max_global_stress,iteration1_max_global_stress,0.5,0.8574712643678161,0.35747126436781607,38.73942614410281,35.31197924851062,False
bnn-data-mono-ineq,iteration1_max_global_stress,iteration1_max_global_stress,0.68,0.9655172413793104,0.28551724137931034,53.4107717908201,52.06346890402991,False
bnn-data-mono-ineq,iteration1_max_global_stress,iteration1_max_global_stress,0.8,0.9862068965517241,0.18620689655172407,67.68967427261191,67.09386210131635,False
bnn-data-mono-ineq,iteration1_max_global_stress,iteration1_max_global_stress,0.9,0.9977011494252873,0.09770114942528729,86.18146490474032,86.11403972389857,False
bnn-data-mono-ineq,iteration1_max_global_stress,iteration1_max_global_stress,0.95,1.0,0.050000000000000044,102.61120725672464,102.61120725672464,False
bnn-data-mono-ineq,iteration1_max_global_stress,iteration1_max_global_stress,0.99,1.0,0.010000000000000009,134.85398538403572,134.85398538403572,False
bnn-data-mono-ineq,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.5,0.7632183908045977,0.26321839080459775,3.8052404991494684,3.002309822016159,False
bnn-data-mono-ineq,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.68,0.8804597701149425,0.20045977011494243,4.907756736554038,4.426561959576219,False
bnn-data-mono-ineq,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.8,0.9517241379310345,0.15172413793103445,5.967415349186726,5.704482316501022,False
bnn-data-mono-ineq,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.9,0.9862068965517241,0.08620689655172409,7.496488867320525,7.321623788263159,False
bnn-data-mono-ineq,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.95,0.993103448275862,0.0431034482758621,8.784379072593923,8.724252844275048,False
bnn-data-mono-ineq,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,0.99,1.0,0.010000000000000009,11.46561176894639,11.46561176894639,False
bnn-data-mono-ineq,iteration1_Hcore_after,iteration1_Hcore_after,0.5,1.0,0.5,0.5097673637324376,0.5097673637324378,False
bnn-data-mono-ineq,iteration1_Hcore_after,iteration1_Hcore_after,0.68,1.0,0.31999999999999995,0.7515935910358936,0.7515935910358945,False
bnn-data-mono-ineq,iteration1_Hcore_after,iteration1_Hcore_after,0.8,1.0,0.19999999999999996,0.9685738928796616,0.9685738928796616,False
bnn-data-mono-ineq,iteration1_Hcore_after,iteration1_Hcore_after,0.9,1.0,0.09999999999999998,1.2431511329757516,1.2431511329757514,False
bnn-data-mono-ineq,iteration1_Hcore_after,iteration1_Hcore_after,0.95,1.0,0.050000000000000044,1.4813059399628405,1.4813059399628399,False
bnn-data-mono-ineq,iteration1_Hcore_after,iteration1_Hcore_after,0.99,1.0,0.010000000000000009,1.9467660006889023,1.9467660006889043,False
bnn-data-mono-ineq,iteration1_wall2,iteration1_wall2,0.5,0.9793103448275862,0.47931034482758617,0.018650339571228622,0.018361892550793357,False
bnn-data-mono-ineq,iteration1_wall2,iteration1_wall2,0.68,0.993103448275862,0.313103448275862,0.027090962373570383,0.02707250746579689,False
bnn-data-mono-ineq,iteration1_wall2,iteration1_wall2,0.8,1.0,0.19999999999999996,0.034888168631161585,0.0348881686311616,False
bnn-data-mono-ineq,iteration1_wall2,iteration1_wall2,0.9,1.0,0.09999999999999998,0.04477847965975081,0.04477847965975083,False
bnn-data-mono-ineq,iteration1_wall2,iteration1_wall2,0.95,1.0,0.050000000000000044,0.053356849495617815,0.053356849495617954,False
bnn-data-mono-ineq,iteration1_wall2,iteration1_wall2,0.99,1.0,0.010000000000000009,0.07012278672463151,0.07012278672463147,False
bnn-data-mono-ineq,iteration2_keff,$k_{\mathrm{eff}}$,0.5,0.9402298850574713,0.4402298850574713,0.0012143211362917272,0.0011895767984792208,True
bnn-data-mono-ineq,iteration2_keff,$k_{\mathrm{eff}}$,0.68,0.993103448275862,0.313103448275862,0.0017616188974443605,0.001753894739819508,True
bnn-data-mono-ineq,iteration2_keff,$k_{\mathrm{eff}}$,0.8,0.9977011494252873,0.19770114942528727,0.0022610183716906163,0.0022602330250139292,True
bnn-data-mono-ineq,iteration2_keff,$k_{\mathrm{eff}}$,0.9,1.0,0.09999999999999998,0.002900977681198334,0.0029009776811983246,True
bnn-data-mono-ineq,iteration2_keff,$k_{\mathrm{eff}}$,0.95,1.0,0.050000000000000044,0.003456728113638396,0.003456728113638397,True
bnn-data-mono-ineq,iteration2_keff,$k_{\mathrm{eff}}$,0.99,1.0,0.010000000000000009,0.004542910808435389,0.0045429108084353844,True
bnn-data-mono-ineq,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.5,0.6114942528735632,0.11149425287356318,6.30347352385756,4.138172091034669,False
bnn-data-mono-ineq,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.68,0.7793103448275862,0.09931034482758616,7.752461932795717,6.101260777960925,False
bnn-data-mono-ineq,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.8,0.8896551724137931,0.08965517241379306,9.207668379764248,7.862656059957514,False
bnn-data-mono-ineq,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.9,0.9448275862068966,0.04482758620689653,11.133525406485138,10.091609799717418,False
bnn-data-mono-ineq,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.95,0.9747126436781609,0.02471264367816095,12.750079116474751,12.024894756219636,False
bnn-data-mono-ineq,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,0.99,0.9977011494252873,0.007701149425287324,16.307627703025247,15.803390536500475,False
bnn-data-mono-ineq,iteration2_max_fuel_temp,Max. fuel temp.,0.5,0.6091954022988506,0.10919540229885061,11.662455621038426,7.702092967116782,True
bnn-data-mono-ineq,iteration2_max_fuel_temp,Max. fuel temp.,0.68,0.7977011494252874,0.11770114942528731,14.446003184371587,11.355853911993487,True
bnn-data-mono-ineq,iteration2_max_fuel_temp,Max. fuel temp.,0.8,0.8919540229885058,0.09195402298850575,17.256031895450576,14.634216898194621,True
bnn-data-mono-ineq,iteration2_max_fuel_temp,Max. fuel temp.,0.9,0.9425287356321839,0.042528735632183845,20.89942613370358,18.782814043351284,True
bnn-data-mono-ineq,iteration2_max_fuel_temp,Max. fuel temp.,0.95,0.9770114942528736,0.027011494252873636,23.912478520053025,22.381103369976504,True
bnn-data-mono-ineq,iteration2_max_fuel_temp,Max. fuel temp.,0.99,0.9977011494252873,0.007701149425287324,30.015053703929,29.413755742900175,True
bnn-data-mono-ineq,iteration2_max_monolith_temp,Max. monolith temp.,0.5,0.5862068965517241,0.08620689655172409,13.226503059126197,8.48904926087277,True
bnn-data-mono-ineq,iteration2_max_monolith_temp,Max. monolith temp.,0.68,0.767816091954023,0.08781609195402296,16.174456935274232,12.516130832198227,True
bnn-data-mono-ineq,iteration2_max_monolith_temp,Max. monolith temp.,0.8,0.8896551724137931,0.08965517241379306,19.20346206261462,16.129458404807544,True
bnn-data-mono-ineq,iteration2_max_monolith_temp,Max. monolith temp.,0.9,0.9379310344827586,0.037931034482758585,23.435984190050455,20.70193574039786,True
bnn-data-mono-ineq,iteration2_max_monolith_temp,Max. monolith temp.,0.95,0.967816091954023,0.017816091954023006,26.630395405956687,24.667877917284994,True
bnn-data-mono-ineq,iteration2_max_monolith_temp,Max. monolith temp.,0.99,0.9977011494252873,0.007701149425287324,33.36802159688893,32.41908693063078,True
bnn-data-mono-ineq,iteration2_max_global_stress,Max. global stress,0.5,0.8620689655172413,0.3620689655172413,28.74558899343817,26.360126500944205,True
bnn-data-mono-ineq,iteration2_max_global_stress,Max. global stress,0.68,0.9586206896551724,0.2786206896551724,39.75170850007998,38.86498733842817,True
bnn-data-mono-ineq,iteration2_max_global_stress,Max. global stress,0.8,0.993103448275862,0.193103448275862,50.428148267402655,50.08506263500371,True
bnn-data-mono-ineq,iteration2_max_global_stress,Max. global stress,0.9,0.9977011494252873,0.09770114942528729,64.31227710921135,64.28348194968548,True
bnn-data-mono-ineq,iteration2_max_global_stress,Max. global stress,0.95,1.0,0.050000000000000044,76.59849323840861,76.59849323840861,True
bnn-data-mono-ineq,iteration2_max_global_stress,Max. global stress,0.99,1.0,0.010000000000000009,100.66748422292405,100.66748422292405,True
bnn-data-mono-ineq,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.5,0.6344827586206897,0.1344827586206897,1.7229528821222597,1.1472301653989783,False
bnn-data-mono-ineq,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.68,0.8,0.12,2.140746107281291,1.6914594795627047,False
bnn-data-mono-ineq,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.8,0.8919540229885058,0.09195402298850575,2.570529922164016,2.179773101191883,False
bnn-data-mono-ineq,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.9,0.9402298850574713,0.04022988505747127,3.1517330651972335,2.7977084869800715,False
bnn-data-mono-ineq,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.95,0.9747126436781609,0.02471264367816095,3.669856230208032,3.333675278988678,False
bnn-data-mono-ineq,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,0.99,0.9954022988505747,0.005402298850574749,4.677252496071122,4.381191970805884,False
bnn-data-mono-ineq,iteration2_Hcore_after,iteration2_Hcore_after,0.5,0.9977011494252873,0.4977011494252873,0.9817729825772091,0.8702878739155442,False
bnn-data-mono-ineq,iteration2_Hcore_after,iteration2_Hcore_after,0.68,0.9977011494252873,0.31770114942528727,1.454201654125955,1.2831397906722355,False
bnn-data-mono-ineq,iteration2_Hcore_after,iteration2_Hcore_after,0.8,0.9977011494252873,0.19770114942528727,1.9227744310636705,1.6535741083785362,False
bnn-data-mono-ineq,iteration2_Hcore_after,iteration2_Hcore_after,0.9,0.9977011494252873,0.09770114942528729,2.6493544010812196,2.122339391348373,False
bnn-data-mono-ineq,iteration2_Hcore_after,iteration2_Hcore_after,0.95,0.9977011494252873,0.04770114942528736,3.5632027030980464,2.528923365492992,False
bnn-data-mono-ineq,iteration2_Hcore_after,iteration2_Hcore_after,0.99,0.9977011494252873,0.007701149425287324,8.301957430555102,3.3235686791433654,False
bnn-data-mono-ineq,iteration2_wall2,Wall expansion,0.5,0.967816091954023,0.46781609195402296,0.018276604269387604,0.01786029689848272,True
bnn-data-mono-ineq,iteration2_wall2,Wall expansion,0.68,0.9908045977011494,0.3108045977011493,0.02646881253226171,0.026332962127296137,True
bnn-data-mono-ineq,iteration2_wall2,Wall expansion,0.8,0.9977011494252873,0.19770114942528727,0.03393735989667469,0.03393512124489341,True
bnn-data-mono-ineq,iteration2_wall2,Wall expansion,0.9,1.0,0.09999999999999998,0.043555256582266944,0.04355525658226688,True
bnn-data-mono-ineq,iteration2_wall2,Wall expansion,0.95,1.0,0.050000000000000044,0.05189928929838021,0.05189928929838008,True
bnn-data-mono-ineq,iteration2_wall2,Wall expansion,0.99,1.0,0.010000000000000009,0.06820722791980321,0.06820722791980328,True
