E_slope,E_intercept,nu,alpha_base,alpha_slope,SS316_T_ref,SS316_k_ref,SS316_alpha
-68989692.70298907,182055341072.27124,0.3137065868086621,8.210528268224642e-06,5.031732000911826e-09,1064.0069752899012,20.965882278437675,0.01044415055412398
-71315013.19740398,181368970459.46375,0.3218777412271368,8.278590280646295e-06,5.203088042877133e-09,1120.971444646296,21.178230831030753,0.01029920787877876
-71655832.62037317,181220008142.5678,0.29515958344298326,8.356151831417186e-06,5.333398779013545e-09,1137.7441033614066,21.1884335213343,0.009755047488532877
-69653510.70670195,187629328977.93652,0.2976459837816624,8.439404304440672e-06,5.142497631609748e-09,1152.0858131845089,21.70961828336494,0.009913508782637975
-71063742.72573417,186584860783.22598,0.2784540920156431,8.353428594886582e-06,5.195153873307637e-09,1143.023667803966,20.472066798607127,0.00987377053998497
-69861751.59805699,177965295717.8416,0.25690150863502603,8.591802724660288e-06,5.193306898898432e-09,1103.5091510770014,19.92854966454787,0.009741949862799547
-64673107.53821017,186638103227.40085,0.2610552263002811,8.435737352510185e-06,5.3005007448761235e-09,1102.7770578746445,19.99644923855356,0.009743457204917011
-65818011.02720103,192517936068.75262,0.25424388033641077,8.514884271314421e-06,5.2436187656584386e-09,1072.587389611824,20.413290469796728,0.010275256574749408
-61101209.29713965,199035085117.83392,0.26613328881500514,8.774803295996386e-06,5.042653331259788e-09,1062.6788935897837,20.545416298037164,0.010190266932333417
-65675202.89268029,205500453127.36276,0.2669899456332789,8.984817943381883e-06,4.722990866034697e-09,1024.9229283508591,22.091549407756442,0.010274397742215146
-67306622.39146264,202422985275.83875,0.26510233687115975,9.425099487764176e-06,4.639039337327491e-09,965.2606806498014,23.11574493930305,0.009771370475064366
-65622558.113787815,195982265507.51035,0.2561944702295991,9.667018035801113e-06,4.6747582929925076e-09,989.4602073007196,24.370410340210576,0.009907686822520875
-64391741.091977865,198623643976.46356,0.252387483217999,9.773244618084914e-06,4.3388201755382036e-09,926.28984355648,25.137015167753706,0.010083759109970444
-66521237.76496734,200831934495.07312,0.2544602395523135,9.533863341218657e-06,4.483462448113485e-09,943.7284616352512,24.786468039050032,0.00964012634765681
-65811032.97741184,201826546025.0715,0.28805207585945564,8.968148583055168e-06,4.486989619096745e-09,966.0901160047987,26.220258521970067,0.009937518046744477
-70667909.92505099,206140990028.4119,0.28929897604627564,9.351161214863054e-06,4.674439543941171e-09,947.3162581773696,26.10160394356191,0.009790372987234624
-70779803.63632627,204610624295.53113,0.2821750595939675,9.351224307973599e-06,4.411104850713909e-09,906.2793238426814,25.120910485916646,0.010058991156702902
-68420104.5950795,195083900463.62704,0.2681865077300097,9.326174652516398e-06,4.1765960592524984e-09,883.3728299811435,23.378206768124482,0.011084778722952906
-69859548.9615728,196727652334.0249,0.27154266902537,9.525330294199619e-06,4.204775505177955e-09,885.3299525527283,22.295718218958413,0.010853624924163958
-69284361.22468252,198988314081.87268,0.2937059539028714,9.38317130163594e-06,4.245476782743311e-09,873.4239358464389,21.918672216860966,0.009959528236993573
-66316408.38655458,198013579780.04486,0.2937834543552308,9.366564697801706e-06,4.372575594029563e-09,862.8020513790026,21.16403883522804,0.0098723800089406
-66339219.723859884,191408355760.73047,0.2779527877872475,8.732677854565627e-06,4.656721005916517e-09,846.6490868680771,21.685547080569634,0.009838579444363643
-66749367.444317825,195902748244.07904,0.2794398415121587,9.157077778209013e-06,4.7133462498422915e-09,877.1487092071534,22.11966946812691,0.010430757478397128
-68792853.76400435,195503024712.02902,0.2827548881745806,9.045478007715155e-06,4.835717200448849e-09,923.6071586477601,22.903571807523193,0.010495191354567675
-69019967.02866806,200335120974.71222,0.2779932216163394,8.913641272669709e-06,4.885522035869872e-09,950.7465074235475,23.05169016615793,0.01160465014729668
-68988111.8202755,204982244618.47394,0.2782203608770057,8.88346253719481e-06,4.751296199859419e-09,964.9165044906057,24.72504236902762,0.011268991744498996
-64463896.508112036,200794378738.54608,0.2780786277783297,9.180763233869272e-06,4.922792521238195e-09,1027.9989457135923,24.411121484238958,0.011134000566659204
-62691310.32924946,204529474311.8681,0.2848337883729936,9.108272010338673e-06,4.921525287225416e-09,1017.6676223320173,24.296010931972095,0.01131664994444164
-64630622.43409799,194100401208.5248,0.2802370978439247,8.867158491569458e-06,4.826489759169194e-09,1033.853373142169,25.589209013263318,0.011895607456330124
-63142027.622209,195682436805.4741,0.2942759255913608,8.882560884188807e-06,4.756574049621988e-09,1052.9290447061044,24.761894776094223,0.012127408934321116
-65901504.68747028,185872048066.4689,0.2950396850752774,8.80905329105067e-06,4.750568189684793e-09,1007.0201573767258,22.179014027642584,0.012466859212519972
-66144094.36472006,186644051648.59323,0.2931698848336058,9.187297580630126e-06,4.449279696728752e-09,995.7585378165858,21.268924399625927,0.0123140032402668
-67642985.13442206,186363237015.1188,0.3094930132140339,8.802367343298681e-06,4.647625202564498e-09,1002.3789018987242,23.107214891917273,0.013068288781360859
-67270252.91776967,189861746050.15442,0.31075580338131464,8.965220183631125e-06,4.622731264110908e-09,991.7464806905253,23.4617791029945,0.013734650387305692
-66347663.49369683,186065434447.07278,0.31607651822353855,8.868592033643098e-06,4.666252019236796e-09,1006.6750179361517,24.468650007549662,0.013848381689287292
-66297086.10866368,193290806576.0326,0.31803175536466727,8.69261469746115e-06,4.871357196999747e-09,1013.8095981204185,24.380925883131933,0.013103596764145358
-69271099.05123848,199245975047.53665,0.3117114875303875,8.632599757922825e-06,4.970357333283242e-09,989.6313458811795,24.919455066105858,0.013216969716878853
-69793500.03198786,215524270382.92502,0.30876631279657063,8.704326714731422e-06,4.4717053860410234e-09,944.0466912250155,25.282863703581285,0.01284198614513057
-69879488.97069003,213526337737.52246,0.3155828150945113,8.715126269753055e-06,4.4172178160806325e-09,933.6554979543911,25.66184189444533,0.012629691027759422
-68129907.03651911,222414454134.95068,0.32074891995129257,8.578606234103783e-06,4.620186301724331e-09,925.6985302210824,26.00257173116223,0.013085640961137474
-68413838.30717506,212213127442.1123,0.3257506897035972,8.281712618173749e-06,5.01146296371063e-09,956.4657091558719,25.60804357801713,0.013673511806163746
-71324060.7964319,218186600635.69006,0.316606133917256,8.442994456426423e-06,4.974119527541061e-09,925.1478574422517,26.335027986889003,0.013802459658691537
-70027490.15196769,218109266824.19354,0.3178643069038602,8.600285983504494e-06,4.7868720186950625e-09,901.7809445949357,26.10341520588046,0.013598757613509583
-68373892.60345392,223628327932.32074,0.32231859591935497,8.712394427562328e-06,4.67041789083431e-09,867.489173697367,26.062251605799254,0.013263790561244982
-67271300.05860078,214068545098.8037,0.333713373263692,8.519397188045328e-06,4.6373190279188614e-09,849.878173526714,26.662062810579823,0.01352604313810162
-68487526.57331364,223709367171.44095,0.3261484518889027,8.663474144987634e-06,4.7987189834805615e-09,856.3604808040456,26.902498769074786,0.014037473779713195
-66509130.133322634,218759382089.06363,0.31204549745748333,8.587036645423498e-06,4.8283589461084235e-09,838.3316918884366,26.939256286244575,0.013744488887558857
-65085296.62547989,221313770268.16168,0.3107301759382767,8.814782645745942e-06,4.691351959528389e-09,849.3545163913647,26.845310572442703,0.014200014308719462
-67729409.79905957,213256650158.57367,0.3047123564555542,9.48213415918761e-06,4.3085634620283994e-09,853.4151781628608,26.322742832014878,0.014423619862213626
-70565336.82260855,209819415174.63287,0.2892464175359338,9.289055303050226e-06,4.6505012210851295e-09,837.9760836982337,24.799334644953223,0.014575390593516565
-69825885.28936464,209792789650.72467,0.28979560547660105,9.025664781569127e-06,4.488334437658411e-09,841.947854435857,24.235514847153183,0.014008000515711461
-66917218.15347842,202219413899.40393,0.30185072382892164,9.01218338541456e-06,4.6767788720529835e-09,813.8846682850233,24.876920506219506,0.013843685881089049
-68575757.16239576,192398693036.77863,0.29402331062252834,8.714925026996731e-06,4.869057449307346e-09,832.3741730741682,24.79160429335164,0.013919447369416983
-67102659.668371454,192827949774.89246,0.30546804881883655,8.512282695546562e-06,5.033113815424696e-09,869.464357133509,23.821765754263623,0.013083370909299306
-68196022.57497388,186922971233.96378,0.30745302454243845,8.497745398958727e-06,5.0584784376694486e-09,913.3853210360801,24.112239122807892,0.012521400862205016
-66988574.68580686,194735595974.53522,0.29799809410068445,8.279023777170648e-06,5.230742224807484e-09,904.5843156579359,23.98962961846962,0.012657614520802916
-68511486.62796497,201327050916.0675,0.2923782293443885,8.333976549160255e-06,5.235373886106168e-09,914.5766988222928,23.38432173822596,0.012494693094494346
-67000454.72041418,196579294685.0743,0.29305774519495076,8.682457627294807e-06,5.244269250123517e-09,974.6456544045034,24.58519513529417,0.012218428243384498
-66730124.28337047,188091018111.2884,0.2980762237100181,8.416681422240598e-06,5.37625273200031e-09,963.5099609399318,23.85197164015976,0.012207445126898154
-66194009.19529647,187697040878.9687,0.31363322718280384,8.217037978192876e-06,5.307450736292943e-09,985.4173264392687,23.440978749049922,0.011748943682037064
-66056351.08705453,190173118170.12674,0.3125619798958091,8.158802413873364e-06,5.271315499217673e-09,968.5765183283552,23.14302987228532,0.011844848043785676
-66799573.65938409,184609042867.60623,0.30805605235644623,8.002371845775454e-06,5.306576271876353e-09,969.6814143486715,22.926451127846974,0.012198501359513036
-67618719.92983325,179465846933.85062,0.3209824709193695,8.238270460404786e-06,4.985593734338888e-09,982.4528738804039,21.22574937583167,0.012833120215513399
-67138549.2755714,181422659401.87604,0.31391587360328166,8.494293656737912e-06,4.910092224238165e-09,936.4761511458016,21.926220802821096,0.012910755888668942
-68585819.43278466,190377498036.73395,0.30790670090432126,8.429953505268364e-06,5.080949340653999e-09,947.9726464890668,22.394046298832397,0.012595807248402894
-72353377.34207496,193053868475.8933,0.31509182269317254,8.18208582000006e-06,5.134287489896097e-09,973.2061791457714,21.97454314312223,0.012951948351226766
-71187219.9288573,197997680226.32248,0.30290313834694604,8.70492912704122e-06,4.769874219814419e-09,971.1654330428686,22.747752095590645,0.012169339240256538
-69985330.43692368,202005261822.12775,0.2906000856694588,8.567016551230279e-06,5.059399397936634e-09,981.5249602128631,23.418467505033387,0.010973430445376166
-68539695.20332506,205433454660.94305,0.29233936586759657,8.61049950553681e-06,5.057523170610432e-09,970.0350462033578,23.551138657081683,0.011524355750963916
-67626448.62214278,205768852776.81177,0.29554153843562636,8.863696184171274e-06,4.832044853156663e-09,971.0581226831347,23.45024395995551,0.01164255290484993
-68593620.67085502,201010132286.66693,0.2929841226962248,8.971863842725053e-06,4.665538353559537e-09,956.6604316224616,24.9058245958521,0.012355857420477314
-67833154.6659447,198545790080.32816,0.2931363895875504,9.005663018052137e-06,4.707906340344212e-09,932.6788036988594,24.080119427040692,0.011808948795660143
-68292910.83618589,205480937078.45255,0.27650381295048654,9.129838882516571e-06,4.797007339306069e-09,970.3396047541738,23.33168952166182,0.011803001583433188
-68534481.32117262,208892210390.77393,0.2880739132323707,8.677223849271325e-06,5.101170200845292e-09,966.6198880470181,23.07860559500844,0.011757618707408421
-69058054.51779081,191203261872.25864,0.27285292264104827,8.419682526411587e-06,5.388463338501053e-09,986.3133628733225,22.052429114336242,0.012342934242841032
-72444212.3604041,188005193781.87207,0.2841626494093062,8.495614438024647e-06,5.253732416395203e-09,1002.0804930876612,21.319078928654,0.011883862622282592
-69139266.5302892,190201021780.3803,0.29045775240820715,8.372659546692174e-06,5.471221103499422e-09,1013.0433520664408,22.41945459454746,0.011940417619018774
-69718541.20365907,198278824259.67838,0.29130693797984447,8.264612786321525e-06,5.4866868251166106e-09,989.4891840413452,22.614962333554843,0.012233608403145385
-72310933.22627492,196631701737.00027,0.29398162113032,8.445480436998098e-06,5.2620509485438916e-09,963.1096575435471,22.105675174159924,0.012339739562200119
-71768413.94031364,184009973861.28546,0.2956278487767184,8.317246659207735e-06,5.172838153569133e-09,916.395065270717,21.378826670397004,0.0125806759229241
-70799826.22302277,188844343286.09943,0.2952789721508372,8.090010278629156e-06,5.232028389130115e-09,953.1492464409226,21.83087859950926,0.012925434621415346
-69728020.98806365,192108353245.341,0.2934193732545225,8.226551343725593e-06,5.537512990070602e-09,958.483204276766,22.936076807099337,0.013374951294693497
-69423203.7062344,187861369626.1805,0.2866149692704395,7.95434899706416e-06,5.558963649499694e-09,950.187118643985,21.992112342145994,0.013062489214011817
-69110415.14526819,207273995068.4746,0.2852081083852073,8.033274395344915e-06,5.215283360863454e-09,924.057210807666,21.977328645369965,0.014003614155707417
-65521691.77883817,192743430750.48154,0.27229193049746564,8.210859314856957e-06,5.4607774645093595e-09,967.2347754505073,22.905296961287934,0.014009331871276981
-66355820.30306048,202618329012.68866,0.2756430295546724,8.057599539703388e-06,5.6531771843804226e-09,985.7793807139968,24.26041676366637,0.013774706543232124
-66182495.24158515,202178701484.75018,0.2718154029730387,8.307553926548363e-06,5.5800270856427375e-09,975.3787327186052,25.265111493523207,0.014083201612126317
-66170378.91642904,198016549181.8087,0.28945546165746927,8.252939792176988e-06,5.5034893806601444e-09,958.2079330931748,24.069756891399457,0.013719333840166941
-64558468.72268606,204497657446.36978,0.29514260512399076,8.19144357987107e-06,5.443545092131951e-09,951.8847532202275,24.272511379100955,0.014022336975401143
-66415440.43740921,206615318579.93762,0.2888233636453321,8.460383060006636e-06,5.134109885202606e-09,902.7065130241256,23.20046389182173,0.014399504257886131
-65667444.40386292,199880438874.43906,0.2843870251425491,8.597811536225574e-06,5.11309813879786e-09,927.4684226489801,23.911575826204984,0.014354787139968609
-65523108.80888467,199978145159.3377,0.2830143653069856,9.002436050981889e-06,4.8055095542808244e-09,938.9246183782125,23.37861007253881,0.014248617508311702
-64471596.40230873,190159249840.69177,0.2941661086870686,8.864491423947464e-06,4.801033033160012e-09,967.4062821999709,23.412152105447962,0.013307640060959003
-66662523.88306556,189659091295.86554,0.29719483583271544,8.870293238388774e-06,4.8245639097035475e-09,947.0015864310279,22.34396979579796,0.014000893200555383
-64186789.92356846,192972295702.6726,0.29016831554831995,8.325984105410685e-06,5.065584124818092e-09,978.6339954861702,23.12278414590931,0.014785532632693459
-64049766.7529683,184550202150.0163,0.2959263708716263,8.952811576438555e-06,4.748663134013532e-09,949.8496547428243,23.716374336395404,0.014746323160153339
-65562847.98444862,193697806831.27264,0.2958061323648418,8.681270374702545e-06,4.846212625610525e-09,977.446208023462,23.976445203618596,0.015139301913869564
-67348137.39332275,194095735300.44925,0.2830286312614474,9.08355751842474e-06,4.76834049819027e-09,970.4568257485199,22.923870752036013,0.015521355914009381
-64137024.132341005,206353576161.34686,0.2889532491104013,9.085555673065355e-06,4.6821786318019265e-09,957.9924109188296,24.2102400332464,0.015991293011913807
-67095561.21722693,210020252788.29175,0.2942226189506865,8.732873417705809e-06,4.8125212120240126e-09,998.9646943629338,24.15744438167143,0.01634108418160249
-66136108.17242908,203712443972.47922,0.2731394576555406,8.913782960433071e-06,5.006142218538207e-09,1019.2191140727297,25.46114750044507,0.016313671648287825
-67675737.4815025,205260537841.48016,0.2828841486435505,8.791834046793133e-06,4.869920384311598e-09,1027.8231300069424,26.604883210076295,0.016628604192710048
-71462188.79318132,194120722750.21564,0.2888038237584483,8.881633829287868e-06,4.935021334478147e-09,1077.601743945677,26.821574252374432,0.016785668145874108
-74661838.85747534,200588218920.15466,0.29380800739816815,8.56541935163844e-06,5.201214402622105e-09,1091.0683865906417,26.39565666263588,0.016776460141875383
-73892121.7564921,206672254847.6484,0.28934645851743346,8.646103001926177e-06,4.9743433020363034e-09,1159.9049704137833,27.95789308811419,0.01639109642522342
-74603578.07070978,211741490788.59958,0.28137358942068325,8.757784028885913e-06,5.1840582423275746e-09,1140.3602634572103,27.363123203595215,0.01686796400782639
-79036991.94985895,207638093529.54904,0.2801234877200053,8.272022768906982e-06,5.1208577856755845e-09,1116.1588060143808,26.448854575730778,0.01728909199076484
-75032477.95129046,210791375392.54727,0.28242561041043107,8.269352897170672e-06,5.104884022135626e-09,1106.3461379945727,25.729741072869995,0.017083087342385526
-76359477.11683476,212255859698.17728,0.2796302836472333,8.485085148367626e-06,5.12186094509598e-09,1089.4860950117154,25.89968502925662,0.01754878482970748
-76770156.9144369,212330778070.9262,0.29156668448389644,8.23056514525208e-06,5.2300778060937936e-09,1118.6913983604866,25.53562271852569,0.017058121400338234
-77384586.18746716,208474201712.17786,0.3072450561847489,8.19020225263772e-06,5.019254841885992e-09,1121.6446542066476,26.055116871632414,0.01742006696608393
-75253878.75822034,203893800723.11456,0.29641594376804126,8.094888120754958e-06,5.1017032544550505e-09,1089.4968352769533,25.07706040042817,0.016021207682666704
-72807222.87420826,201201474777.1605,0.31813161437753,8.276578377733453e-06,5.069789369072023e-09,1054.5164688787902,25.774986022319723,0.016496968198995487
-71557303.82680252,201273491314.69943,0.31781522726996986,8.666571177782551e-06,5.016602014919069e-09,1073.6370355968525,26.06613211512931,0.015997664995998695
-73110606.53384799,208575819107.77057,0.31911017268630326,8.219251358376162e-06,5.026290972792115e-09,995.1099187984822,24.955156390697688,0.015981400948022965
-73920479.65081286,214751998412.7954,0.3136541669006187,8.702352936917565e-06,4.8801850998922795e-09,974.8758476798109,25.80323329214007,0.015837164539555658
-78351360.59896818,205672877823.34454,0.3143081409509907,8.634573865689568e-06,4.689694420325169e-09,981.1716177349082,24.775449381123913,0.014904058124894233
-78497480.97171293,200818001097.82263,0.2902198299601091,8.643568789460603e-06,5.010623851326096e-09,978.599725433765,25.109638862264305,0.014275783054891134
-78908818.75106907,206760767831.90814,0.2925002948681123,9.024628563589348e-06,4.8696136676126225e-09,1009.706945280803,25.44310441740638,0.014317970873998559
-78766653.13610676,212218199717.9758,0.28473788239651615,8.969789481066108e-06,4.900309804503311e-09,965.6169328479049,24.357300291606954,0.014059793954219631
-75948368.59817648,214658588568.22272,0.27576297740773903,9.104628282664897e-06,4.843010326419769e-09,977.057783478371,24.503201499094978,0.01390525630630235
-77293658.12797499,208865371971.1911,0.2687979349941391,9.255341739840977e-06,4.7938250906038e-09,981.8742934198809,25.60371675778025,0.014058195239112834
-74745946.14717886,204973691648.36386,0.2695522244738072,9.147379274243328e-06,4.991087989590323e-09,974.5441250384786,24.952293295926754,0.01436697497940658
-74806634.43938974,208320503713.5391,0.26737281213660413,8.899913540807301e-06,4.898670845793324e-09,1005.2077982770497,24.505665081071534,0.013834148492865838
-77555348.83149822,203036457465.2145,0.2718106728408677,9.247240471381444e-06,4.784443141512245e-09,1042.2060037993967,24.540294310994,0.013902285259984
-78251319.22290285,204074100864.672,0.276384147803094,9.14156962909743e-06,4.65105323451711e-09,1069.284842887008,24.688159882907865,0.014058258464438695
-71942951.00591864,205750045224.9435,0.2731745705393195,9.206640559972426e-06,4.844822812560014e-09,1062.0485832891668,24.02506729097664,0.013788054459584866
-72575571.35021706,203136441517.64648,0.28060934814041044,8.974191845411975e-06,4.796481906934145e-09,1062.905629260853,24.51882164923222,0.013587028667053814
-73656713.51443203,202455458593.1513,0.26888830710245754,8.747889189255227e-06,4.973612895276866e-09,1049.3601076116586,25.201229819485206,0.013319277546206293
-72892899.48006263,211194730654.30258,0.27005696375136634,8.821446842849363e-06,5.0716589193045446e-09,1082.7564449668866,25.175273909301996,0.012674564162020402
-74055114.34759894,204987213207.55045,0.2533806872352798,9.367836002442293e-06,5.0120123120823884e-09,1071.9187185965304,25.852734368696094,0.013134975400394598
-74934121.85814738,210996862160.99692,0.25648337811312666,9.192225936018097e-06,4.748990458232358e-09,1080.145434147843,24.20245766701504,0.01391604867626145
-72861259.88271472,198417918625.99698,0.2567477674268896,9.470532123689544e-06,4.823969800075868e-09,1065.9215318692484,23.978175501782868,0.013007763979053285
-71618032.71602781,195867653996.17508,0.2674887410605045,9.31381199501171e-06,4.90107855361253e-09,1086.3025912324838,23.236144352898762,0.013277540730492943
-72608891.13937517,205588196223.13358,0.27213858498656324,9.094878648031001e-06,4.681875220689818e-09,1092.7518699037332,23.20750776195502,0.013558391782298862
-75540599.87683909,201275145363.86115,0.26438859897448735,9.303091690885039e-06,4.72016868505447e-09,1037.5404732191346,22.868197115381236,0.013710476120323932
-76681840.25707573,195122047928.15445,0.2808291901981388,9.205209502677087e-06,4.406748641484199e-09,985.3591244720055,22.219907509384406,0.013882632232065808
-77000884.07888553,206127945283.05838,0.26625376442207443,9.370754198225533e-06,4.46039879739277e-09,915.6814733260909,23.281719669593855,0.013786323269783312
-79798819.70699862,191483424972.91626,0.25523625184137866,9.494955104425332e-06,4.437855585327232e-09,897.6328717687488,23.512016510596936,0.01364604754278574
-80229065.0328844,198964191643.1068,0.24243708864923813,9.784397248000196e-06,4.533777934870151e-09,884.0820674652201,22.912625666945345,0.014293454679734061
-78239430.23835823,200474279944.4621,0.26119295329929554,9.56585216216695e-06,4.540838768452385e-09,860.2335882935683,23.21149175813364,0.01375493837701213
-78215668.65613781,207436931578.93253,0.2640956041697777,9.447260474087396e-06,4.70593221239397e-09,867.6643782781666,23.230808226184717,0.013427515001936886
-79802418.07808502,205849658582.80396,0.2842730986429736,9.181081220044652e-06,4.705602484164152e-09,845.8863179628759,23.15706392921783,0.013058192060208121
-74889896.017368,206051789433.3286,0.2914176625088966,9.059653108994042e-06,4.628889094415929e-09,810.5642489105669,21.15732852003083,0.012601440855604476
-78639684.8692545,202153102030.81738,0.2894634900743278,8.987871114196194e-06,4.610241264989955e-09,812.2701382353506,21.445016224724412,0.012819112122560972
-79046890.06837659,201266632515.2642,0.2871485433113902,8.934448818403696e-06,4.653858820513831e-09,816.0837079830351,22.42450188752235,0.013416108355944272
-78066593.483439,197009129019.32196,0.2844331106138504,9.063115779695626e-06,4.758683013579289e-09,794.3207371073421,22.676901455236923,0.014026833890207695
-77766112.02058214,200750017127.32034,0.2912043558068435,9.165451593577013e-06,4.8652790807847066e-09,776.1441485651513,22.865401236268482,0.014301313788621562
-81558585.00795327,203684511771.6191,0.2607108042849171,9.323173348544585e-06,4.800408145237952e-09,832.4263981998896,21.800903678820557,0.014417281360958618
-78429920.3204132,202458983658.00418,0.2629799981426956,8.998628539830811e-06,4.736545780438363e-09,837.7068779966945,22.926654048790116,0.01461906094288329
-77705545.29948844,201697877069.95377,0.24357109216611833,9.178213021305003e-06,5.004568618891882e-09,839.1048752485528,22.4693347885461,0.01394216211766393
-75457182.87767349,206747503688.26904,0.2561650806420441,9.191860453794652e-06,4.929587508437995e-09,810.1491161402967,21.43083484919665,0.014171347698446952
-78545738.373409,211097932610.2868,0.26462565021814927,8.972071554373124e-06,4.969958739540761e-09,860.7844221000696,21.022503666655034,0.014494907878739102
-77992295.97778517,203418627277.28955,0.2635434682753185,8.996100415673613e-06,4.7968965334890175e-09,880.037020237219,21.374414228284007,0.01434769242856896
-73619839.67770626,204505764213.58395,0.28003629659252044,9.036443955512775e-06,4.797154490714765e-09,870.9596735518687,21.98270693310469,0.013809329164566848
-72775852.83710662,207555925211.44843,0.27515777027001426,9.19833567790557e-06,4.712525717612686e-09,870.1899873469504,23.201955758180127,0.014032155355924208
-72256264.44123402,215182983847.4682,0.2914542382053783,8.99227636257031e-06,4.733501353991286e-09,848.8801072499651,24.08954505664659,0.014085038423826775
-70657339.52106385,205666039729.88174,0.29110126383485047,8.808541182039123e-06,4.867067285714147e-09,863.3585981548214,24.279085977507968,0.013497528859935848
-73146235.04495291,197181718737.32947,0.3064251010280551,8.33584650163911e-06,5.037303542420929e-09,824.1999534121506,23.867912014431468,0.01324100181325489
-78133824.84031409,193405651001.79977,0.29575134380269924,8.73029700773115e-06,4.968033991895229e-09,829.0067239215139,22.937080736354353,0.012954793317398187
-75895244.46107255,198964554805.16962,0.29466401647236407,8.784770082541842e-06,4.935231852721023e-09,797.2922221978241,22.73244513838678,0.013269922192183061
-72543118.09838276,197016620830.74927,0.2859037892379073,8.709997907089363e-06,4.7604395635236375e-09,825.7659827351456,23.319239564085567,0.013575531051975597
-69531104.76541327,193664721182.62555,0.27980979232328224,8.951856320941742e-06,4.804648748847578e-09,809.5884303793205,23.19071702482851,0.014214190365058268
-69423556.31325771,201446055775.30872,0.26544078677602834,9.167716611714846e-06,4.744097969228975e-09,815.3692043832655,23.39878074870755,0.013936017249555926
-68988720.8537285,198881222864.8169,0.25962763411420514,9.428242106657092e-06,4.651182171276818e-09,881.7069157505042,23.65832474546665,0.014532459879794166
-71491800.77256855,193818261969.16812,0.26204497624744655,9.283913713414352e-06,4.476924726177255e-09,928.171484998685,23.768629016240286,0.014154628763414395
-68173146.71028684,207990001275.4856,0.2750429127689298,9.39655316774434e-06,4.457637930571143e-09,901.47851166637,24.16850906829892,0.01465554972905575
-66755129.2862538,213388224426.50488,0.27056104161262035,9.390473365156414e-06,4.643040364619737e-09,921.0075484706736,23.6456401681839,0.014147307046942401
-66656465.45867845,202528597613.34714,0.2749558419774066,9.02541772156537e-06,4.662064826508821e-09,890.9812772952938,23.461410236440106,0.013818774537905533
-71045642.9902647,196573955592.33536,0.27365049262514013,8.984980861385565e-06,4.815427558987449e-09,878.4453340608761,23.67553496509044,0.012902073394584927
-71548439.55013028,211846841530.2047,0.2731185011969455,8.648216155623756e-06,5.098000790906788e-09,838.959312330513,23.545912524800816,0.0135441085561898
-73927898.87199257,204401450707.36047,0.27562576871638245,8.604203329356864e-06,5.036231008498327e-09,800.5349866704214,23.118853766345907,0.014095936546480824
-72588713.14673159,199062167181.47253,0.2622018192244204,9.180537212617976e-06,4.875727680245619e-09,808.9315960242147,22.5397400649258,0.0141951277116006
-71191800.82228628,197298623663.41003,0.2592588460458664,8.994655648539325e-06,4.893117932781496e-09,833.7282835075683,22.256560923238833,0.0148718159922587
-69936519.98485474,194152376622.22675,0.26509165227472553,8.830534222835702e-06,4.960510894773032e-09,866.7621907135127,22.379414994372976,0.015349133587549591
-74267593.09314905,193827144875.7153,0.25819606788548244,9.003856812039612e-06,4.9073997774178135e-09,827.0968544079819,21.986766394060155,0.015711459315504186
-73166867.9564987,193525444463.54553,0.27078455851878924,8.977067129882854e-06,4.953504623374048e-09,854.2506812042873,22.33410023856836,0.015856077960391405
-74621334.2439899,190350049205.12503,0.2757341631032473,8.641001323427198e-06,5.026465567844706e-09,916.4991084561475,22.25976870877995,0.0158674202115385
-74755014.28502913,205433855482.2653,0.2863952344302405,8.843803140999442e-06,5.062673648268172e-09,877.9209659221673,23.889406954084443,0.014824324346881905
-74050116.34137054,208703211479.40695,0.2946936323522614,8.715585320505816e-06,4.870992263436249e-09,868.6900781698424,25.229385181377804,0.014835308770377824
-70011368.61202908,201097294258.2366,0.3025393412085105,8.632981892094187e-06,5.007047770811178e-09,876.3864907554204,23.79478591347948,0.01470318208588897
-66593930.01276938,200000799811.62164,0.31083348378364867,8.611149775033067e-06,4.959089801365015e-09,891.4770099561559,23.549718087232154,0.014484728930502651
-70065592.5386039,205307198065.93314,0.32891064386256746,8.225415589725905e-06,5.051946108615136e-09,893.1536132269132,23.220841729304652,0.014133924430144159
-71174145.10034697,194524159211.2742,0.3118967595533796,8.166432266903374e-06,5.357527112337735e-09,887.4802560213114,22.845432249290187,0.015114879150162255
-68948014.33023159,188471134091.1013,0.3113580033254809,8.162011796573964e-06,5.184543140749005e-09,910.7390883161313,22.67296340042379,0.014927013556026623
-73080316.9688808,195184695015.81836,0.2845467516501038,7.91354853238117e-06,5.521019566830432e-09,859.4803633404468,22.445854887350066,0.01440343298682826
-71237680.68488738,204526773850.18683,0.3057553592886003,7.837635174977529e-06,5.45928090637324e-09,846.6201130571136,23.273020883287188,0.014188691154030458
-69240360.24747966,190949819638.00067,0.31484382442345554,7.759858269388034e-06,5.5556387114350565e-09,827.8642344951468,22.931489680919423,0.014215410334265734
-71661911.00452706,196253244392.4162,0.3214846852080299,7.68000806407908e-06,5.72012813552809e-09,838.133251186622,21.924209657996506,0.01471701565713102
-69445977.39418404,196474869668.9718,0.326136215407643,7.619350501004394e-06,5.737416660896486e-09,809.6495518157266,22.699195113932877,0.01415412217531186
