parameter,mean,std,q05,q25,q50,q75,q95,min,max
E_slope,-71095122.22572145,5737994.975111626,-81260471.28668341,-74286164.84098941,-71082263.58351704,-66619785.89567962,-62923959.2120273,-89237570.10157071,-60319134.30706513
E_intercept,187737472635.52094,8423287509.411296,173642386768.88535,181251460924.62204,188529196072.0245,192482964845.73703,201053513472.2544,170908504311.97388,211958755266.3556
nu,0.29106814712067564,0.02534490441208103,0.25304980049075104,0.2765465739652968,0.29316624476384506,0.307918869121866,0.33288194045219766,0.22201053134771434,0.3511933058854024
alpha_base,8.80367336645229e-06,5.350328607853417e-07,7.744220041998788e-06,8.490636957363717e-06,8.831098888266418e-06,9.106010583952843e-06,9.689134317182022e-06,7.327690582403017e-06,1.0115416095535688e-05
alpha_slope,4.82291249267503e-09,4.40142093903633e-10,4.141272849399272e-09,4.537433398574786e-09,4.798291982632084e-09,5.018544709585401e-09,5.652052440830015e-09,3.846423819751194e-09,6.094228163256325e-09
SS316_T_ref,920.897137029975,89.76530577578549,775.5269441492009,860.8269669130505,927.6094868729646,973.6080033751552,1072.4201748354349,691.2554358639068,1118.0220947413454
SS316_k_ref,23.293118542549294,1.4250972197816358,21.230896911445182,22.370874870826214,23.297319477305365,24.25584961795406,25.714364621294454,19.00755209488643,26.978551552374466
SS316_alpha,0.012884870338066613,0.0012492403828565078,0.010965160280332202,0.012047691080342668,0.012842347954401591,0.013718531758104025,0.015023805547874457,0.009741949862799547,0.016785668145874108
