log_posterior
-12.20398990733382
-9.293693325382174
-10.346018337933614
-11.47389174279926
-11.579567974538875
-12.031080478468205
-8.66906232693868
-7.4555114446541015
-7.841433632991533
-7.05612157085538
-6.987638203253418
-8.5565504318125
-7.963023742924813
-13.991179382480727
-6.983620272791578
-7.48303219868623
-7.467527222996992
-7.0612060564566175
-6.869566252299672
-9.19885984893492
-11.494201699860769
-8.011731771777143
-7.196776838390836
-5.91028854834391
-6.032668957749758
-8.808046268274254
-7.024252593296534
-6.773532664708354
-5.496258042813913
-6.156401951239221
-6.572427526411079
-6.645846685456538
-5.680880571325044
-7.751110786334992
-5.710563431003161
-5.903605272688688
-6.299061276876046
-5.5102146688185965
-6.823693007444385
-8.68004102561709
-8.5166999734637
-7.920816796378004
-7.2512357752212075
-7.667603645438987
-9.72004283627114
-9.029697829053278
-7.5795806040432545
-6.913252236454285
-8.164194462982065
-6.994101905935997
-8.339400181164688
-7.6378114567745765
-7.602134513329846
-7.362520516862929
-10.222263895719996
-8.394766694972425
-7.970476205644614
-6.060703512837678
-4.636315242046506
-4.317149402944882
-5.131196715906784
-5.081196373487618
-4.74953098230846
-5.6985897529179645
-4.6618797609547205
-4.351111986954082
-4.596545589110969
-5.034645010654282
-5.4405867380645905
-5.18749952126848
-6.228518795701445
-8.445930724643244
-5.520163376906428
-5.53534548868323
-10.890293710093212
-6.057838405444979
-6.265361160463408
-5.74648310709348
-6.426805592004506
-6.705177210936441
-5.765804689905364
-6.0376394634641155
-5.623723580627788
-6.657282454495062
-6.34512771949173
-6.058711183740501
-4.463943385322704
-5.700129936456408
-7.962710535651464
-6.898857015135205
-6.8525419325904995
-6.068412854280513
-4.326007942204958
-5.075533158121704
-5.149070365843695
-6.530482812951167
-6.059900798995756
-7.163418809477017
-11.118242992227577
-8.299729248737744
-10.14411316505877
-8.817736943339115
-7.748108825238996
-6.279767388073285
-8.24170131827864
-6.290129265115528
-6.436907513006535
-6.558033435892725
-7.314609517578154
-8.640134371637336
-6.99835264208448
-7.525792400121141
-6.9110315047796025
-6.217397748308436
-6.459284252937767
-6.288923173496141
-5.840765420325276
-5.976842236064771
-5.516602280661466
-7.250732045301852
-8.730492919298397
-6.63563533267553
-7.158401611900693
-5.807135307734251
-5.441820439981896
-5.7230035165599435
-6.765554126745506
-6.8315860308456084
-5.349950823800793
-5.520015010095996
-4.966559475537153
-4.2828837814202
-4.758762501365789
-5.441377110691201
-6.440919828216121
-5.83301109888469
-6.425527905406751
-5.194481837179575
-5.722036164806189
-4.932148608410143
-5.906457257727945
-6.0609805031591435
-6.581646104871382
-6.476056088575934
-8.001114824732728
-8.552362266500312
-9.536522639471603
-8.730978548125927
-10.00233858242114
-8.039622508059804
-8.194748360434305
-8.169004122380393
-7.378486034594841
-9.226295752813515
-8.72568007168576
-8.552931619040894
-7.403460841981262
-7.965819810743152
-7.501251552809185
-6.35261972826666
-5.8838884041695
-5.7192309842866536
-8.816442656765092
-7.9049543599711445
-7.597118339273642
-7.20473897065782
-9.015419337377132
-7.749134017375068
-12.13404112135717
-15.690194086847706
-15.538112820585614
-16.262924534050498
-13.479712971146597
-13.449421843981218
-14.64465336301661
-8.809611657590931
-10.485155643642496
-10.813345010266582
-12.09242265830045
-10.73968923238989
-11.902720019547745
-11.099225591328228
-12.094303664510923
-7.572112301859374
-8.449630035191072
-10.184800472569554
-15.217037597309389
-12.373241531335008
-13.837261574677575
-13.30264993845717
-13.184489204233621
-10.296607355503646
-11.861684418271793
-14.462389697857486
-11.105493679669607
-7.449811808549427
-5.1396533409744904
-5.391124928040396
-5.440168658864904
-6.29340133774938
-6.345819244941824
-7.125081514765105
-6.376193590192486
-5.842911596017547
-6.038635517010672
-5.885135707106111
-7.928803650411329
-6.573988381598012
-6.472693228877713
-6.789861135834112
-7.198152219743736
-6.745846050969435
-6.6366101296285684
-6.289382657731037
-5.653903557634132
-4.643115818528981
-4.643115818528981
-5.428620636089022
-6.113901317255921
-7.524630581615909
-8.334044178140388
-7.760619280532035
-7.809128165142363
-7.851508684886248
-8.224139994327116
-8.095265330026928
-8.528666576148455
-9.331590883063198
-10.35280008792908
-8.262494057670557
-7.632968692253932
-8.76942690592991
-8.81424770918939
-8.629831049704187
-8.79874371125575
-7.4034074486852255
-7.097719460753552
-6.4976214689535094
-5.650697548311248
-11.340392376904205
-8.053700743290609
-8.080720423173497
-10.35798809407855
-14.62774527092986
-12.141744323117189
-10.724328311547556
-12.723600769933322
-8.70016288653151
-8.061822599275608
-6.170197801760935
-6.485945120769458
-6.227375899200718
-6.544933671101925
-6.668233268436744
-6.588243668669014
-7.10654686143614
-8.434683918134782
-7.358455044060909
-7.526134408229984
-5.552060019289671
-7.62489980340777
-7.324474495281276
-9.16921543065564
-9.114694354887067
-9.773288026566322
-7.540540337824371
-7.766316793988953
-8.220958774243766
-7.638261828962326
-7.520254359635061
-8.194524333830408
-7.3074141616616455
-6.655524684617458
-7.437517810892171
-7.155635365978259
-5.665435940852799
-6.39929983939035
-5.536290390828871
-5.949934506042359
-9.914045229428195
-8.426542417739999
-6.03680316374613
-5.675312920901828
-6.050257947935711
-5.2709859228884195
-6.206501931453836
-7.42346990743572
-6.92929211228317
-8.869099821428955
-8.953623694620086
-6.583580865593333
-7.237942022833547
-6.676404873751645
-9.018397194197158
-7.009219253798621
-10.762681615379533
-8.772085850830317
-7.794538629830436
-9.499577810039233
-10.589299706019439
-7.8041586934382945
-9.603814874284728
-8.263148875989339
-8.36884676867443
-7.264846701789601
-7.734677553304536
-6.753632946732928
-6.357002895803147
-10.45608040051732
-9.66049134254168
-8.79554198809843
-11.713759202851637
-10.976152430796096
-7.256670220199297
-7.917957073460993
-6.439675145130547
-6.852130594771184
-6.454941128851269
-6.2812957306476065
-5.878253345761944
-6.866058001031929
-7.066226942695463
-5.656314607971778
-7.6621210062497624
-6.043977992872579
-6.009997536838945
-6.442009681843743
-7.0494412185483455
-8.094801734362203
-5.893001870610574
-9.285821390812455
-6.840261128615307
-6.449688238095328
-6.963193088803674
-8.040081806619199
-7.973854191978672
-6.630670270364027
-6.878206944075371
-6.944276384511937
-7.008660870003887
-7.616623459181318
-6.118816714030739
-6.371831461113414
-7.0549167143549205
-6.850649155186307
-5.0510790579553575
-4.923812526922164
-5.726102795698953
-4.95122388268191
-4.627983334062652
-4.815255008467412
-6.169922835465611
-5.002540316772221
-5.819121687677393
-5.837184990849364
-5.9408775980849615
-5.48167766869901
-5.4666810006453925
-6.252676417065965
-11.498952166118128
-5.230679476611737
-7.067648983014324
-6.704359492473456
-7.2851106611362955
-6.446188177414641
-6.544296654318966
-5.461986618000958
-6.935759869100384
-6.836357993349489
-8.13833841819755
-7.366530030787198
-7.287099330559354
-6.037808959154567
-7.70907573153343
-7.449603740151767
-6.784514099774109
-6.546717182407013
-5.585466654327973
-5.750318034734656
-6.046528792697925
-6.306197989979987
-7.792474251998129
-6.641416637273881
-6.912493158534483
-6.818906613566712
-7.556898545577745
-8.423543701084006
-9.850121867591753
-12.732705451833361
-10.020097373997089
-10.378824368387185
-10.987982556451426
-9.847481593374763
-11.38906323755901
-13.791527254297117
-15.195064523044527
-12.947911158695993
-16.330193945526386
-18.18859289612998
-16.47128433675573
-14.302935071951707
-13.803770301388898
-9.826930599911814
-8.072298232904028
-10.196329394748016
-10.072657809202566
-9.852334560146684
-11.365736675758027
-9.627856553900866
-8.122242192158426
-10.101119364064402
-6.987374102060574
-7.843434755908245
-9.910760077608046
-10.108497631321988
-6.925013792396154
-6.344112775549936
-4.826998613752814
-6.8192146167611725
-7.689690273219725
-8.273843619544651
-8.140514582576195
-6.19336387962734
-5.934015578325312
-6.704869543335489
-5.44871436480498
-4.9242447389269675
-6.199618724724809
-5.339552400879533
-5.016797798581164
-7.987837081100716
-8.22728154965139
-9.175539856547136
-7.254520616986882
-8.156231472853891
-7.985559191640318
-9.691392981661359
-9.933976029402977
-11.355949394735996
-10.52155701180613
-10.92221450850274
-9.810172459371682
-7.353745418861042
-6.191664798408885
-6.469380431402172
-7.328466617798101
-4.805989394719665
-5.93908909712091
-5.402677027852459
-4.93636412835804
-6.269861808471081
-6.497568727165454
-6.320690880938104
-5.814729214346794
-7.294701164416567
-7.681965077343833
-5.926618010244297
-4.818016763061694
-5.941279980492645
-4.7233490064286165
-5.9402095173473395
-5.486753785283506
-5.435641524220541
-5.101255485536841
-4.622676259436064
-5.215352157367899
-6.286194643368226
-6.669047596758961
-8.036506903518937
-7.5253982112714155
-6.364774568439493
-5.683365010991334
-6.903960604349175
-7.51307881807365
-5.868410621457487
-7.526334374152048
-9.785220708138915
-7.033055708715905
-7.307049306184213
-7.08202895716979
-5.557320204447501
-6.3577750320709665
-5.712022671518875
-4.898858636881101
-4.433648285587958
-4.515097445981041
-4.8313419882549535
-7.442677795164174
-6.101385256990213
-5.817279895414957
-5.9490340033239
-7.2409758016693875
-8.42860972773111
-8.182055675872162
-10.285110728695342
-12.166789890962658
-11.523711704563839
-13.896416859587836
-14.096822847996338
-16.03536125781718
-13.635854184990254
-13.105203856171416
-13.155749680666615
-14.122026094643767
-12.086047350873326
-9.630480552185405
-10.115469998546944
-8.208115893112646
-8.43122383697517
