level,base_output,input,iter1_rank,iter2_rank,iter1_ST_mean,iter2_ST_mean,iter1_ST_ci_low,iter1_ST_ci_high,iter2_ST_ci_low,iter2_ST_ci_high,iter1_stable,iter2_stable,ST_shift,rank_shift
2,max_global_stress,SS316_alpha,7,8,0.0404977248981595,0.0039970150915905,0.0389030188107622,0.0420924309855567,0.003846901308451,0.0041471288747301,True,True,-0.036500709806569,1
2,max_global_stress,SS316_k_ref,2,5,0.1704637296497821,0.058948372118175,0.16599432323482,0.1749331360647443,0.0564339071572829,0.0614628370790671,True,True,-0.1115153575316071,3
2,max_global_stress,alpha_base,3,2,0.1335399840027094,0.1414996940642595,0.1285115005395706,0.1385684674658481,0.1357654043972502,0.1472339837312687,True,True,0.007959710061550107,-1
2,max_global_stress,alpha_slope,8,6,0.0340894293040037,0.0350766762159764,0.0328185798452086,0.0353602787627988,0.0338612244284869,0.036292128003466,True,True,0.000987246911972696,-2
2,max_global_stress,nu,5,4,0.0598214916884899,0.071353231370449,0.0581972325696449,0.0614457508073349,0.0690341525878873,0.0736723101530107,True,True,0.011531739681959093,-1
2,wall2,E_intercept,6,4,0.0036281895358115,0.0030104346107691,0.0034557606919693,0.0038006183796537,0.0028759701926278,0.0031448990289104,True,True,-0.0006177549250424002,-2
2,wall2,E_slope,8,8,0.0006946227396838,0.000764689859352,0.0006612788617458,0.0007279666176217,0.0007262479066866,0.0008031318120175,True,True,7.006711966819998e-05,0
2,wall2,SS316_T_ref,5,5,0.0052294873865321,0.0023313081183005,0.0049354862968609,0.0055234884762032,0.0021669655273679,0.0024956507092331,True,True,-0.0028981792682316004,0
2,wall2,SS316_alpha,7,7,0.0033007048652507,0.0016073319537099,0.003120626455148,0.0034807832753534,0.0015129460912552,0.0017017178161646,True,True,-0.0016933729115408,0
2,wall2,SS316_k_ref,4,6,0.0053209348814561,0.002312991610961,0.0051035197012578,0.0055383500616545,0.0022039622263573,0.0024220209955646,True,True,-0.0030079432704951,2
2,wall2,alpha_base,1,1,0.7334639221429825,0.7386916518211365,0.7165323610215681,0.7503954832643969,0.7236572442496984,0.7537260593925746,True,True,0.005227729678153992,0
2,wall2,alpha_slope,2,2,0.180792386084795,0.1783452495932579,0.1746826201841124,0.1869021519854776,0.1732313397714515,0.1834591594150642,True,True,-0.0024471364915371052,0
2,wall2,nu,3,3,0.094205517321825,0.0983808621764183,0.0916201722731218,0.0967908623705281,0.0957064841248783,0.1010552402279583,True,True,0.004175344854593296,0
