benchmark_case_id,parameter,prior_mean,prior_std,prior_var,prior_q05,prior_q50,prior_q95,prior_width90,prior_width50,posterior_mean,posterior_std,posterior_var,posterior_q05,posterior_q50,posterior_q95,posterior_width90,posterior_width50,mean_shift_abs,width90_ratio_post_over_prior,width50_ratio_post_over_prior,var_ratio_post_over_prior,contraction_flag_width90,contraction_flag_var
13,alpha_base,9.48437420559344e-06,1.7227281328753597e-06,2.9677922198002226e-12,6.813927941336267e-06,9.491889505762717e-06,1.2140301125556774e-05,5.326373184220507e-06,2.9768348560442306e-06,1.1572634500040359e-05,3.948776728844665e-07,1.5592837654265172e-13,1.0914016165549348e-05,1.1555486377819913e-05,1.2229121193695614e-05,1.3151050281462652e-06,5.51663581208554e-07,2.0882602944469185e-06,0.24690440993550575,0.18531883960188258,0.05254019317873543,True,True
13,alpha_slope,5.052003593627983e-09,8.520891140247028e-10,7.260558582394028e-19,3.717764925229454e-09,5.045125066928253e-09,6.36547620649472e-09,2.6477112812652663e-09,1.478946772515469e-09,5.51063870762059e-09,3.7028212359638027e-10,1.3710885105504503e-19,4.902318572719363e-09,5.529647387292708e-09,6.113140372864005e-09,1.210821800144642e-09,5.328400082380646e-10,4.586351139926076e-10,0.4573088496137028,0.36028342475894704,0.18884063739602255,True,True
13,SS316_k_ref,22.79173680074723,4.084108446006557,16.679941798742092,16.422158588662306,22.772907104242844,29.229242951721744,12.807084363059438,7.027450773793113,23.74273490185015,1.5023494988544948,2.2570540167083513,21.20491847687848,23.791874204882514,26.193955057142187,4.989036580263708,2.122859084203636,0.9509981011029183,0.38955287861255994,0.30208096115311656,0.13531546116537202,True,True
14,E_intercept,201584614431.28033,32466722983.941093,1.0540881013159688e+21,151537520759.11993,200923729693.12152,253298053674.34674,101760532915.2268,55906978087.78308,216125946405.03082,7722338030.955513,5.9634504664341864e+19,203694044138.67258,216425492565.55646,228411960943.3073,24717916804.634735,10875066481.875854,14541331973.750488,0.2429027845719556,0.1945207352255782,0.05657449751106344,True,True
14,alpha_base,9.488843956704873e-06,1.6958915414528374e-06,2.876048120371281e-12,6.845949860647536e-06,9.472117168317407e-06,1.2168123001087933e-05,5.322173140440397e-06,2.917422467439537e-06,9.949375697449319e-06,4.173967006508711e-07,1.7422000571423288e-13,9.247456737579611e-06,9.945833556768081e-06,1.0606387302911377e-05,1.3589305653317663e-06,5.605778767118719e-07,4.6053174074444584e-07,0.2553337761610886,0.19214833743426285,0.06057617898679042,True,True
14,alpha_slope,5.058189633420023e-09,8.488360693200621e-10,7.205226725787333e-19,3.737132453513816e-09,5.052340079411921e-09,6.374547060727947e-09,2.6374146072141313e-09,1.4996991923413715e-09,5.088692845483922e-09,4.1016318887301036e-10,1.6823384150647678e-19,4.480525041409875e-09,5.084687032981026e-09,5.7759786773839165e-09,1.2954536359740418e-09,5.87506587971266e-10,3.050321206389905e-11,0.4911831580937567,0.39174961950471854,0.23348861584656583,True,True
14,SS316_k_ref,22.76282755300587,4.1393257276099735,17.13401747925384,16.35197456998049,22.74595588076596,29.232745752688746,12.880771182708255,7.133957238342148,23.282722052644054,1.5224347814878965,2.317807663884099,20.524211717573074,23.396555196323547,25.6705148378191,5.146303120246024,2.0758603402838496,0.519894499638184,0.3995337738127559,0.2909830085785959,0.13527520131752754,True,True
15,E_intercept,202812652522.06674,33018048633.73638,1.0901915355797809e+21,151055637409.4228,202322264051.1793,253810338004.71307,102754700595.29028,58351231775.699615,205561762492.10846,7358484819.176994,5.414729883405828e+19,193960522367.6326,205109097669.25726,217807071073.27618,23846548705.643585,10469412426.087524,2749109970.0417175,0.2320725822516443,0.17942058989142906,0.049667693306077544,True,True
15,alpha_base,9.495201204378923e-06,1.6921938257429961e-06,2.8635199438827177e-12,6.846772328201608e-06,9.515258612277419e-06,1.2145311772106875e-05,5.298539443905267e-06,2.918560894118052e-06,1.0935667150672427e-05,3.7896968301747696e-07,1.4361802064636698e-13,1.0306331545772906e-05,1.0921010591012004e-05,1.1570314354590728e-05,1.2639828088178217e-06,5.113578301170629e-07,1.4404659462935045e-06,0.23855306206538465,0.17520889529755318,0.05015436367159774,True,True
15,alpha_slope,5.036232433423669e-09,8.50384845344179e-10,7.231543851910432e-19,3.719162249920921e-09,5.04981805852019e-09,6.375788896089096e-09,2.656626646168175e-09,1.4500554056990784e-09,5.319527250179116e-09,3.730652285435081e-10,1.3917766474821993e-19,4.7020090782414475e-09,5.328471121023804e-09,5.915814611827985e-09,1.2138055335865374e-09,5.158826927291983e-10,2.8329481675544704e-10,0.4568972969300326,0.35576757322627195,0.19245913127036063,True,True
15,SS316_k_ref,22.839508882163095,4.062728267981155,16.505760979453157,16.439427691316546,22.94983616970506,29.15594985222211,12.716522160905566,6.940022059009557,23.391857642818536,1.3412950815454248,1.7990724957779478,21.230662021366985,23.425512469838345,25.726707668137838,4.4960456467708525,1.7989477456092828,0.5523487606554411,0.35355937652458597,0.2592135486477141,0.10899664050736495,True,True
16,E_intercept,203453645866.3158,32734106158.483078,1.0715217059948397e+21,151887690390.34177,203909925768.32214,253609541710.90076,101721851320.55899,56940432275.71524,198537477089.0466,7414731081.841302,5.497823701602348e+19,186816255024.81046,198094172051.4768,211120314415.14954,24304059390.33908,10277915507.73233,4916168777.269196,0.2389266325260735,0.18050294135395598,0.05130856118773599,True,True
16,alpha_base,9.46303347097159e-06,1.6814109728032031e-06,2.8271428594630137e-12,6.835187142396022e-06,9.467312833868129e-06,1.2127711995649261e-05,5.292524853253239e-06,2.8626121823525612e-06,1.207747448906049e-05,2.8203829166300387e-07,7.954559796418562e-14,1.1515962506378926e-05,1.2130782159676051e-05,1.2418624483270996e-05,9.026619768920705e-07,3.94589696758736e-07,2.614441018088899e-06,0.17055413095268077,0.13784252690298168,0.02813639137404414,True,True
16,alpha_slope,5.0560441427849534e-09,8.421848805489497e-10,7.092753730252487e-19,3.728096598020887e-09,5.060445242848369e-09,6.3807076489948015e-09,2.652611050973914e-09,1.4476771639773518e-09,5.796572230048216e-09,3.2271247202203123e-10,1.0414333959857028e-19,5.3009766752933036e-09,5.790875942363947e-09,6.3703690545318615e-09,1.069392379238558e-09,4.637979275526419e-10,7.405280872632623e-10,0.4031470723330989,0.3203738644867495,0.14683061552577406,True,True
16,SS316_k_ref,22.82554205952292,4.096625215305538,16.78233815467715,16.403460574821217,22.837564513713325,29.261606536494124,12.858145961672907,7.112107849400157,26.155433737267238,1.314632858072156,1.7282595515229653,24.049845663852302,26.173490389742877,28.282829279547936,4.232983615695634,1.7701093834402037,3.3298916777443175,0.3292063745669988,0.2488867465064519,0.10298085615926578,True,True
17,E_intercept,201847011716.61584,32804527539.77952,1.0761370271081528e+21,152126834302.45392,201816029366.92697,253752237611.0491,101625403308.59518,56723919765.10507,205696313647.1029,6765675893.299835,4.577437029317852e+19,194116711740.37088,205829722461.28693,216258282730.73953,22141570990.368652,8876872181.455841,3849301930.4870605,0.21787437264217954,0.1564925734719172,0.04253581945431765,True,True
17,alpha_base,9.518509794396904e-06,1.7091118321815435e-06,2.9210632549029527e-12,6.847313621628959e-06,9.504376101072187e-06,1.2149619799330374e-05,5.302306177701415e-06,2.9746524718541037e-06,1.1216092815624934e-05,4.790037171528469e-07,2.2944456104624455e-13,1.0418122103113754e-05,1.1198662067663183e-05,1.209340609535901e-05,1.675283992245256e-06,5.996231335389011e-07,1.6975830212280304e-06,0.3159538389711593,0.20157754198599054,0.0785483028007442,True,True
17,alpha_slope,5.0566393948775304e-09,8.44509898864181e-10,7.131969692795893e-19,3.717971221690729e-09,5.078566140292639e-09,6.371938801364143e-09,2.653967579673414e-09,1.4419276689111073e-09,5.399187676692977e-09,4.688070257324255e-10,2.1978002737608306e-19,4.5795358057457235e-09,5.397755896841981e-09,6.199760290132836e-09,1.6202244843871126e-09,6.024868068685743e-10,3.425482818154468e-10,0.6104914381005704,0.4178342782780159,0.3081617517220889,True,True
17,SS316_k_ref,22.753669531260684,4.108875771138855,16.882860102651925,16.348694500190035,22.734090789000355,29.194870232691407,12.846175732501372,7.097184553967864,23.7685173134215,1.5699508150928558,2.464745561810722,21.173584543140773,23.84898467240085,26.124265487907568,4.950680944766795,2.0247436218096837,1.0148477821608175,0.3853816924083765,0.28528828670204137,0.14599099600568063,True,True
18,E_intercept,202829402256.35165,32612435115.441994,1.063570924158914e+21,151852276487.97845,203195337993.80188,253192457939.1015,101340181451.12305,56456541554.08243,201183261604.33087,7669745032.107035,5.882498885753054e+19,188829033489.04166,201354547897.4218,213882247378.33368,25053213889.292023,10503088839.720825,1646140652.0207825,0.24721895629696827,0.18603847402978826,0.05530894792375988,True,True
18,alpha_base,9.526051551873749e-06,1.7083914349779955e-06,2.918601295106175e-12,6.8427708487738706e-06,9.535321863876954e-06,1.2179554812124373e-05,5.336783963350503e-06,2.9223383647341165e-06,1.1844834129887588e-05,3.5708965718695923e-07,1.2751302326990006e-13,1.1143677242654223e-05,1.1893309429938774e-05,1.2351643788612463e-05,1.2079665459582401e-06,4.716579507060869e-07,2.3187825780138395e-06,0.22634728223097547,0.161397446783682,0.043689771358530596,True,True
18,alpha_slope,5.053419712449312e-09,8.527455396015512e-10,7.271749553103407e-19,3.7230598330624563e-09,5.076347346807619e-09,6.3853297737063915e-09,2.662269940643935e-09,1.4798760925696608e-09,5.504282784243148e-09,3.537245219578797e-10,1.2512103743433053e-19,5.001427836765042e-09,5.4731723650680874e-09,6.189927260133379e-09,1.188499423368337e-09,4.675513777414479e-10,4.5086307179383634e-10,0.4464233341720672,0.3159395439178901,0.17206455822028677,True,True
18,SS316_k_ref,22.7072248627097,4.128194348099579,17.041988575681305,16.4107743049942,22.559295224869413,29.203774227931845,12.792999922937646,7.199481268169116,20.107935688421943,1.4611535768023958,2.1349697750024346,17.771892976190024,20.15860244737538,22.47270085428319,4.7008078780931655,1.9863174921821063,2.599289174287758,0.36745156776439053,0.27589730679127694,0.12527703357629336,True,True
19,E_intercept,201947246540.681,32649950078.128105,1.0660192401042575e+21,151127255912.08908,201984483440.05728,253380480602.3216,102253224690.23251,56117466467.917145,226349589420.16714,8739942385.951107,7.638659290974473e+19,212393210275.19656,226024684484.06784,240902628143.12277,28509417867.92621,12892020775.339508,24402342879.486145,0.27881191966603575,0.22973276569265633,0.07165592330423048,True,True
19,alpha_base,9.509171391921043e-06,1.7050163923968901e-06,2.907080898342106e-12,6.847490922994889e-06,9.5046389084613e-06,1.2154402720267527e-05,5.306911797272637e-06,2.959639743633692e-06,1.1831559508248237e-05,4.0196343889711865e-07,1.6157460620999765e-13,1.1031372500840544e-05,1.189986445566265e-05,1.2367165467354249e-05,1.3357929665137052e-06,5.594430419999773e-07,2.322388116327194e-06,0.2517081529789518,0.18902403348358954,0.055579673170479314,True,True
19,alpha_slope,5.034973824345101e-09,8.516399743095307e-10,7.25290645841938e-19,3.7109015680954785e-09,5.052277264688145e-09,6.372025747092017e-09,2.661124178996538e-09,1.4781789501796016e-09,5.319575845266405e-09,4.0679614253930645e-10,1.6548310158485974e-19,4.778277617863426e-09,5.256245395564207e-09,6.095658070379013e-09,1.317380452515587e-09,5.479589689372938e-10,2.8460202092130377e-10,0.4950465908029693,0.37069866870362056,0.2281610862260084,True,True
19,SS316_k_ref,22.834901692118773,4.088398175041373,16.71499963768163,16.427785842003733,22.754866690885066,29.300488003404922,12.87270216140119,6.996631099158904,20.77606146103595,1.5721351472473515,2.4716089212104517,18.179047365596354,20.722728185313514,23.557120291655842,5.378072926059488,2.0352892849419746,2.058840231082822,0.4177889660327608,0.2908956119162329,0.14786772209306873,True,True
