benchmark_case_id,parameter,prior_mean,prior_std,prior_var,prior_q05,prior_q50,prior_q95,prior_width90,prior_width50,posterior_mean,posterior_std,posterior_var,posterior_q05,posterior_q50,posterior_q95,posterior_width90,posterior_width50,mean_shift_abs,width90_ratio_post_over_prior,width50_ratio_post_over_prior,var_ratio_post_over_prior,contraction_flag_width90,contraction_flag_var
2,alpha_slope,5.038586859642573e-09,8.488787816645996e-10,7.205951859603749e-19,3.7200342228166776e-09,5.030177296188491e-09,6.375064019686554e-09,2.6550297968698766e-09,1.4442828545986672e-09,4.589417425385113e-09,4.2330665586277264e-10,1.7918852489772382e-19,3.942806511593685e-09,4.556272630479975e-09,5.314738655294691e-09,1.3719321437010053e-09,5.329806888186847e-10,4.491694342574599e-10,0.5167294714802946,0.3690279138339475,0.24866739105245325,True,True
2,SS316_k_ref,22.77732639425078,4.141632655930113,17.153121056666723,16.323667526792185,22.802203136014224,29.216368921718658,12.892701394926473,7.1741138269365194,26.534473936543012,1.4248929192765243,2.0303198314043756,24.099157334491217,26.52644416604591,28.917017648850972,4.817860314359756,1.9045336418244183,3.7571475422922305,0.3736889707424448,0.2654730169841325,0.11836445534879919,True,True
3,E_intercept,202447406392.25134,32974686955.22294,1.0873299797949499e+21,151812527153.18546,202271688743.72748,253557071811.0925,101744544657.90704,57481063401.52701,204279841322.66428,9021697778.832188,8.139103081258562e+19,190147371615.07968,203961628632.83405,219118776294.45468,28971404679.375,12486289822.625122,1832434930.4129333,0.28474651664897394,0.21722440546034538,0.07485402989434214,True,True
3,alpha_base,9.45184144302273e-06,1.7073247800109977e-06,2.914957904439602e-12,6.8179653985914355e-06,9.454202289464864e-06,1.213406307022396e-05,5.316097671632524e-06,2.9410188690822486e-06,7.813289609645303e-06,3.961165217350082e-07,1.569082987914412e-13,7.163335862665884e-06,7.823571266759096e-06,8.439517545117719e-06,1.2761816824518345e-06,5.942717661739592e-07,1.6385518333774268e-06,0.24005986369696083,0.20206322795861661,0.053828667149005256,True,True
3,alpha_slope,5.030131287438002e-09,8.533204270610871e-10,7.28155751239716e-19,3.7216253382431586e-09,5.02111863720266e-09,6.38128659385926e-09,2.6596612556161013e-09,1.470788052133488e-09,4.5829894663515595e-09,4.0957773470735093e-10,1.6775392076800512e-19,3.931211105754292e-09,4.578069786509318e-09,5.26638438706615e-09,1.3351732813118582e-09,5.933897305992795e-10,4.471418210864422e-10,0.5020087721669539,0.4034501978300159,0.23038192101400964,True,True
3,SS316_k_ref,22.807221955071864,4.072268001034482,16.583366672249376,16.425165452882876,22.790579699551017,29.19840380118906,12.773238348306183,6.970418905720397,25.455113454196532,1.6497137136857918,2.721555337122967,22.629634325824902,25.436061621356743,28.17365536322695,5.544021037402047,2.260633308882678,2.6478914991246683,0.4340341020988793,0.3243181420599341,0.16411355974400665,True,True
4,E_intercept,203045976904.688,32734420906.494038,1.0715423120835139e+21,151788442157.20197,203173015343.67126,253773804652.1944,101985362494.99243,56646825259.23456,191089744638.00266,7226323793.7225,5.221975557171995e+19,178450487452.2472,191210578440.71475,202284438883.36734,23833951431.120148,10192039663.825378,11956232266.685333,0.2336997275691442,0.1799225219980686,0.04873326511034689,True,True
4,alpha_base,9.50178831649499e-06,1.7048444255367657e-06,2.906494515283785e-12,6.850991433996488e-06,9.488011409852241e-06,1.2157838508620227e-05,5.306847074623738e-06,2.9117021584369216e-06,9.014150688219027e-06,4.6101131345369215e-07,2.125314311322984e-13,8.228627863008392e-06,9.034953475690536e-06,9.769558572925849e-06,1.5409307099174572e-06,6.397516325234334e-07,4.876376282759632e-07,0.2903665186219279,0.21971740161324363,0.07312294243622448,True,True
4,alpha_slope,5.077576279041615e-09,8.405987340571769e-10,7.066062316985283e-19,3.737731990980835e-09,5.0930295371418546e-09,6.381418065066624e-09,2.6436860740857884e-09,1.4318605484580793e-09,4.84510237857335e-09,4.719183246010693e-10,2.227069050942803e-19,4.123716999290713e-09,4.817747614513686e-09,5.640717735454576e-09,1.517000736163863e-09,6.341604344810345e-10,2.32473900468265e-10,0.5738203000098854,0.44289259534662073,0.31517823520879673,True,True
4,SS316_k_ref,22.760438982635357,4.097587522075322,16.790223501067384,16.420014260301766,22.727299715895118,29.129275946933657,12.70926168663189,7.076982430818333,22.73157085006021,1.0901498699618106,1.1884267389777525,20.761516845597427,22.78261256537503,24.411019326068253,3.649502480470826,1.3180867623091466,0.02886813257514831,0.28715298893479535,0.18624982825578842,0.07078087667517959,True,True
