output,y_true_mean,y_true_std,y_true_min,y_true_max,y_pred_mean,y_pred_std,y_pred_min,y_pred_max,is_near_constant_target
iteration1_keff,1.1133588552474976,0.0,1.1133588552474976,1.1133588552474976,1.1187185049057007,0.026950562372803688,1.0534789562225342,1.2570031881332397,True
iteration1_avg_fuel_temp,1014.6852416992188,8.863113403320312,1000.5399780273438,1067.1500244140625,1013.9735107421875,7.211965084075928,1002.0066528320312,1052.8291015625,False
iteration1_max_fuel_temp,1100.818359375,15.369105339050293,1075.260009765625,1189.5799560546875,1099.7945556640625,12.777324676513672,1078.693603515625,1167.2486572265625,False
iteration1_max_monolith_temp,1065.58837890625,17.719980239868164,1036.489990234375,1168.8499755859375,1064.385498046875,14.573519706726074,1040.31591796875,1141.299072265625,False
iteration1_max_global_stress,203.73809814453125,44.90362548828125,103.08999633789062,412.5,201.92315673828125,42.401309967041016,114.98536682128906,341.0085144042969,False
iteration1_monolith_new_temperature,954.923583984375,3.024254083633423,950.5297241210938,973.6697998046875,954.6383666992188,2.3855373859405518,950.8370361328125,968.202880859375,False
iteration1_Hcore_after,152.32948303222656,0.17566508054733276,151.915771484375,152.7544708251953,152.34107971191406,0.16840748488903046,151.90316772460938,152.65528869628906,False
iteration1_wall2,29.921667098999023,0.024144114926457405,29.8565673828125,29.978059768676758,29.92123794555664,0.02189144492149353,29.864925384521484,29.96897315979004,False
iteration2_keff,1.1035819053649902,0.0007096963236108422,1.1015880107879639,1.1053885221481323,1.1035478115081787,0.000650544126983732,1.1022928953170776,1.1052732467651367,False
iteration2_avg_fuel_temp,1000.5131225585938,3.76291561126709,992.72998046875,1022.0800170898438,1000.383544921875,2.603605031967163,995.8475341796875,1012.6572265625,False
iteration2_max_fuel_temp,1073.64306640625,6.981391906738281,1058.68994140625,1112.0999755859375,1073.3365478515625,4.874415874481201,1064.7586669921875,1098.0191650390625,False
iteration2_max_monolith_temp,1035.9761962890625,7.879031658172607,1019.4400024414062,1079.6700439453125,1035.5491943359375,5.550876617431641,1025.7613525390625,1061.7431640625,False
iteration2_max_global_stress,162.958740234375,31.80679702758789,86.75,278.3899841308594,162.60028076171875,31.143312454223633,94.1722412109375,265.3540954589844,False
iteration2_monolith_new_temperature,950.6708374023438,1.0656037330627441,948.7127685546875,957.4866333007812,950.6072998046875,0.7284191846847534,949.3837890625,954.5266723632812,False
iteration2_Hcore_after,152.31607055664062,0.17454776167869568,151.8998565673828,152.7327880859375,152.32870483398438,0.13974973559379578,151.980712890625,152.71279907226562,False
iteration2_wall2,29.918405532836914,0.023825131356716156,29.85307502746582,29.975364685058594,29.91826629638672,0.021859172731637955,29.862131118774414,29.967710494995117,False
