iteration1_keff,iteration1_avg_fuel_temp,iteration1_max_fuel_temp,iteration1_max_monolith_temp,iteration1_max_global_stress,iteration1_monolith_new_temperature,iteration1_Hcore_after,iteration1_wall2,iteration2_keff,iteration2_avg_fuel_temp,iteration2_max_fuel_temp,iteration2_max_monolith_temp,iteration2_max_global_stress,iteration2_monolith_new_temperature,iteration2_Hcore_after,iteration2_wall2
1.1086008320467733,1014.8572909503545,1086.6895245330866,1047.9138565186045,150.61254197406328,953.8934348443958,151.95770019807625,29.891320091569586,1.1047713803202854,1001.6165539917127,1061.3143363316085,1043.4600005707143,128.00711838915845,949.9243999384958,151.89544584342013,29.891599160844496
1.1351118951863672,1007.9398386528375,1090.6122603134763,1061.555724117287,172.66011370231777,954.932944750575,152.16485659751464,29.889606972085843,1.1053541051071385,998.3403921001591,1073.5057395647443,1034.2764104648243,139.46032068120542,949.9210719143682,151.98881376806648,29.89175595947117
1.1040799201212297,1021.3208487438707,1096.8424425386438,1075.4881190887525,162.13053912721244,956.9198918217269,152.17877063623135,29.88748335101123,1.1039605166750233,1006.3553943989644,1077.9006663623052,1039.0563990168268,137.61558534479866,951.0471456432972,152.0750570748088,29.88532236090781
1.0944024873777487,1013.2671905163733,1108.4445515844418,1059.2900137520262,190.89023792091925,953.8166045291523,152.02534069901583,29.89399295946602,1.1044646235769295,1000.6481935480919,1074.4940427559632,1034.3434394265385,149.2819679343979,951.069616664152,152.11734662026262,29.888025333611903
1.1522073224321303,1012.9413064553039,1102.9262186262463,1065.075943759057,181.20223037168014,956.1230380465728,152.23009409444612,29.88528984711872,1.104099239964704,1006.6032820312511,1081.2693908983304,1037.0871431747487,153.29629119392612,951.2713490045319,151.89391324443866,29.879278816652004
1.1276809557277159,1019.5082153671156,1113.816956754636,1081.0699935328655,229.16989947914055,957.9655929733034,152.17407185027167,29.886621065104844,1.1037530444045465,998.9222857074674,1072.7735217214365,1035.0833778025271,137.61844127224765,950.79944372468,151.97913681514748,29.88266344928335
1.0883174871001104,1012.5688161368857,1107.9998682435312,1052.1126679358304,151.295226868503,954.5603110762265,152.2441834230257,29.886747549116127,1.1051050111803702,999.4379623554236,1070.6468400668136,1035.0841747537709,122.55230998552085,949.5150607404174,152.38238463813516,29.883258854324723
1.15585341198347,1009.6209672384678,1097.7549123894987,1062.8070357625852,153.1619315442024,952.961551463172,151.96478828553586,29.890286466552055,1.1044952727604942,1003.6858434481674,1074.4742812056782,1044.2158337198925,125.49172908214764,950.7738447273803,152.4905168255827,29.888730940837704
1.0868703133183346,1024.1397866786942,1122.4758331896826,1069.2446166323616,186.5141217554531,956.1380863872804,152.24886734712155,29.897958088376097,1.1041265153332385,998.8891819510768,1076.708838098817,1039.2653474716058,133.23409274562158,951.1138998835764,151.97582804965452,29.89196754029091
1.0583398107276272,1014.0674020955962,1116.0845683310522,1065.5604885696428,189.0119878632892,954.6768337957584,151.8924919937581,29.891168173121788,1.1038091591318682,1000.9834331922034,1067.5612411773134,1024.3185633903297,156.79303202128148,949.8295998694696,152.0214148302289,29.89551146059843
