level,output,group,iter,MAE,RMSE,R2,PICP90,MPIW90,CRPS
0,iteration1_keff,secondary,iter1,0.08066688477993011,0.09694438427686691,0.0,0.9664634146341463,0.643016318961387,0.06706071308518852
0,iteration1_avg_fuel_temp,secondary,iter1,3.16215181350708,4.412097930908203,0.7521905303001404,0.9298780487804879,15.004175523743326,2.2897203693186072
0,iteration1_max_fuel_temp,secondary,iter1,5.645782947540283,8.07775592803955,0.7237615585327148,0.9085365853658537,25.9000412952557,4.142054892491848
0,iteration1_max_monolith_temp,secondary,iter1,6.622469902038574,9.281168937683105,0.7256665229797363,0.9420731707317073,33.666528505127154,4.868734249096486
0,iteration1_max_global_stress,secondary,iter1,9.274198532104492,12.737826347351074,0.9195311069488525,0.9695121951219512,55.33716256472676,6.9338355870911546
0,iteration1_monolith_new_temperature,secondary,iter1,1.047839641571045,1.5464366674423218,0.738526463508606,0.9207317073170732,4.871221254285661,0.768156457844882
0,iteration1_Hcore_after,secondary,iter1,0.036878909915685654,0.05042866989970207,0.9175891876220703,1.0,0.9452490962277726,0.07045197914342839
0,iteration1_wall2,secondary,iter1,0.0020691766403615475,0.0027068613562732935,0.9874307513237,0.9908536585365854,0.02220649885180642,0.002010666992069611
0,iteration2_keff,primary,iter2,0.0002275138394907117,0.00029364018701016903,0.82880699634552,0.9969512195121951,0.002695507220688609,0.00023731558530676886
0,iteration2_avg_fuel_temp,secondary,iter2,1.875662088394165,2.536115884780884,0.5457558631896973,0.9115853658536586,8.496762024120086,1.3668983889545083
0,iteration2_max_fuel_temp,primary,iter2,3.5107269287109375,4.704567909240723,0.5458959341049194,0.9176829268292683,16.72769183522815,2.5611467474092002
0,iteration2_max_monolith_temp,primary,iter2,4.0137739181518555,5.466048240661621,0.5187163352966309,0.9146341463414634,18.81403417551586,2.933261502575836
0,iteration2_max_global_stress,primary,iter2,6.92924165725708,9.363546371459961,0.9133355617523193,0.975609756097561,44.0215702755983,5.283054684907534
0,iteration2_monolith_new_temperature,secondary,iter2,0.5123430490493774,0.7198835015296936,0.5436134934425354,0.9146341463414634,2.3729880531732737,0.3742324922168932
0,iteration2_Hcore_after,secondary,iter2,0.08133850991725922,0.10539864003658295,0.6353790760040283,0.9969512195121951,1.0483065336790842,0.08737063675158793
0,iteration2_wall2,primary,iter2,0.0019957437179982662,0.002576972357928753,0.9883009791374207,0.9817073170731707,0.02163657872947634,0.0019285635065279453
