E_slope,E_intercept,nu,alpha_base,alpha_slope,SS316_T_ref,SS316_k_ref,SS316_alpha,iteration1_keff,iteration1_avg_fuel_temp,iteration1_max_fuel_temp,iteration1_max_monolith_temp,iteration1_max_global_stress,iteration1_monolith_new_temperature,iteration1_Hcore_after,iteration1_wall2,iteration2_keff,iteration2_avg_fuel_temp,iteration2_max_fuel_temp,iteration2_max_monolith_temp,iteration2_max_global_stress,iteration2_monolith_new_temperature,iteration2_Hcore_after,iteration2_wall2
-77658313.91433075,219653915279.71173,0.3354996911076263,9.682678838542312e-06,5.596931869580711e-09,739.3934213058549,22.11239055587317,0.0141921390151499,1.1133589146381075,1012.17,1096.57,1060.66,225.59,954.0046446390056,152.38996157958934,29.93227551220912,1.1035679264064708,999.22,1071.2,1033.25,181.99,950.291349538256,152.37769658066998,29.9292295790429
-70777106.61984889,192117082739.38452,0.2966407060887842,1.013504591808878e-05,5.152685712652452e-09,1060.3482720422512,24.00922074247785,0.0140853502340294,1.113358914638143,1017.92,1106.66,1072.22,197.06,955.9450740086486,152.38124047566993,29.92532423095024,1.1035235980775944,1001.24,1074.92,1037.47,153.48,950.829269214811,152.36473750792558,29.921416263397827
-68180838.65209557,197031743449.92883,0.3174431722034777,1.0830326792869698e-05,4.5234567013959345e-09,965.345936276494,22.04032285298878,0.0132990819991363,1.1133589146381164,1015.36,1102.17,1067.06,209.48,955.0929553731028,152.3649561200993,29.93141553459205,1.1041391215838985,1000.16,1072.97,1035.23,165.07,950.521332901481,152.35068763312427,29.92786116693239
-75207643.25405185,163793188427.2697,0.3042326128896197,9.4995326600336e-06,5.688674931206547e-09,930.7997261478578,21.267792408576987,0.0156085089796996,1.1133589146381206,1030.42,1128.17,1097.1,167.93,960.257524631476,152.4009407404056,29.92775440499672,1.1034288062826114,1005.38,1082.25,1045.87,122.31,952.0242442036176,152.3736665771896,29.921590310235203
-70167247.27413937,216958746611.92087,0.3377187406587685,1.199979348170075e-05,5.467024088208017e-09,929.0718828063276,27.25964168284889,0.0123437434201068,1.113358914638123,1007.91,1088.93,1051.95,250.94,952.6646929401423,152.6933938562296,29.97654166745467,1.102238832011568,998.66,1070.1,1032.18,213.23,950.1428022316004,152.68429893660496,29.97414298133748
-71211792.6143233,208673310763.9802,0.2809579659449052,1.0410547555368771e-05,5.786195348504348e-09,945.9737651486244,23.675637852170105,0.0115954642244735,1.1133589146381255,1013.62,1099.11,1063.55,217.83,954.5247649072068,152.52989243308076,29.937948835751182,1.1031982891625822,1001.77,1075.68,1038.48,181.14,950.9763302338972,152.5175587796731,29.935043500446724
-64451038.63032473,204572003570.80527,0.318232972317898,9.54978549018408e-06,4.6772266978807324e-09,912.60371834525,25.46419118036476,0.0134059871499805,1.113358914638118,1007.69,1088.54,1051.5,188.55,952.5980400094784,152.20171182692704,29.906903985894257,1.1042453658637794,997.35,1067.85,1029.39,155.97,949.8129687616416,152.1934188757579,29.904727280370142
-92273915.21049409,214646950920.1841,0.3612877239580369,1.0738535424486002e-05,4.894014607604882e-09,1057.584543108327,24.46373916759611,0.0135657739634152,1.113358914638125,1012.61,1097.35,1061.56,210.73,954.1470866745126,152.41537797882404,29.94635427774531,1.103130473917593,998.96,1070.79,1032.7,167.71,950.230561187185,152.40273144443978,29.94304469759495
-75659741.30359519,186957393903.374,0.3202252373175016,9.740999077370132e-06,5.540548522441689e-09,829.2228227602534,26.67639349703399,0.012522496378258,1.1133589146381149,1002.89,1079.69,1041.48,150.04,951.1782347921444,152.37887957774387,29.926625102722888,1.103967621942403,995.12,1063.38,1024.49,128.04,949.2229163019772,152.3724468452916,29.92488925429026
-69260512.46730311,208055556447.13977,0.3573353225358934,8.895223948863587e-06,4.349803029273764e-09,764.8692028072123,23.00918575645473,0.0139954143925645,1.1133589146381282,1008.6,1090.18,1053.36,187.49,952.8768173373064,152.05035146021368,29.895427527351885,1.1051267223092287,997.4,1068.14,1029.6,153.17,949.8035529357686,152.04183400791052,29.89315957686686
