E_intercept,alpha_base
210025921592.5301,7.614794188398565e-06
211963484163.42087,7.926499284151248e-06
220485064932.14743,7.79253226385536e-06
220999764936.0748,7.85868811281388e-06
215299587857.2534,7.964478808901905e-06
217509540054.1468,7.791636641535644e-06
207979766433.90543,7.631338079700247e-06
207758619604.36612,7.910839119541274e-06
202265448220.5688,8.104036526555007e-06
202654117536.2953,8.122942204112468e-06
198356811993.7944,7.842513866061248e-06
198594068036.00604,7.782061265447967e-06
196766423540.42603,8.134853108930076e-06
197558293966.1562,7.772142011636445e-06
203279372772.29056,7.646078468890676e-06
207016225870.1089,7.496786310734981e-06
198287859059.2663,7.719802416109097e-06
199531472673.2329,7.419111043242559e-06
196309206769.91928,7.1474265183955096e-06
201215756536.9091,7.216877321205771e-06
202095609698.15268,7.453465634551671e-06
203649578780.70804,7.297342902741827e-06
202371299969.14197,7.428290278988595e-06
205452924520.19345,7.18222857745737e-06
190645005006.2892,7.416904346172183e-06
195171589189.07263,7.778357728208135e-06
193522761434.4153,7.897444310070477e-06
191853181021.9221,7.810539992373975e-06
190429781278.629,7.593445650143243e-06
192584429609.882,7.860015610884273e-06
192304913269.3963,7.591248346138177e-06
194844756427.98535,7.753135219024934e-06
207565331172.82608,7.655278357029748e-06
200904174224.1196,8.185285090166337e-06
213823452074.33472,7.861922412428116e-06
211547398765.0969,7.5156684626806e-06
211595597449.7421,7.168549658016084e-06
212792827618.44183,7.174865172866064e-06
218503255794.1312,7.277737281764852e-06
220531558441.77023,7.5455774037033504e-06
220547878099.7883,7.512779197658354e-06
219148533012.1117,6.877314391696693e-06
216061094166.02548,7.369715066858329e-06
216132119053.7896,7.0928420458546055e-06
220478684165.19308,7.267636177014606e-06
216087830476.22952,7.443928972542657e-06
206499245758.56027,7.845043964494204e-06
197890347535.41528,7.836902300886069e-06
197867577165.0081,7.723109152777713e-06
202588555474.8124,7.954635558191352e-06
206791222573.22223,7.638729784216328e-06
202418188633.47284,7.779941791012501e-06
207312437823.70636,8.071587698871156e-06
201087095397.9221,7.9179204462657e-06
200782094149.46896,7.998599854786559e-06
197529539129.27823,7.992140604126599e-06
204710707219.92065,7.774313434676978e-06
198984216451.2313,7.384490285413474e-06
205361953279.29648,7.33841412263045e-06
202522232479.83255,7.452142317207622e-06
206438226200.17053,7.558787837821016e-06
202819022133.16052,7.342042223295363e-06
199483358065.40543,7.4008378785277235e-06
197305010259.06985,7.57561990854691e-06
196300649994.1872,7.712725814050241e-06
197902671183.0109,7.524122954624584e-06
202629350863.4572,7.187302039119903e-06
206347972603.69144,7.269039125710534e-06
209788912339.2429,7.70342953837111e-06
207090871614.1417,7.400625304474172e-06
210140334721.43707,7.522821461142853e-06
213977959420.33636,7.59697442611113e-06
207764673148.78687,7.411026299082646e-06
202525428072.83392,7.459304797731464e-06
202360203220.08896,7.461404053784246e-06
204057699376.0873,7.502664048338044e-06
210855878167.47592,7.37629289936944e-06
205163733907.9896,7.20483208242313e-06
205368629697.16757,7.26919179084423e-06
202583885372.6694,7.348047637479499e-06
207224824819.6753,7.173342231333148e-06
205905775539.2393,7.212804274843763e-06
212519610779.3104,7.715418129909863e-06
209464469745.95813,7.376340302255109e-06
209329134983.43103,7.010032261374726e-06
212308368318.4597,7.319817492047218e-06
210033761730.93277,7.221745029603497e-06
207901723685.7542,7.108997564733384e-06
209294523396.17743,7.41602311401641e-06
215253046538.04965,7.363189874238631e-06
220495673059.5229,7.687387515431103e-06
214901121390.25955,7.803103532047422e-06
203038483026.46307,8.021810350761763e-06
200578699839.6652,7.794630681848052e-06
203214691188.04053,7.655401668982846e-06
203210795932.17667,7.82504784698544e-06
200666738560.6688,8.00673255001101e-06
199044688876.39224,8.117305926760089e-06
196950261133.3708,7.879750043402566e-06
198412475480.51257,7.918582969359062e-06
200679823469.4945,7.84631397098792e-06
196095245758.8925,7.96368490233668e-06
196195895010.37555,8.156338782868029e-06
193785746494.0282,8.351620852301446e-06
193760426935.81155,8.111207616587643e-06
186862227314.0568,7.864996666033493e-06
188938094206.85773,7.380412231761653e-06
187931331186.68243,7.675211439468861e-06
193203540126.02783,7.736125531727794e-06
203404889012.5625,7.706596863269235e-06
201964401544.6525,7.783188333678647e-06
211506893726.88663,7.882759120515051e-06
207964893415.1943,8.077266052073812e-06
208186404227.454,7.775851266566017e-06
209307717432.33347,7.92293536727185e-06
216716131333.92468,7.722817055939167e-06
213642479133.79648,7.771936776970621e-06
212855535612.87985,7.655995409814788e-06
212208053044.9113,7.637503517206606e-06
207383520282.82425,7.737973398894633e-06
204357012874.53253,7.6078128160527695e-06
209840209966.17355,7.665697139219476e-06
211535530243.29367,7.477214728203698e-06
203384576343.05588,7.452118398400862e-06
201649537182.6504,7.714275637350058e-06
200035034178.44568,7.575652139868886e-06
198820842924.16483,7.913206642304503e-06
192796977917.2584,7.941411379873711e-06
197073159660.19183,7.603329741862078e-06
198064159657.8826,7.867562185128588e-06
203431187372.31216,8.211191569336705e-06
196534305794.43817,8.167297363709955e-06
189277476323.0388,7.711217920406583e-06
189436946578.20605,7.75137071764846e-06
194461343017.26,7.674376389755997e-06
193169288723.2518,7.281478603930352e-06
193476372418.0269,7.97174658107014e-06
201191327597.332,8.236878653513866e-06
212106099242.04803,7.923336962027683e-06
209292083944.5417,7.79849956232429e-06
205174236142.6408,7.766919838724705e-06
201665155039.0522,7.92426129284439e-06
202285457845.02805,7.95668028229051e-06
202487838489.81024,8.11852547443816e-06
203814008631.0839,8.027635432730884e-06
207646210300.25568,8.1920383940318e-06
206556183728.5174,7.972881829458495e-06
198938648962.11807,8.78117707409602e-06
203772089472.57828,8.344352128039687e-06
205646479133.00052,8.39628120872856e-06
219219212409.75757,8.589468416673202e-06
224169023325.7192,8.458984573130796e-06
224074042592.1906,8.06600268005033e-06
216244233614.1083,7.758686278288805e-06
220510431589.73648,7.964777827660696e-06
208877329729.76624,8.08701367103788e-06
206566388817.34457,8.05823189812279e-06
210815619593.6071,8.003528622339893e-06
204297339233.5356,7.933557834416671e-06
205521882022.2424,7.954556581948394e-06
202873594491.5599,8.25325531921112e-06
212779039067.50537,8.437610201703557e-06
210673867415.57816,8.391368067478034e-06
207260995714.2856,8.41715905302292e-06
206980406108.99115,8.463935616862577e-06
204574399558.06357,8.108066704844504e-06
209652400919.0971,8.390413141004908e-06
213164299524.3033,8.043597836562943e-06
206263216972.31317,8.336553172432959e-06
198760175276.41235,8.121009916973918e-06
200169798450.03705,7.944478739930522e-06
201282647931.4244,7.982502269657371e-06
190136329082.23813,8.15343062252194e-06
193011333839.4624,8.221519382570712e-06
189084523276.409,8.658573688916334e-06
192915856491.4925,8.323176742761294e-06
195569914255.24835,8.420881871825618e-06
197536313621.5334,8.521154910660468e-06
199116106804.33563,8.139488354444407e-06
198714740527.7065,8.009862482792426e-06
208257626123.34277,7.91348740190004e-06
209937217649.58655,8.251056719967456e-06
205427044580.5188,8.35966179107302e-06
205790363930.9649,8.473846337693265e-06
214553936003.3909,8.26372610516665e-06
217642064922.42212,7.955549218315054e-06
208665439238.9456,8.059203495088649e-06
216607528345.1416,8.15918200802937e-06
216686626403.32144,8.225899168762036e-06
217641656827.8289,8.198875955162255e-06
232152998637.1956,7.992796028598612e-06
235869291422.1288,8.155669132570715e-06
236653881892.51303,8.053354853857252e-06
236125425905.98212,8.319550878769644e-06
223904697463.7846,8.047770232003533e-06
217013045724.9517,8.062307342668212e-06
213277834326.27008,7.902570812905233e-06
216054707811.2589,8.025994491956215e-06
212238943704.55112,7.87001745983736e-06
202897224878.17505,7.914639205857103e-06
205041573137.8953,7.706692057834817e-06
215076731485.4749,7.72970813733467e-06
216058655319.1545,8.022104921696941e-06
207401214769.6227,8.251172163491484e-06
210564921371.5492,8.14816337655828e-06
203849342885.6641,7.873951483173384e-06
205392394778.57333,7.727203109189353e-06
214742924239.9596,7.576687419657655e-06
207454281263.91583,7.515576607552347e-06
199048292044.8737,7.475690463842423e-06
203666211599.84644,7.300547029686677e-06
211761623599.2813,7.538129290815564e-06
215497189580.2536,7.873839956132416e-06
212854799315.21027,8.002732236722054e-06
218204167586.1944,7.904917903983051e-06
213688417322.4856,7.857317497449817e-06
208542790116.54117,7.66754813756445e-06
202366439691.1197,7.501486278445314e-06
195268054271.2786,7.778974849229871e-06
194176493815.64105,7.478255653343986e-06
187001980152.16263,7.770490660827162e-06
192529480880.5774,7.095537356920899e-06
193663714387.3756,7.260260966662346e-06
199411216343.9513,7.486061193568887e-06
201343439789.55252,7.208361700918083e-06
199709631652.83844,7.634078113326522e-06
205023301223.7315,7.600039492934391e-06
209031270787.03693,7.500172945228462e-06
203231446444.8881,7.375023785618868e-06
194262533624.0072,7.483275256461329e-06
192119155996.1158,7.750320102684673e-06
188745264883.11188,7.896973575303182e-06
185953842293.18192,7.734696184853543e-06
185151143523.5522,7.355552346139923e-06
178379572639.8662,7.358190140883422e-06
179880274989.4036,7.510430611180073e-06
185543191550.8152,7.88301653977519e-06
190834486260.7273,8.444521310017594e-06
196610441148.4925,7.90473921746834e-06
196432518387.402,8.265887084125365e-06
192873544470.18875,8.188695357907446e-06
193114997928.10275,8.009520052533591e-06
202467187615.9827,7.654372597126284e-06
201053277153.01,8.061380708470775e-06
207962639326.84625,8.179008004000068e-06
212589645252.86368,7.78504434728125e-06
209688989066.70416,7.787977841873452e-06
201933205357.64932,7.310725409212423e-06
189678699334.83527,7.58053207334803e-06
187578945072.31277,7.818940004801754e-06
196938716319.91068,7.963598343054362e-06
189632430984.5748,7.914843450550576e-06
189851348413.08356,7.76520707624127e-06
198367591874.887,7.809215821767986e-06
202585379993.4723,7.67139487387204e-06
206182072785.4024,7.599921840280869e-06
209167449091.7573,7.482427782834488e-06
205043012338.45715,7.337941062820032e-06
205368083146.20184,7.087426222408139e-06
205695091401.904,7.192270590785036e-06
194537332158.6313,7.313168296560478e-06
197585695599.31436,7.153869924614596e-06
194295292802.78964,7.14252062284401e-06
192119754334.0916,7.228595420707688e-06
193976037287.67743,7.222826960293624e-06
195307387146.59576,7.391866359543528e-06
200324124572.01797,7.513364108633121e-06
200757479984.2152,7.269361937248236e-06
209284308148.2393,7.591525170896884e-06
212768785840.76395,7.410224687760384e-06
205214607248.69705,7.6206574808075964e-06
203426866384.80585,7.382839960342514e-06
206253124714.2275,7.45118823503751e-06
196982234453.87967,7.654602515424807e-06
197694785067.81595,7.650307679287321e-06
203991560623.75784,7.705098887929827e-06
214667651903.86584,7.406138390353136e-06
211690569655.9369,7.488397881527322e-06
206788263943.4368,7.923086546171544e-06
211700638637.9498,7.732874126980287e-06
210318561665.51944,7.569706120730885e-06
218784005259.07312,7.638302038081907e-06
217011523218.2956,7.638996883343246e-06
207151023314.21964,7.515333017633406e-06
202743203015.4451,7.672157780346345e-06
197935865861.4167,7.791428960805867e-06
202573761561.1262,8.046139233362821e-06
203601183818.0381,7.862221349598446e-06
212322758194.29752,7.608432007580738e-06
211406110914.13815,7.878364748127397e-06
205583716369.2254,7.851438648696284e-06
212763747604.8997,8.084756397618427e-06
209195020804.0471,8.007987369453435e-06
207021058566.8958,8.115713507750625e-06
210262343775.39563,8.21747279966189e-06
212095148288.89743,8.00555924536552e-06
222440096832.71613,8.003002776914875e-06
213748704373.80017,8.160279347453646e-06
199981780760.52124,8.140192111809245e-06
202960188716.8188,8.348826218892167e-06
205416079573.51096,7.959805271867481e-06
206002451402.0146,8.116989900871041e-06
208674720730.05145,7.944580618678552e-06
208532923794.1739,8.062752679229866e-06
207352112874.7375,7.857595961829295e-06
210281440554.955,8.074050092502162e-06
215253942682.618,8.035011730902843e-06
211154209792.18893,8.002532893407902e-06
205233123453.57828,8.199362206281468e-06
204040221366.31448,7.756424522969573e-06
199221713916.2053,8.090538802492842e-06
196797529731.1385,8.006012118075827e-06
194504789707.74463,8.44167359151224e-06
189624091260.6478,8.237601768728297e-06
192367156956.727,8.452849280971305e-06
191299568759.7904,8.624124210809577e-06
191555946508.4665,8.567821801348429e-06
199524679298.48663,8.840413801481099e-06
199803659599.60727,8.446033519308509e-06
198123604825.1329,8.473674685455379e-06
195673710698.23624,8.237430685617379e-06
201147761684.20804,8.44969891386383e-06
201363453150.4102,8.005687208667235e-06
205258337047.48337,8.212370340432307e-06
213235212960.17416,8.14188069136064e-06
204836669139.50192,8.140707033320447e-06
209855585198.61505,8.414889711362348e-06
201568521347.96777,8.348720871157137e-06
196099010823.3276,7.870387114667008e-06
194822537328.62863,8.065401895518396e-06
202781444698.39395,8.393930449586743e-06
196621590081.5984,8.48778542536546e-06
200101897600.30487,8.136501984946659e-06
197093396616.26892,8.306145275020493e-06
195824154047.67508,8.168897959187657e-06
193271652011.34024,8.220338801653656e-06
192696194828.19565,8.18180072939226e-06
193341310102.96735,8.317374634053855e-06
192681128771.04752,8.291160714728676e-06
195805779049.2167,8.19434709395016e-06
198352997308.84943,8.266538485461105e-06
197564411254.8804,8.468478770959689e-06
197515903106.07428,8.202086242776462e-06
198463473353.00983,8.349172442529822e-06
195430643801.9496,8.335524505040343e-06
199690120948.92477,8.170061117224286e-06
209702920591.92548,8.438296241083892e-06
202386151625.9741,8.295237395885179e-06
204085396029.09225,8.431231634471218e-06
195174439844.7845,8.483158564072181e-06
193500454412.09537,8.355960592922834e-06
192233092739.0096,8.269612398644546e-06
198060222275.5506,8.198608736342256e-06
204055944099.77893,8.573272712995113e-06
212044112086.8642,8.510679286843509e-06
203584343035.81543,8.19037024720075e-06
202157274130.93112,8.373497125211767e-06
194446071891.0953,8.334907302199232e-06
200429747156.7736,8.043303639242702e-06
202606337528.6664,8.302528876931686e-06
202015997096.6064,8.450645371202684e-06
193199190141.872,8.047243711271959e-06
198270821490.5336,8.232252588982169e-06
203250375240.5072,8.397518165162398e-06
198433402858.57977,8.139142862674654e-06
190147628299.6349,8.136422622753157e-06
185888002262.62308,8.329666049945036e-06
189486268722.57043,7.887220792322021e-06
191934969060.01028,8.138081206722142e-06
197214363331.45724,8.556669870535343e-06
196233567015.82184,8.499195193508552e-06
195517333895.74905,8.606337497545131e-06
196174327011.29987,8.73388498891142e-06
203990541680.0839,8.439404068991691e-06
204655240021.2374,8.51684952509367e-06
198843395643.54214,8.265801259461542e-06
194501477497.511,8.008106505097749e-06
195364539343.433,8.122027719912147e-06
195038378786.72388,8.073110543555685e-06
199656664552.8885,8.201238698741235e-06
208076549624.5898,8.164547324333574e-06
211520232038.23053,7.930184790939705e-06
210458061660.73734,8.237153310527208e-06
210296703093.55496,8.088325542479063e-06
210324545145.39905,7.88877290432448e-06
205346815498.3994,8.004650338832484e-06
211456938372.97687,8.138498901343622e-06
207134908604.0619,8.147107925853677e-06
223282210134.83804,8.177451595660252e-06
216422876536.74127,8.511719775627755e-06
220973945544.35,8.10947396866632e-06
215410992939.54437,8.510871963763328e-06
216258350978.01508,8.22979095758889e-06
211228175643.15784,8.457490574202325e-06
217119219039.6932,8.049516760515254e-06
215070641898.64877,8.248452620070978e-06
213871096301.25647,8.19394239199965e-06
208792107306.34537,8.181904102901047e-06
213554207968.73428,8.417376815367765e-06
216306374253.3532,8.03492962560676e-06
219869840978.63123,8.298739772175454e-06
215446091499.52228,8.366340168260367e-06
213849067093.79965,8.275700601087798e-06
218192278984.304,8.065013167411624e-06
217922322260.7567,8.235750661121255e-06
213936891347.0441,8.122160396804496e-06
218058459833.64844,7.763885324315813e-06
213602452393.41583,7.81947253843347e-06
204497609025.8271,8.351365832941179e-06
206304775364.5503,8.528218496542555e-06
211384802960.90903,8.70255799290733e-06
208471400312.85043,8.642131916154498e-06
203928824823.8929,8.372854450657471e-06
208330041766.7979,8.262384946872059e-06
206994949323.9056,8.293635210682292e-06
201903389578.07364,8.280083163813432e-06
196563800058.20837,8.285400945896866e-06
195864396163.0501,8.26297660988481e-06
203749189304.71063,8.373235851695468e-06
204985991748.7297,8.518244060599903e-06
205762012546.03183,8.377167553690802e-06
195275383845.2128,8.62803042591519e-06
181541351080.5633,8.165079949161815e-06
178767054879.4207,8.282254069016246e-06
177796928327.8827,7.972433282681707e-06
180879365212.37195,7.915916448334939e-06
178018003360.1966,7.782747891523769e-06
183618925031.6055,7.735488858265395e-06
190503436712.59195,7.391552000293976e-06
190925375176.66492,7.506742908898877e-06
193290695442.90323,7.567513333310925e-06
195660593311.38895,7.743952018244459e-06
196414267959.34595,8.017849439256047e-06
195162870037.5555,7.711766918243005e-06
199432079844.98605,7.802101663713356e-06
198037155009.2504,7.56384766240396e-06
201439198202.9716,7.525133297153903e-06
194437840484.3733,7.359233069627735e-06
193980777910.7696,7.434028202086834e-06
200573874719.2912,7.411870121756742e-06
203724428050.82324,7.68228230434813e-06
208616620345.1049,7.428305614913601e-06
202317602768.0529,7.5921616545458974e-06
202317602768.0529,7.5921616545458974e-06
191920059270.0265,7.224541397753759e-06
193363953597.29132,7.058178054719626e-06
193359702483.498,6.9895401902096864e-06
192917483721.40027,7.325951444227125e-06
190914974092.21384,7.454536411247088e-06
198854071096.2173,7.182238140512585e-06
202113692478.7835,7.147530483395587e-06
194941777278.3243,7.24458501654475e-06
196041007731.99252,7.1634792048447126e-06
194417265576.05728,7.093501158242037e-06
193095693709.122,7.206039383133627e-06
193627726688.97903,7.483165431923225e-06
202156306527.6985,7.0762313538226924e-06
198339463518.8737,7.2109545623444385e-06
205172485955.6645,7.674931474641686e-06
202881492617.2888,7.614786046207864e-06
209265837452.71088,7.38092039767314e-06
208637104473.4629,7.2108888342633e-06
196975108152.9007,7.285750968222058e-06
193658907091.0798,7.423644891460781e-06
197418029936.52695,7.614207029748812e-06
