E_intercept,alpha_base,stress_mean,stress_sigma,feasible_mean_thr131,feasible_mean_thr120
229803723851.58755,7.022151273412466e-06,139.99549865722656,9.003783338448216,0.0,0.0
230347779724.87405,7.022151273412466e-06,140.39334106445312,9.019691897979863,0.0,0.0
230891835598.16055,7.022151273412466e-06,140.79165649414062,9.03573318903416,0.0,0.0
231435891471.44705,7.022151273412466e-06,141.19046020507812,9.05189805771299,0.0,0.0
231979947344.73355,7.022151273412466e-06,141.5897216796875,9.06819108096541,0.0,0.0
232524003218.02005,7.022151273412466e-06,141.98944091796875,9.08461225879142,0.0,0.0
233068059091.30655,7.022151273412466e-06,142.3896484375,9.101164337360457,0.0,0.0
233612114964.59305,7.022151273412466e-06,142.790283203125,9.117840908943837,0.0,0.0
234156170837.87955,7.022151273412466e-06,143.19137573242188,9.134661196727603,0.0,0.0
234700226711.16605,7.022151273412466e-06,143.59291076660156,9.151606892915524,0.0,0.0
235244282584.45255,7.022151273412466e-06,143.994873046875,9.168678912897413,0.0,0.0
235788338457.73904,7.022151273412466e-06,144.3972625732422,9.185879087452891,0.0,0.0
236332394331.02554,7.022151273412466e-06,144.80007934570312,9.203223893598565,0.0,0.0
236876450204.31204,7.022151273412466e-06,145.2032928466797,9.22069044658915,0.0,0.0
237420506077.59854,7.022151273412466e-06,145.60694885253906,9.238291561882008,0.0,0.0
237964561950.88504,7.022151273412466e-06,146.010986328125,9.256029985646567,0.0,0.0
238508617824.17154,7.022151273412466e-06,146.41542053222656,9.27390480249302,0.0,0.0
239052673697.45804,7.022151273412466e-06,146.82025146484375,9.291910520082498,0.0,0.0
239596729570.74454,7.022151273412466e-06,147.2254638671875,9.310051715364057,0.0,0.0
174854080649.65118,7.043088405712565e-06,103.19609069824219,7.9394266507451805,1.0,1.0
175398136522.93768,7.043088405712565e-06,103.5233383178711,7.945256768453741,1.0,1.0
175942192396.22418,7.043088405712565e-06,103.85143280029297,7.951165609686078,1.0,1.0
176486248269.51068,7.043088405712565e-06,104.18038177490234,7.957149512882947,1.0,1.0
177030304142.79718,7.043088405712565e-06,104.5101318359375,7.963208478044348,1.0,1.0
177574360016.08368,7.043088405712565e-06,104.84078216552734,7.969341589780469,1.0,1.0
178118415889.37018,7.043088405712565e-06,105.17227935791016,7.975550678870933,1.0,1.0
178662471762.65668,7.043088405712565e-06,105.5046157836914,7.981834829925928,1.0,1.0
179206527635.94318,7.043088405712565e-06,105.83782958984375,7.988194042945456,1.0,1.0
179750583509.22968,7.043088405712565e-06,106.17185974121094,7.9946374718276285,1.0,1.0
180294639382.51617,7.043088405712565e-06,106.50674438476562,8.001157793453954,1.0,1.0
180838695255.80267,7.043088405712565e-06,106.84246063232422,8.007752261655002,1.0,1.0
181382751129.08917,7.043088405712565e-06,107.1790542602539,8.014429114939071,1.0,1.0
181926807002.37567,7.043088405712565e-06,107.51644897460938,8.021180114797861,1.0,1.0
182470862875.66217,7.043088405712565e-06,107.85469055175781,8.028012584349863,1.0,1.0
183014918748.94867,7.043088405712565e-06,108.19377136230469,8.03493018515432,1.0,1.0
183558974622.23517,7.043088405712565e-06,108.53372192382812,8.041924678702932,1.0,1.0
184103030495.52167,7.043088405712565e-06,108.87447357177734,8.049001557334567,1.0,1.0
184647086368.80817,7.043088405712565e-06,109.216064453125,8.056161736439035,1.0,1.0
185191142242.09467,7.043088405712565e-06,109.55845642089844,8.063406131406149,1.0,1.0
185735198115.38116,7.043088405712565e-06,109.9017105102539,8.070731080676662,1.0,1.0
186279253988.66766,7.043088405712565e-06,110.24579620361328,8.078142991979254,1.0,1.0
186823309861.95416,7.043088405712565e-06,110.5906753540039,8.085627219076946,1.0,1.0
187367365735.24066,7.043088405712565e-06,110.9364013671875,8.093205731325206,1.0,1.0
187911421608.52716,7.043088405712565e-06,111.28291320800781,8.10086845943611,1.0,1.0
188455477481.81366,7.043088405712565e-06,111.6302719116211,8.108615403409662,1.0,1.0
188999533355.10016,7.043088405712565e-06,111.97843933105469,8.116449309415293,1.0,1.0
189543589228.38666,7.043088405712565e-06,112.3274154663086,8.124372923622436,1.0,1.0
190087645101.67316,7.043088405712565e-06,112.67719268798828,8.132380753692225,1.0,1.0
190631700974.95966,7.043088405712565e-06,113.0278091430664,8.14047371501447,1.0,1.0
191175756848.24615,7.043088405712565e-06,113.37921905517578,8.148660046097476,1.0,1.0
191719812721.53265,7.043088405712565e-06,113.73140716552734,8.15693425460237,1.0,1.0
192263868594.81915,7.043088405712565e-06,114.08441162109375,8.165297255918967,1.0,1.0
192807924468.10565,7.043088405712565e-06,114.43821716308594,8.173746303877833,1.0,1.0
193351980341.39215,7.043088405712565e-06,114.79281616210938,8.182289636987267,1.0,1.0
193896036214.67865,7.043088405712565e-06,115.148193359375,8.190922678298216,1.0,1.0
194440092087.96515,7.043088405712565e-06,115.5043716430664,8.199651835539358,1.0,1.0
194984147961.25165,7.043088405712565e-06,115.86133575439453,8.20846795481258,1.0,1.0
195528203834.53815,7.043088405712565e-06,116.21905517578125,8.217372866897502,1.0,1.0
196072259707.82465,7.043088405712565e-06,116.57760620117188,8.226379387251487,1.0,1.0
196616315581.11115,7.043088405712565e-06,116.93690490722656,8.235471954247739,1.0,1.0
197160371454.39764,7.043088405712565e-06,117.29696655273438,8.244666129513051,1.0,1.0
197704427327.68414,7.043088405712565e-06,117.6578140258789,8.253949097590068,1.0,1.0
198248483200.97064,7.043088405712565e-06,118.0194320678711,8.263333673936144,1.0,1.0
198792539074.25714,7.043088405712565e-06,118.38177490234375,8.272804296924487,1.0,1.0
199336594947.54364,7.043088405712565e-06,118.74493408203125,8.28237378201246,1.0,1.0
199880650820.83014,7.043088405712565e-06,119.10882568359375,8.292043959979681,1.0,1.0
200424706694.11664,7.043088405712565e-06,119.47347259521484,8.301813915436341,1.0,1.0
200968762567.40314,7.043088405712565e-06,119.8388442993164,8.311676325263948,1.0,1.0
201512818440.68964,7.043088405712565e-06,120.2049789428711,8.321638512580993,1.0,0.0
202056874313.97614,7.043088405712565e-06,120.57185363769531,8.331702308167099,1.0,0.0
202600930187.26263,7.043088405712565e-06,120.93950653076172,8.341867712022268,1.0,0.0
203144986060.54913,7.043088405712565e-06,121.307861328125,8.35212465485857,1.0,0.0
203689041933.83563,7.043088405712565e-06,121.67693328857422,8.362490529082427,1.0,0.0
204233097807.12213,7.043088405712565e-06,122.04676055908203,8.372949773067042,1.0,0.0
204777153680.40863,7.043088405712565e-06,122.41727447509766,8.383514286879961,1.0,0.0
205321209553.69513,7.043088405712565e-06,122.78853607177734,8.394183155131378,1.0,0.0
205865265426.98163,7.043088405712565e-06,123.16051483154297,8.404952716262045,1.0,0.0
206409321300.26813,7.043088405712565e-06,123.53321075439453,8.415822054882149,1.0,0.0
206953377173.55463,7.043088405712565e-06,123.90660095214844,8.426800324889806,1.0,0.0
207497433046.84113,7.043088405712565e-06,124.28068542480469,8.437887526285014,1.0,0.0
208041488920.12762,7.043088405712565e-06,124.65550231933594,8.449069012830792,1.0,0.0
208585544793.41412,7.043088405712565e-06,125.03099060058594,8.460362176933558,1.0,0.0
209129600666.70062,7.043088405712565e-06,125.40717315673828,8.47176152625444,1.0,0.0
209673656539.98712,7.043088405712565e-06,125.78402709960938,8.483264314624007,1.0,0.0
210217712413.27362,7.043088405712565e-06,126.16158294677734,8.494875118991315,1.0,0.0
210761768286.56012,7.043088405712565e-06,126.53983306884766,8.506595770135984,1.0,0.0
211305824159.84662,7.043088405712565e-06,126.91870880126953,8.518423521888584,1.0,0.0
211849880033.13312,7.043088405712565e-06,127.29827880859375,8.530358374249113,1.0,0.0
212393935906.41962,7.043088405712565e-06,127.67852783203125,8.542402157997195,1.0,0.0
212937991779.70612,7.043088405712565e-06,128.05941772460938,8.554558534692074,1.0,0.0
213482047652.9926,7.043088405712565e-06,128.4409637451172,8.566818350435636,1.0,0.0
214026103526.2791,7.043088405712565e-06,128.82315063476562,8.579198082244487,1.0,0.0
214570159399.5656,7.043088405712565e-06,129.20599365234375,8.591688576220513,1.0,0.0
215114215272.8521,7.043088405712565e-06,129.5894775390625,8.604287086194278,1.0,0.0
215658271146.1386,7.043088405712565e-06,129.9735870361328,8.616995442945408,1.0,0.0
216202327019.4251,7.043088405712565e-06,130.35836791992188,8.629822800372013,1.0,0.0
216746382892.7116,7.043088405712565e-06,130.74371337890625,8.642762750745417,1.0,0.0
217290438765.9981,7.043088405712565e-06,131.1297149658203,8.655815294065619,0.0,0.0
217834494639.2846,7.043088405712565e-06,131.51632690429688,8.668985007281675,0.0,0.0
218378550512.5711,7.043088405712565e-06,131.90354919433594,8.682266398054717,0.0,0.0
218922606385.85757,7.043088405712565e-06,132.2913818359375,8.695661297164367,0.0,0.0
219466662259.14407,7.043088405712565e-06,132.67979431152344,8.709177943118927,0.0,0.0
220010718132.43057,7.043088405712565e-06,133.06883239746094,8.722807182020286,0.0,0.0
220554774005.71707,7.043088405712565e-06,133.4584503173828,8.73656091393599,0.0,0.0
221098829879.00357,7.043088405712565e-06,133.84864807128906,8.750423577239246,0.0,0.0
221642885752.29007,7.043088405712565e-06,134.23941040039062,8.764412564336471,0.0,0.0
222186941625.57657,7.043088405712565e-06,134.63075256347656,8.778511398211059,0.0,0.0
222730997498.86307,7.043088405712565e-06,135.02267456054688,8.79273472509999,0.0,0.0
223275053372.14957,7.043088405712565e-06,135.4151611328125,8.807079798833835,0.0,0.0
223819109245.43607,7.043088405712565e-06,135.80819702148438,8.821543873243154,0.0,0.0
224363165118.72256,7.043088405712565e-06,136.20179748535156,8.83612511754833,0.0,0.0
224907220992.00906,7.043088405712565e-06,136.59593200683594,8.850836347206718,0.0,0.0
225451276865.29556,7.043088405712565e-06,136.99061584472656,8.865662915981337,0.0,0.0
225995332738.58206,7.043088405712565e-06,137.3858184814453,8.880615808549924,0.0,0.0
226539388611.86856,7.043088405712565e-06,137.78155517578125,8.895693194132857,0.0,0.0
227083444485.15506,7.043088405712565e-06,138.17784118652344,8.910886834221833,0.0,0.0
227627500358.44156,7.043088405712565e-06,138.57460021972656,8.926207713494588,0.0,0.0
228171556231.72806,7.043088405712565e-06,138.97190856933594,8.941657662730744,0.0,0.0
228715612105.01456,7.043088405712565e-06,139.3697052001953,8.957225697252566,0.0,0.0
229259667978.30106,7.043088405712565e-06,139.76800537109375,8.972927378686848,0.0,0.0
229803723851.58755,7.043088405712565e-06,140.16677856445312,8.988747145406794,0.0,0.0
230347779724.87405,7.043088405712565e-06,140.56607055664062,9.004700559039199,0.0,0.0
230891835598.16055,7.043088405712565e-06,140.96585083007812,9.020780296465572,0.0,0.0
231435891471.44705,7.043088405712565e-06,141.3660888671875,9.036988188465536,0.0,0.0
231979947344.73355,7.043088405712565e-06,141.7667999267578,9.0533169119206,0.0,0.0
232524003218.02005,7.043088405712565e-06,142.16796875,9.069782028457556,0.0,0.0
233068059091.30655,7.043088405712565e-06,142.56961059570312,9.086371638008858,0.0,0.0
233612114964.59305,7.043088405712565e-06,142.97169494628906,9.103093979082807,0.0,0.0
234156170837.87955,7.043088405712565e-06,143.3742218017578,9.119952713238648,0.0,0.0
234700226711.16605,7.043088405712565e-06,143.77720642089844,9.136930448069966,0.0,0.0
235244282584.45255,7.043088405712565e-06,144.18060302734375,9.154048237542424,0.0,0.0
235788338457.73904,7.043088405712565e-06,144.58444213867188,9.171295096978282,0.0,0.0
236332394331.02554,7.043088405712565e-06,144.98870849609375,9.188672857157167,0.0,0.0
236876450204.31204,7.043088405712565e-06,145.3933563232422,9.206184264248508,0.0,0.0
237420506077.59854,7.043088405712565e-06,145.79843139648438,9.223828402862498,0.0,0.0
237964561950.88504,7.043088405712565e-06,146.20391845703125,9.241607103778758,0.0,0.0
238508617824.17154,7.043088405712565e-06,146.6097869873047,9.259522197776912,0.0,0.0
239052673697.45804,7.043088405712565e-06,147.01605224609375,9.2775691079079,0.0,0.0
239596729570.74454,7.043088405712565e-06,147.4226837158203,9.295753326510592,0.0,0.0
174854080649.65118,7.064025538012665e-06,103.2302017211914,7.920884514726246,1.0,1.0
175398136522.93768,7.064025538012665e-06,103.55864715576172,7.92675124802726,1.0,1.0
175942192396.22418,7.064025538012665e-06,103.88795471191406,7.932689381733561,1.0,1.0
176486248269.51068,7.064025538012665e-06,104.21809387207031,7.938705323573828,1.0,1.0
177030304142.79718,7.064025538012665e-06,104.54910278320312,7.94479907354806,1.0,1.0
177574360016.08368,7.064025538012665e-06,104.8809814453125,7.9509614777581445,1.0,1.0
178118415889.37018,7.064025538012665e-06,105.21371459960938,7.957202605492006,1.0,1.0
178662471762.65668,7.064025538012665e-06,105.54727172851562,7.9635242875292676,1.0,1.0
179206527635.94318,7.064025538012665e-06,105.8817138671875,7.9699173699718155,1.0,1.0
179750583509.22968,7.064025538012665e-06,106.21696472167969,7.976391922107574,1.0,1.0
180294639382.51617,7.064025538012665e-06,106.55310821533203,7.982943366987487,1.0,1.0
180838695255.80267,7.064025538012665e-06,106.89009094238281,7.989570789221744,1.0,1.0
181382751129.08917,7.064025538012665e-06,107.22791290283203,7.996280596539021,1.0,1.0
181926807002.37567,7.064025538012665e-06,107.56658172607422,8.003067296600454,1.0,1.0
182470862875.66217,7.064025538012665e-06,107.90608978271484,8.009935466355099,1.0,1.0
183014918748.94867,7.064025538012665e-06,108.2464599609375,8.01688235963352,1.0,1.0
183558974622.23517,7.064025538012665e-06,108.58763885498047,8.023912553384775,1.0,1.0
184103030495.52167,7.064025538012665e-06,108.92967987060547,8.031018724490373,1.0,1.0
184647086368.80817,7.064025538012665e-06,109.2725601196289,8.038214603797485,1.0,1.0
185191142242.09467,7.064025538012665e-06,109.6162338256836,8.045490122018185,1.0,1.0
185735198115.38116,7.064025538012665e-06,109.96077728271484,8.052848025321907,1.0,1.0
186279253988.66766,7.064025538012665e-06,110.3061294555664,8.060294721437332,1.0,1.0
186823309861.95416,7.064025538012665e-06,110.65233612060547,8.067817394907099,1.0,1.0
187367365735.24066,7.064025538012665e-06,110.99935150146484,8.075426115019134,1.0,1.0
187911421608.52716,7.064025538012665e-06,111.34717559814453,8.083119966383626,1.0,1.0
188455477481.81366,7.064025538012665e-06,111.69583892822266,8.0909090182885,1.0,1.0
188999533355.10016,7.064025538012665e-06,112.0452880859375,8.09877587832734,1.0,1.0
189543589228.38666,7.064025538012665e-06,112.39558410644531,8.10673153117788,1.0,1.0
190087645101.67316,7.064025538012665e-06,112.74671936035156,8.11477323067069,1.0,1.0
190631700974.95966,7.064025538012665e-06,113.09864044189453,8.122905553754824,1.0,1.0
191175756848.24615,7.064025538012665e-06,113.45136260986328,8.131123008091414,1.0,1.0
191719812721.53265,7.064025538012665e-06,113.80490112304688,8.139430170629518,1.0,1.0
192263868594.81915,7.064025538012665e-06,114.15921783447266,8.147824295199703,1.0,1.0
192807924468.10565,7.064025538012665e-06,114.51435089111328,8.156316366479702,1.0,1.0
193351980341.39215,7.064025538012665e-06,114.87028503417969,8.164893569012158,1.0,1.0
193896036214.67865,7.064025538012665e-06,115.22701263427734,8.17355590279707,1.0,1.0
194440092087.96515,7.064025538012665e-06,115.58452606201172,8.182317098681608,1.0,1.0
194984147961.25165,7.064025538012665e-06,115.94285583496094,8.19117349510653,1.0,1.0
195528203834.53815,7.064025538012665e-06,116.30193328857422,8.20011685356353,1.0,1.0
196072259707.82465,7.064025538012665e-06,116.66181945800781,8.209152666391478,1.0,1.0
196616315581.11115,7.064025538012665e-06,117.02246856689453,8.218284595149619,1.0,1.0
197160371454.39764,7.064025538012665e-06,117.38390350341797,8.227512639837952,1.0,1.0
197704427327.68414,7.064025538012665e-06,117.74610900878906,8.236827646558366,1.0,1.0
198248483200.97064,7.064025538012665e-06,118.10909271240234,8.24624517693765,1.0,1.0
198792539074.25714,7.064025538012665e-06,118.47283935546875,8.255757907857317,1.0,1.0
199336594947.54364,7.064025538012665e-06,118.83731842041016,8.265367670096989,1.0,1.0
199880650820.83014,7.064025538012665e-06,119.20258331298828,8.275067140538173,1.0,1.0
200424706694.11664,7.064025538012665e-06,119.56861114501953,8.284873711587288,1.0,1.0
200968762567.40314,7.064025538012665e-06,119.93538665771484,8.294774567786972,1.0,1.0
201512818440.68964,7.064025538012665e-06,120.30290985107422,8.304770624527038,1.0,0.0
202056874313.97614,7.064025538012665e-06,120.67119598388672,8.314867374146353,1.0,0.0
202600930187.26263,7.064025538012665e-06,121.04020690917969,8.325067562814352,1.0,0.0
203144986060.54913,7.064025538012665e-06,121.40992736816406,8.335362036632922,1.0,0.0
203689041933.83563,7.064025538012665e-06,121.78041076660156,8.345761780279798,1.0,0.0
204233097807.12213,7.064025538012665e-06,122.15164184570312,8.35625855524668,1.0,0.0
204777153680.40863,7.064025538012665e-06,122.5235595703125,8.366857853872432,1.0,0.0
205321209553.69513,7.064025538012665e-06,122.89620971679688,8.377566999275547,1.0,0.0
205865265426.98163,7.064025538012665e-06,123.26959991455078,8.388375006778292,1.0,0.0
206409321300.26813,7.064025538012665e-06,123.64369201660156,8.39928096099085,1.0,0.0
206953377173.55463,7.064025538012665e-06,124.01850128173828,8.41029584659096,1.0,0.0
207497433046.84113,7.064025538012665e-06,124.39398956298828,8.421410509680511,1.0,0.0
208041488920.12762,7.064025538012665e-06,124.77021026611328,8.432637765716857,1.0,0.0
208585544793.41412,7.064025538012665e-06,125.14710998535156,8.443965714632453,1.0,0.0
209129600666.70062,7.064025538012665e-06,125.52472686767578,8.455398017986544,1.0,0.0
209673656539.98712,7.064025538012665e-06,125.9029769897461,8.466941083507812,1.0,0.0
210217712413.27362,7.064025538012665e-06,126.281982421875,8.478586672687952,1.0,0.0
210761768286.56012,7.064025538012665e-06,126.66162872314453,8.490344854814888,1.0,0.0
211305824159.84662,7.064025538012665e-06,127.04194641113281,8.502210137549753,1.0,0.0
211849880033.13312,7.064025538012665e-06,127.42294311523438,8.51418526706198,1.0,0.0
212393935906.41962,7.064025538012665e-06,127.80459594726562,8.526268412571952,1.0,0.0
212937991779.70612,7.064025538012665e-06,128.18690490722656,8.53845774330004,1.0,0.0
213482047652.9926,7.064025538012665e-06,128.5699005126953,8.550761497754547,1.0,0.0
214026103526.2791,7.064025538012665e-06,128.95350646972656,8.563173268206794,1.0,0.0
214570159399.5656,7.064025538012665e-06,129.3378143310547,8.575699462385463,1.0,0.0
215114215272.8521,7.064025538012665e-06,129.72271728515625,8.588336418731307,1.0,0.0
215658271146.1386,7.064025538012665e-06,130.1082763671875,8.601086883413759,1.0,0.0
216202327019.4251,7.064025538012665e-06,130.49447631835938,8.613949941043009,1.0,0.0
216746382892.7116,7.064025538012665e-06,130.8812713623047,8.626931083957924,1.0,0.0
217290438765.9981,7.064025538012665e-06,131.26869201660156,8.640019327480768,0.0,0.0
217834494639.2846,7.064025538012665e-06,131.65673828125,8.65322016395041,0.0,0.0
218378550512.5711,7.064025538012665e-06,132.04542541503906,8.666543662654774,0.0,0.0
218922606385.85757,7.064025538012665e-06,132.43470764160156,8.679977923526312,0.0,0.0
219466662259.14407,7.064025538012665e-06,132.82455444335938,8.693537592802008,0.0,0.0
220010718132.43057,7.064025538012665e-06,133.21502685546875,8.707204362685633,0.0,0.0
220554774005.71707,7.064025538012665e-06,133.60609436035156,8.72099379480398,0.0,0.0
221098829879.00357,7.064025538012665e-06,133.99774169921875,8.734895819869125,0.0,0.0
221642885752.29007,7.064025538012665e-06,134.38995361328125,8.748921422558803,0.0,0.0
222186941625.57657,7.064025538012665e-06,134.7827606201172,8.763063279754524,0.0,0.0
222730997498.86307,7.064025538012665e-06,135.1761016845703,8.777326883795157,0.0,0.0
223275053372.14957,7.064025538012665e-06,135.57003784179688,8.791703996172398,0.0,0.0
223819109245.43607,7.064025538012665e-06,135.9645233154297,8.806215670851909,0.0,0.0
224363165118.72256,7.064025538012665e-06,136.3595733642578,8.820834446139349,0.0,0.0
224907220992.00906,7.064025538012665e-06,136.75515747070312,8.835583206780004,0.0,0.0
225451276865.29556,7.064025538012665e-06,137.15127563476562,8.85044730653689,0.0,0.0
225995332738.58206,7.064025538012665e-06,137.54795837402344,8.8654423070368,0.0,0.0
226539388611.86856,7.064025538012665e-06,137.9451446533203,8.880550815873319,0.0,0.0
227083444485.15506,7.064025538012665e-06,138.34283447265625,8.895792056232484,0.0,0.0
227627500358.44156,7.064025538012665e-06,138.74110412597656,8.911153212656938,0.0,0.0
228171556231.72806,7.064025538012665e-06,139.1398468017578,8.926637031316115,0.0,0.0
228715612105.01456,7.064025538012665e-06,139.53907775878906,8.942252666108129,0.0,0.0
229259667978.30106,7.064025538012665e-06,139.93882751464844,8.957990047745053,0.0,0.0
229803723851.58755,7.064025538012665e-06,140.33908081054688,8.973851922396323,0.0,0.0
230347779724.87405,7.064025538012665e-06,140.73980712890625,8.989844697790616,0.0,0.0
230891835598.16055,7.064025538012665e-06,141.14102172851562,9.005967458538123,0.0,0.0
231435891471.44705,7.064025538012665e-06,141.542724609375,9.022207389181485,0.0,0.0
231979947344.73355,7.064025538012665e-06,141.9448699951172,9.038582797516927,0.0,0.0
232524003218.02005,7.064025538012665e-06,142.34750366210938,9.055087275815772,0.0,0.0
233068059091.30655,7.064025538012665e-06,142.75059509277344,9.071721739467831,0.0,0.0
233612114964.59305,7.064025538012665e-06,143.15411376953125,9.088482526913857,0.0,0.0
234156170837.87955,7.064025538012665e-06,143.55810546875,9.105377876662153,0.0,0.0
234700226711.16605,7.064025538012665e-06,143.96250915527344,9.122402296373851,0.0,0.0
235244282584.45255,7.064025538012665e-06,144.36737060546875,9.139558532218386,0.0,0.0
235788338457.73904,7.064025538012665e-06,144.7726593017578,9.156846584195755,0.0,0.0
236332394331.02554,7.064025538012665e-06,145.17832946777344,9.174264621526339,0.0,0.0
236876450204.31204,7.064025538012665e-06,145.58445739746094,9.191819967328627,0.0,0.0
237420506077.59854,7.064025538012665e-06,145.99098205566406,9.209508044653562,0.0,0.0
237964561950.88504,7.064025538012665e-06,146.39788818359375,9.227327022721521,0.0,0.0
238508617824.17154,7.064025538012665e-06,146.80520629882812,9.24527964770194,0.0,0.0
239052673697.45804,7.064025538012665e-06,147.21290588378906,9.263365919594817,0.0,0.0
239596729570.74454,7.064025538012665e-06,147.62098693847656,9.281598653857513,0.0,0.0
174854080649.65118,7.084962670312765e-06,103.26473236083984,7.902455887043919,1.0,1.0
175398136522.93768,7.084962670312765e-06,103.59439086914062,7.908357405157766,1.0,1.0
175942192396.22418,7.084962670312765e-06,103.92488098144531,7.914330323676898,1.0,1.0
176486248269.51068,7.084962670312765e-06,104.25627136230469,7.920379219550374,1.0,1.0
177030304142.79718,7.084962670312765e-06,104.5885009765625,7.9264986004393245,1.0,1.0
177574360016.08368,7.084962670312765e-06,104.92160034179688,7.932698535631674,1.0,1.0
178118415889.37018,7.084962670312765e-06,105.25556182861328,7.938973532788557,1.0,1.0
178662471762.65668,7.084962670312765e-06,105.59037780761719,7.945326338079404,1.0,1.0
179206527635.94318,7.084962670312765e-06,105.9260482788086,7.951756951504218,1.0,1.0
179750583509.22968,7.084962670312765e-06,106.2625732421875,7.958262626893562,1.0,1.0
180294639382.51617,7.084962670312765e-06,106.59996795654297,7.9648479411964965,1.0,1.0
180838695255.80267,7.084962670312765e-06,106.93818664550781,7.971506486684339,1.0,1.0
181382751129.08917,7.084962670312765e-06,107.27726745605469,7.978250163424637,1.0,1.0
181926807002.37567,7.084962670312765e-06,107.61719512939453,7.985067986739657,1.0,1.0
182470862875.66217,7.084962670312765e-06,107.95799255371094,7.991972772086755,1.0,1.0
183014918748.94867,7.084962670312765e-06,108.29962158203125,7.998958111737253,1.0,1.0
183558974622.23517,7.084962670312765e-06,108.64207458496094,8.00601576718285,1.0,1.0
184103030495.52167,7.084962670312765e-06,108.98542785644531,8.013163130829959,1.0,1.0
184647086368.80817,7.084962670312765e-06,109.32955169677734,8.0203855564416,1.0,1.0
185191142242.09467,7.084962670312765e-06,109.6745376586914,8.027697690254755,1.0,1.0
185735198115.38116,7.084962670312765e-06,110.0203628540039,8.035088547591686,1.0,1.0
186279253988.66766,7.084962670312765e-06,110.36702728271484,8.042564536181073,1.0,1.0
186823309861.95416,7.084962670312765e-06,110.71451568603516,8.050130232971975,1.0,1.0
187367365735.24066,7.084962670312765e-06,111.06283569335938,8.057774653286653,1.0,1.0
187911421608.52716,7.084962670312765e-06,111.41197967529297,8.06549871251492,1.0,1.0
188455477481.81366,7.084962670312765e-06,111.76195526123047,8.073317972283569,1.0,1.0
188999533355.10016,7.084962670312765e-06,112.11272430419922,8.081222363304674,1.0,1.0
189543589228.38666,7.084962670312765e-06,112.46435546875,8.089209139408801,1.0,1.0
190087645101.67316,7.084962670312765e-06,112.8167724609375,8.097286539104255,1.0,1.0
190631700974.95966,7.084962670312765e-06,113.17003631591797,8.105449985441975,1.0,1.0
191175756848.24615,7.084962670312765e-06,113.52407836914062,8.113706801540454,1.0,1.0
191719812721.53265,7.084962670312765e-06,113.87895965576172,8.122046002721955,1.0,1.0
192263868594.81915,7.084962670312765e-06,114.23460388183594,8.130475827494783,1.0,1.0
192807924468.10565,7.084962670312765e-06,114.59109497070312,8.139002683587613,1.0,1.0
193351980341.39215,7.084962670312765e-06,114.9483871459961,8.147615586322711,1.0,1.0
193896036214.67865,7.084962670312765e-06,115.30645751953125,8.15631545108989,1.0,1.0
194440092087.96515,7.084962670312765e-06,115.66532897949219,8.165114177956696,1.0,1.0
194984147961.25165,7.084962670312765e-06,116.0250015258789,8.173998036075957,1.0,1.0
195528203834.53815,7.084962670312765e-06,116.38542938232422,8.182981671684658,1.0,1.0
196072259707.82465,7.084962670312765e-06,116.74667358398438,8.192051353935625,1.0,1.0
196616315581.11115,7.084962670312765e-06,117.10867309570312,8.201221729065843,1.0,1.0
197160371454.39764,7.084962670312765e-06,117.47148132324219,8.210480897007763,1.0,1.0
197704427327.68414,7.084962670312765e-06,117.83506774902344,8.21983160393082,1.0,1.0
198248483200.97064,7.084962670312765e-06,118.19938659667969,8.229284834512747,1.0,1.0
198792539074.25714,7.084962670312765e-06,118.56453704833984,8.238833265635058,1.0,1.0
199336594947.54364,7.084962670312765e-06,118.93040466308594,8.248482389636617,1.0,1.0
199880650820.83014,7.084962670312765e-06,119.29706573486328,8.258216644890634,1.0,1.0
200424706694.11664,7.084962670312765e-06,119.6644515991211,8.268053423803522,1.0,1.0
200968762567.40314,7.084962670312765e-06,120.03260803222656,8.277994557154907,1.0,0.0
201512818440.68964,7.084962670312765e-06,120.40152740478516,8.28802906026705,1.0,0.0
202056874313.97614,7.084962670312765e-06,120.77120208740234,8.298156933139952,1.0,0.0
202600930187.26263,7.084962670312765e-06,121.14160919189453,8.308391906620782,1.0,0.0
203144986060.54913,7.084962670312765e-06,121.51274108886719,8.318725742201242,1.0,0.0
203689041933.83563,7.084962670312765e-06,121.88460540771484,8.329162101440572,1.0,0.0
204233097807.12213,7.084962670312765e-06,122.25724029541016,8.339700984338775,1.0,0.0
204777153680.40863,7.084962670312765e-06,122.63056945800781,8.350338729336604,1.0,0.0
205321209553.69513,7.084962670312765e-06,123.004638671875,8.361076251823873,1.0,0.0
205865265426.98163,7.084962670312765e-06,123.37943267822266,8.371919044139448,1.0,0.0
206409321300.26813,7.084962670312765e-06,123.75494384765625,8.38286710628333,1.0,0.0
206953377173.55463,7.084962670312765e-06,124.13115692138672,8.393917692086085,1.0,0.0
207497433046.84113,7.084962670312765e-06,124.5080795288086,8.405069886157898,1.0,0.0
208041488920.12762,7.084962670312765e-06,124.88571166992188,8.416330096227455,1.0,0.0
208585544793.41412,7.084962670312765e-06,125.26402282714844,8.427695576125318,1.0,0.0
209129600666.70062,7.084962670312765e-06,125.64305877685547,8.43916998741073,1.0,0.0
209673656539.98712,7.084962670312765e-06,126.02274322509766,8.450749668524452,1.0,0.0
