output,y_true_mean,y_true_std,y_true_min,y_true_max,y_pred_mean,y_pred_std,y_pred_min,y_pred_max,is_near_constant_target
iteration1_keff,1.1133588552474976,0.0,1.1133588552474976,1.1133588552474976,1.1127351522445679,0.053127530962228775,0.8708597421646118,1.3620673418045044,True
iteration1_avg_fuel_temp,1014.6852416992188,8.863113403320312,1000.5399780273438,1067.1500244140625,1015.2642822265625,5.92830753326416,1004.4204711914062,1047.9381103515625,False
iteration1_max_fuel_temp,1100.818359375,15.369105339050293,1075.260009765625,1189.5799560546875,1101.935546875,11.13348388671875,1083.4395751953125,1169.7142333984375,False
iteration1_max_monolith_temp,1065.58837890625,17.719980239868164,1036.489990234375,1168.8499755859375,1066.9073486328125,14.219539642333984,1042.002197265625,1147.4990234375,False
iteration1_max_global_stress,203.73809814453125,44.90362548828125,103.08999633789062,412.5,200.10610961914062,38.49482727050781,106.25733947753906,330.5665588378906,False
iteration1_monolith_new_temperature,954.923583984375,3.024254083633423,950.5297241210938,973.6697998046875,955.0269775390625,2.342134714126587,951.1775512695312,968.5193481445312,False
iteration1_Hcore_after,152.32948303222656,0.17566508054733276,151.915771484375,152.7544708251953,152.3502960205078,0.20792806148529053,151.86000061035156,152.9232635498047,False
iteration1_wall2,29.921667098999023,0.024144114926457405,29.8565673828125,29.978059768676758,29.92204475402832,0.0239767637103796,29.848852157592773,29.977800369262695,False
iteration2_keff,1.1035819053649902,0.0007096963236108422,1.1015880107879639,1.1053885221481323,1.1034995317459106,0.0006617293111048639,1.1019140481948853,1.1053560972213745,False
iteration2_avg_fuel_temp,1000.5131225585938,3.76291561126709,992.72998046875,1022.0800170898438,1000.7265625,2.6006338596343994,996.5100708007812,1016.2666625976562,False
iteration2_max_fuel_temp,1073.64306640625,6.981391906738281,1058.68994140625,1112.0999755859375,1073.561767578125,5.3369975090026855,1065.3092041015625,1104.1168212890625,False
iteration2_max_monolith_temp,1035.9761962890625,7.879031658172607,1019.4400024414062,1079.6700439453125,1036.04052734375,6.097348690032959,1026.649169921875,1071.676513671875,False
iteration2_max_global_stress,162.958740234375,31.80679702758789,86.75,278.3899841308594,162.24534606933594,29.769702911376953,92.21483612060547,266.7931823730469,False
iteration2_monolith_new_temperature,950.6708374023438,1.0656037330627441,948.7127685546875,957.4866333007812,950.587646484375,0.7222838401794434,949.5087890625,954.792724609375,False
iteration2_Hcore_after,152.31607055664062,0.17454776167869568,151.8998565673828,152.7327880859375,152.3169708251953,0.16790762543678284,151.92776489257812,152.73841857910156,False
iteration2_wall2,29.918405532836914,0.023825131356716156,29.85307502746582,29.975364685058594,29.917980194091797,0.023710452020168304,29.850387573242188,29.974111557006836,False
