output,y_true_mean,y_true_std,y_true_min,y_true_max,y_pred_mean,y_pred_std,y_pred_min,y_pred_max,is_near_constant_target
iteration1_keff,1.1133588552474976,0.0,1.1133588552474976,1.1133588552474976,1.0544793605804443,0.046642936766147614,0.9428407549858093,1.2853823900222778,True
iteration1_avg_fuel_temp,1014.6852416992188,8.863113403320312,1000.5399780273438,1067.1500244140625,1013.9569091796875,7.105728626251221,1002.0919799804688,1056.2537841796875,False
iteration1_max_fuel_temp,1100.818359375,15.369105339050293,1075.260009765625,1189.5799560546875,1101.078125,12.130356788635254,1081.229736328125,1171.4140625,False
iteration1_max_monolith_temp,1065.58837890625,17.719980239868164,1036.489990234375,1168.8499755859375,1064.6136474609375,13.933089256286621,1041.118896484375,1147.8475341796875,False
iteration1_max_global_stress,203.73809814453125,44.90362548828125,103.08999633789062,412.5,205.198974609375,39.68564987182617,111.56561279296875,338.2445068359375,False
iteration1_monolith_new_temperature,954.923583984375,3.024254083633423,950.5297241210938,973.6697998046875,954.8614501953125,2.3082797527313232,950.8998413085938,967.7881469726562,False
iteration1_Hcore_after,152.32948303222656,0.17566508054733276,151.915771484375,152.7544708251953,152.39500427246094,0.1631501168012619,151.90838623046875,152.85519409179688,False
iteration1_wall2,29.921667098999023,0.024144114926457405,29.8565673828125,29.978059768676758,29.92216682434082,0.022359099239110947,29.85936737060547,29.977014541625977,False
iteration2_keff,1.1035819053649902,0.0007096963236108422,1.1015880107879639,1.1053885221481323,1.1035748720169067,0.0006133514689281583,1.1020158529281616,1.1051706075668335,False
iteration2_avg_fuel_temp,1000.5131225585938,3.76291561126709,992.72998046875,1022.0800170898438,1000.1251220703125,2.6341679096221924,995.6298828125,1015.4942626953125,False
iteration2_max_fuel_temp,1073.64306640625,6.981391906738281,1058.68994140625,1112.0999755859375,1074.161376953125,4.579196929931641,1066.085205078125,1100.320068359375,False
iteration2_max_monolith_temp,1035.9761962890625,7.879031658172607,1019.4400024414062,1079.6700439453125,1035.680419921875,5.097120761871338,1027.28466796875,1065.349853515625,False
iteration2_max_global_stress,162.958740234375,31.80679702758789,86.75,278.3899841308594,166.52487182617188,26.404014587402344,101.1635513305664,254.21348571777344,False
iteration2_monolith_new_temperature,950.6708374023438,1.0656037330627441,948.7127685546875,957.4866333007812,950.646240234375,0.753433108329773,949.4918823242188,955.2076416015625,False
iteration2_Hcore_after,152.31607055664062,0.17454776167869568,151.8998565673828,152.7327880859375,152.3270721435547,0.15344375371932983,151.9595947265625,152.7887420654297,False
iteration2_wall2,29.918405532836914,0.023825131356716156,29.85307502746582,29.975364685058594,29.917858123779297,0.0215988177806139,29.85631561279297,29.970252990722656,False
