case_idx,row_idx,category,param,noise_frac,true_value,post_mean,post_std,ci90_half_width,rel_ci90_half_width,post_p5,post_p95,in_90ci_true,mean_accept_rate
0,116,low,E_intercept,0.05,173599366504.33282,173700414294.29538,13376567885.343794,22232373003.174026,1.1154726333977736,153489510066.34763,197954256072.69568,True,0.6228333333333333
0,116,low,alpha_base,0.05,9.61367174813628e-06,9.470048534146028e-06,1.066712123793434e-06,1.725174625323989e-06,1.6921931580766822,7.74546228286327e-06,1.1195811533511248e-05,True,0.6228333333333333
0,116,low,alpha_slope,0.05,4.0403847662065555e-09,4.853950112339261e-09,5.266272770276401e-10,8.79956805972556e-10,1.7247561025491858,3.972056607381942e-09,5.731970219327054e-09,True,0.6228333333333333
0,116,low,SS316_k_ref,0.05,25.93687298123349,24.515286024313816,1.9857498861048408,3.2626461000547398,1.4382472758362823,21.288507090012654,27.813799290122134,True,0.6228333333333333
0,116,low,E_intercept,0.1,173599366504.33282,175387652108.7058,13745827817.712177,22745114493.731354,1.141198591694831,153193142519.8316,198683371507.2943,True,0.6438333333333334
0,116,low,alpha_base,0.1,9.61367174813628e-06,9.378934011098089e-06,1.0114609898518503e-06,1.6860530951690733e-06,1.653819543782879,7.716098204457823e-06,1.108820439479597e-05,True,0.6438333333333334
0,116,low,alpha_slope,0.1,4.0403847662065555e-09,4.861529128198745e-09,5.044484996916273e-10,8.156872284206541e-10,1.5987847533437134,4.094053667812244e-09,5.725428124653552e-09,False,0.6438333333333334
0,116,low,SS316_k_ref,0.1,25.93687298123349,24.4241584448429,2.0632346669101116,3.4451291616737976,1.518689885365851,20.863163992597155,27.75342231594475,True,0.6438333333333334
1,176,low,E_intercept,0.005,177381820506.77377,185627536220.52197,12428508439.098385,20641168017.114258,1.0356365486117565,165787343340.9458,207069679375.17432,True,0.5823333333333334
1,176,low,alpha_base,0.005,9.710397038094874e-06,9.716217341946615e-06,9.892366684828404e-07,1.614178649803545e-06,1.5833191765141095,8.11582647535912e-06,1.1344183774966211e-05,True,0.5823333333333334
1,176,low,alpha_slope,0.005,5.247653609670971e-09,4.907720923960756e-09,5.069288673635139e-10,8.151899288219892e-10,1.5978100230935794,4.1072392676595824e-09,5.737619125303561e-09,True,0.5823333333333334
1,176,low,SS316_k_ref,0.005,22.94621709035822,23.42586532744166,1.7898950991573654,2.8808219522763725,1.2699306630165428,20.6435013164771,26.405145221029844,True,0.5823333333333334
1,176,low,E_intercept,0.01,177381820506.77377,187250519622.48495,13153146620.072918,21197681760.942825,1.0635587074951955,167294971478.6139,209690335000.49954,True,0.5991666666666666
1,176,low,alpha_base,0.01,9.710397038094874e-06,9.529174994824683e-06,1.0179476194726682e-06,1.7169850136960413e-06,1.6841601134441622,7.764719669372576e-06,1.1198689696764659e-05,True,0.5991666666666666
1,176,low,alpha_slope,0.01,5.247653609670971e-09,4.8739592868159534e-09,4.95159485054496e-10,8.474640330455552e-10,1.6610687624272462,4.0275972412274266e-09,5.722525307318537e-09,True,0.5991666666666666
1,176,low,SS316_k_ref,0.01,22.94621709035822,23.462599849151655,2.0424195844937647,3.337033806696967,1.4710390384586816,20.155892132652912,26.829959746046846,True,0.5991666666666666
1,176,low,E_intercept,0.02,177381820506.77377,189756735517.44464,13333265809.413383,21734700110.008194,1.0905027171125832,169509676135.73923,212979076355.7556,True,0.6133333333333333
1,176,low,alpha_base,0.02,9.710397038094874e-06,9.535375254206399e-06,9.836567290249083e-07,1.662197360216459e-06,1.6304198769461822,7.946691946173017e-06,1.1271086666605935e-05,True,0.6133333333333333
1,176,low,alpha_slope,0.02,5.247653609670971e-09,4.80512320361681e-09,5.157890301875953e-10,8.716143170525738e-10,1.7084044378111813,3.943845833085645e-09,5.687074467190792e-09,True,0.6133333333333333
1,176,low,SS316_k_ref,0.02,22.94621709035822,23.944012528082556,2.0661832931706305,3.3409950185028734,1.4727852291009211,20.72646297944935,27.4084530164551,True,0.6133333333333333
1,176,low,E_intercept,0.03,177381820506.77377,188246304353.42587,12911464774.984907,20470503851.78224,1.02707375570151,168466911432.19537,209407919135.75986,True,0.6013333333333334
1,176,low,alpha_base,0.03,9.710397038094874e-06,9.655591904555695e-06,9.431181498252094e-07,1.5734439927356333e-06,1.5433632746737522,7.977186677367325e-06,1.1124074662838592e-05,True,0.6013333333333334
1,176,low,alpha_slope,0.03,5.247653609670971e-09,4.845735019727674e-09,5.001611323080436e-10,8.298451527199689e-10,1.6265349408176133,4.01399795735698e-09,5.6736882627969175e-09,True,0.6013333333333334
1,176,low,SS316_k_ref,0.03,22.94621709035822,23.83360127309454,2.036977538212474,3.3212982177965813,1.4641024393990165,20.556057981900942,27.198654417494105,True,0.6013333333333334
1,176,low,E_intercept,0.05,177381820506.77377,189382446401.47995,12961282625.696175,21145853833.62059,1.0609583267546678,168617609519.53366,210909317186.77484,True,0.6185
1,176,low,alpha_base,0.05,9.710397038094874e-06,9.655492618866933e-06,9.82736066152026e-07,1.5845933187742717e-06,1.5542994506195391,8.072044079376755e-06,1.1241230716925299e-05,True,0.6185
1,176,low,alpha_slope,0.05,5.247653609670971e-09,4.934302318383311e-09,4.916679569744721e-10,8.067992368551003e-10,1.5813638781506953,4.13811889017885e-09,5.751717363889051e-09,True,0.6185
1,176,low,SS316_k_ref,0.05,22.94621709035822,23.388703089528853,2.170881561608688,3.6019701318330473,1.5878288882344969,19.874469080209398,27.078409343875492,True,0.6185
1,176,low,E_intercept,0.1,177381820506.77377,192209835480.55923,14428527785.00571,23665266969.61902,1.1873657239779822,168890626608.72528,216221160547.96332,True,0.645
1,176,low,alpha_base,0.1,9.710397038094874e-06,9.744388695998616e-06,9.554468799139186e-07,1.5658111199305687e-06,1.5358763252672398,8.225003422764098e-06,1.1356625662625236e-05,True,0.645
1,176,low,alpha_slope,0.1,5.247653609670971e-09,4.8698861416313865e-09,4.774342847839658e-10,7.994211262748657e-10,1.566902439632156,4.052547003801884e-09,5.651389256351615e-09,True,0.645
1,176,low,SS316_k_ref,0.1,22.94621709035822,23.359145547626873,2.2250300568711783,3.6368319223243297,1.6031967441610164,19.660746451471976,26.934410296120635,True,0.645
2,203,near,E_intercept,0.005,181988451408.9628,190797477122.5857,12722548234.333063,20720529181.577103,1.0396183640976808,170715434713.41568,212156493076.5699,True,0.6061666666666667
2,203,near,alpha_base,0.005,9.674440002043482e-06,9.616814169807955e-06,9.139905114651652e-07,1.5416460959834864e-06,1.5121732823475513,8.09041277850675e-06,1.1173704970473722e-05,True,0.6061666666666667
2,203,near,alpha_slope,0.005,5.525839660218837e-09,4.953865642907159e-09,5.162326467908327e-10,8.395569359228358e-10,1.6455704857808302,4.098723424876454e-09,5.7778372967221255e-09,True,0.6061666666666667
