sigma_k,threshold_MPa,P_exceed,stress_mean,stress_std,stress_p5,stress_p50,stress_p95,stress_pred_mu_mean,stress_pred_sigma_mean,stress_pred_epistemic_mean,stress_pred_aleatoric_mean,keff_mean,keff_std,sample_source
0.5,110.0,0.9993,162.28927137181776,17.798882003705145,134.27538528300641,161.80922198674244,192.4392704220582,162.4111477139873,9.13618165725416,3.883783590802836,8.25379156378886,1.10355835486398,0.0004496357025504283,predictive
0.5,120.0,0.99445,162.28927137181776,17.798882003705145,134.27538528300641,161.80922198674244,192.4392704220582,162.4111477139873,9.13618165725416,3.883783590802836,8.25379156378886,1.10355835486398,0.0004496357025504283,predictive
0.5,131.0,0.96735,162.28927137181776,17.798882003705145,134.27538528300641,161.80922198674244,192.4392704220582,162.4111477139873,9.13618165725416,3.883783590802836,8.25379156378886,1.10355835486398,0.0004496357025504283,predictive
0.5,150.0,0.7509,162.28927137181776,17.798882003705145,134.27538528300641,161.80922198674244,192.4392704220582,162.4111477139873,9.13618165725416,3.883783590802836,8.25379156378886,1.10355835486398,0.0004496357025504283,predictive
0.5,180.0,0.1553,162.28927137181776,17.798882003705145,134.27538528300641,161.80922198674244,192.4392704220582,162.4111477139873,9.13618165725416,3.883783590802836,8.25379156378886,1.10355835486398,0.0004496357025504283,predictive
0.5,200.0,0.023,162.28927137181776,17.798882003705145,134.27538528300641,161.80922198674244,192.4392704220582,162.4111477139873,9.13618165725416,3.883783590802836,8.25379156378886,1.10355835486398,0.0004496357025504283,predictive
1.0,110.0,0.96355,162.75696168479513,31.93737782950556,113.86470557224501,160.77566984895202,218.46184474773068,162.74052429602665,12.105533805447145,6.496120882152124,10.168589054313532,1.1035446999039522,0.0009259622489085064,predictive
1.0,120.0,0.92015,162.75696168479513,31.93737782950556,113.86470557224501,160.77566984895202,218.46184474773068,162.74052429602665,12.105533805447145,6.496120882152124,10.168589054313532,1.1035446999039522,0.0009259622489085064,predictive
1.0,131.0,0.84445,162.75696168479513,31.93737782950556,113.86470557224501,160.77566984895202,218.46184474773068,162.74052429602665,12.105533805447145,6.496120882152124,10.168589054313532,1.1035446999039522,0.0009259622489085064,predictive
1.0,150.0,0.6389,162.75696168479513,31.93737782950556,113.86470557224501,160.77566984895202,218.46184474773068,162.74052429602665,12.105533805447145,6.496120882152124,10.168589054313532,1.1035446999039522,0.0009259622489085064,predictive
1.0,180.0,0.27555,162.75696168479513,31.93737782950556,113.86470557224501,160.77566984895202,218.46184474773068,162.74052429602665,12.105533805447145,6.496120882152124,10.168589054313532,1.1035446999039522,0.0009259622489085064,predictive
1.0,200.0,0.1223,162.75696168479513,31.93737782950556,113.86470557224501,160.77566984895202,218.46184474773068,162.74052429602665,12.105533805447145,6.496120882152124,10.168589054313532,1.1035446999039522,0.0009259622489085064,predictive
1.5,110.0,0.8883,163.8186634906908,47.03643242257767,94.98697592833084,160.8999754322213,242.4694813381063,163.66531822959104,17.258771885190345,9.679088349095986,14.042866769178847,1.1035437088199243,0.002180744384490555,predictive
1.5,120.0,0.8296,163.8186634906908,47.03643242257767,94.98697592833084,160.8999754322213,242.4694813381063,163.66531822959104,17.258771885190345,9.679088349095986,14.042866769178847,1.1035437088199243,0.002180744384490555,predictive
1.5,131.0,0.7511,163.8186634906908,47.03643242257767,94.98697592833084,160.8999754322213,242.4694813381063,163.66531822959104,17.258771885190345,9.679088349095986,14.042866769178847,1.1035437088199243,0.002180744384490555,predictive
1.5,150.0,0.59425,163.8186634906908,47.03643242257767,94.98697592833084,160.8999754322213,242.4694813381063,163.66531822959104,17.258771885190345,9.679088349095986,14.042866769178847,1.1035437088199243,0.002180744384490555,predictive
1.5,180.0,0.3407,163.8186634906908,47.03643242257767,94.98697592833084,160.8999754322213,242.4694813381063,163.66531822959104,17.258771885190345,9.679088349095986,14.042866769178847,1.1035437088199243,0.002180744384490555,predictive
1.5,200.0,0.202,163.8186634906908,47.03643242257767,94.98697592833084,160.8999754322213,242.4694813381063,163.66531822959104,17.258771885190345,9.679088349095986,14.042866769178847,1.1035437088199243,0.002180744384490555,predictive
2.0,110.0,0.82275,165.5874605128848,65.41230002830649,79.02629212979048,159.13263081446775,270.6761131240182,165.36561190811858,25.586343451725597,13.628418565774568,20.999877396723523,1.103465785818962,0.0030156988566461965,predictive
2.0,120.0,0.7625,165.5874605128848,65.41230002830649,79.02629212979048,159.13263081446775,270.6761131240182,165.36561190811858,25.586343451725597,13.628418565774568,20.999877396723523,1.103465785818962,0.0030156988566461965,predictive
2.0,131.0,0.6934,165.5874605128848,65.41230002830649,79.02629212979048,159.13263081446775,270.6761131240182,165.36561190811858,25.586343451725597,13.628418565774568,20.999877396723523,1.103465785818962,0.0030156988566461965,predictive
2.0,150.0,0.56365,165.5874605128848,65.41230002830649,79.02629212979048,159.13263081446775,270.6761131240182,165.36561190811858,25.586343451725597,13.628418565774568,20.999877396723523,1.103465785818962,0.0030156988566461965,predictive
2.0,180.0,0.36635,165.5874605128848,65.41230002830649,79.02629212979048,159.13263081446775,270.6761131240182,165.36561190811858,25.586343451725597,13.628418565774568,20.999877396723523,1.103465785818962,0.0030156988566461965,predictive
2.0,200.0,0.25175,165.5874605128848,65.41230002830649,79.02629212979048,159.13263081446775,270.6761131240182,165.36561190811858,25.586343451725597,13.628418565774568,20.999877396723523,1.103465785818962,0.0030156988566461965,predictive
