model_id,output,input,S1_mean,S1_ci_lo,S1_ci_hi,ST_mean,ST_ci_lo,ST_ci_hi,S1_ci_spans_zero,ST_ci_spans_zero
bnn-phy-mono,iteration2_max_global_stress,E_slope,0.05033910664139405,0.043523787300910645,0.057154425981877456,0.05828079515723565,0.057363131780160205,0.0591984585343111,False,False
bnn-phy-mono,iteration2_max_global_stress,E_intercept,0.5786126709582478,0.5740521549795468,0.5831731869369488,0.5967918477032402,0.5924739934666347,0.6011097019398458,False,False
bnn-phy-mono,iteration2_max_global_stress,nu,0.06460409819428474,0.0578974282576352,0.07131076813093429,0.06767459509131168,0.0668691010264579,0.06848008915616546,False,False
bnn-phy-mono,iteration2_max_global_stress,alpha_base,0.1687488257429335,0.16403315452071038,0.17346449696515664,0.18442695411949114,0.18176568447998595,0.18708822375899634,False,False
bnn-phy-mono,iteration2_max_global_stress,alpha_slope,0.026502347220242854,0.021221071096448926,0.03178362334403678,0.03392203120341733,0.03321953003326594,0.03462453237356872,False,False
bnn-phy-mono,iteration2_max_global_stress,SS316_T_ref,0.01872104893233868,0.013144256222787141,0.024297841641890215,0.03120562704864351,0.0305815121008531,0.031829741996433916,False,False
bnn-phy-mono,iteration2_max_global_stress,SS316_k_ref,0.05068071512576219,0.04550027313595359,0.055861157115570784,0.06595046131128114,0.06479635228279401,0.06710457033976827,False,False
bnn-phy-mono,iteration2_max_global_stress,SS316_alpha,0.0020301495593067266,-0.0040919384766134916,0.008152237595226944,0.006896651536763229,0.006647943784952729,0.007145359288573729,True,False
bnn-phy-mono,iteration2_keff,E_slope,-0.0016659646920657621,-0.00966844545777926,0.006336516073647735,0.003208084672317606,0.0029876779906099953,0.003428491354025217,True,False
bnn-phy-mono,iteration2_keff,E_intercept,-0.001186033706464422,-0.010273478934942348,0.007901411522013506,0.0033461594329090676,0.0030565922744925245,0.0036357265913256106,True,False
bnn-phy-mono,iteration2_keff,nu,0.028171515592766597,0.019700153305839033,0.03664287787969416,0.027199349773484215,0.026533390925321185,0.027865308621647246,False,False
bnn-phy-mono,iteration2_keff,alpha_base,0.78544205384491,0.7830474376835034,0.7878366700063165,0.7826805326927633,0.7759718748644815,0.7893891905210451,False,False
bnn-phy-mono,iteration2_keff,alpha_slope,0.1792622472695831,0.17115644753240228,0.1873680470067639,0.1857114055188935,0.18383020157188795,0.18759260946589906,False,False
bnn-phy-mono,iteration2_keff,SS316_T_ref,0.00519707224457788,-0.0027330788045675314,0.013127223293723293,0.0037465727326153908,0.003512937027355258,0.003980208437875524,True,False
bnn-phy-mono,iteration2_keff,SS316_k_ref,0.000172145129474226,-0.007877808074541233,0.008222098333489686,0.0038602490690709222,0.003616834756956916,0.004103663381184928,True,False
bnn-phy-mono,iteration2_keff,SS316_alpha,0.0019182854124184124,-0.006650099566713965,0.01048667039155079,0.005594466719238823,0.00524138088386709,0.005947552554610556,True,False
