model_id,output,input,Sobol_ST,Spearman_rho,PRCC
bnn-phy-mono,iteration2_max_global_stress,E_slope,0.038718828136421045,0.20343399757544334,0.5658958872022609
bnn-phy-mono,iteration2_max_global_stress,E_intercept,0.5661438221302867,0.7821393548487837,0.9258658367203078
bnn-phy-mono,iteration2_max_global_stress,nu,0.0676399928132658,0.1803755097575853,0.5615862960575891
bnn-phy-mono,iteration2_max_global_stress,alpha_base,0.21447174996265353,0.29257983691287104,0.728373783899989
bnn-phy-mono,iteration2_max_global_stress,alpha_slope,0.047495360642519246,0.19338406213868087,0.4818155701582919
bnn-phy-mono,iteration2_max_global_stress,SS316_T_ref,0.032071638517383934,0.10846111723746658,0.40172582255446804
bnn-phy-mono,iteration2_max_global_stress,SS316_k_ref,0.07344937815233109,0.17260991112324708,0.5543996365999191
bnn-phy-mono,iteration2_max_global_stress,SS316_alpha,0.005288137617978952,0.015076659135068874,0.019115177386468764
bnn-phy-mono,iteration2_keff,E_slope,0.004817904694764464,0.06727577321024476,0.024950441601377868
bnn-phy-mono,iteration2_keff,E_intercept,0.006435447118057034,0.003805135297508426,0.039619044994041244
bnn-phy-mono,iteration2_keff,nu,0.0184941526342249,0.014782883302932063,0.19010034934078016
bnn-phy-mono,iteration2_keff,alpha_base,0.7670098830260516,0.7996290171804321,0.8830921362254586
bnn-phy-mono,iteration2_keff,alpha_slope,0.19831014923343268,0.417482761426282,0.7076849417354811
bnn-phy-mono,iteration2_keff,SS316_T_ref,0.011383544522787099,0.010345569147645778,0.07233434494331582
bnn-phy-mono,iteration2_keff,SS316_k_ref,0.0061129660982690735,0.014180470369796054,0.11904948825816629
bnn-phy-mono,iteration2_keff,SS316_alpha,0.009025966431667639,0.047596568544325535,0.0805865461437838
