level,input,input_bin,n_in_bin,output,iter,group,bin_x_mean,bin_x_min,bin_x_max,MAE_bin,RMSE_bin,y_true_mean_bin,y_pred_mean_bin,sigma_mean_bin,PICP90_bin
2,E_slope,"(-7.104e+07, -6.836e+07]",88,iteration2_keff,iter2,primary,-69716337.94274355,-71036498.26359265,-68355158.07421298,0.0002017117030020741,0.00025083990304241915,1.1035189379267607,1.1035614013671875,0.0003523694695221314,0.9659090909090909
2,E_slope,"(-7.104e+07, -6.836e+07]",88,iteration2_max_fuel_temp,iter2,primary,-69716337.94274355,-71036498.26359265,-68355158.07421298,3.4054586514559575,4.321233697400038,1072.536477272727,1073.9234619140625,4.217254075166944,0.8863636363636364
2,E_slope,"(-7.104e+07, -6.836e+07]",88,iteration2_max_monolith_temp,iter2,primary,-69716337.94274355,-71036498.26359265,-68355158.07421298,3.8486456298828,4.866851391890313,1034.7567045454546,1036.3460693359375,4.785256123786531,0.8863636363636364
2,E_slope,"(-7.104e+07, -6.836e+07]",88,iteration2_max_global_stress,iter2,primary,-69716337.94274355,-71036498.26359265,-68355158.07421298,5.829021041176537,7.383573698583717,158.06454545454545,160.82769775390625,8.273471631258955,0.9431818181818182
2,E_slope,"(-7.104e+07, -6.836e+07]",88,iteration2_wall2,iter2,primary,-69716337.94274355,-71036498.26359265,-68355158.07421298,0.0009899941154595754,0.0011570739939590314,29.91762328671764,29.918163299560547,0.0031659661892691105,1.0
2,E_slope,"(-7.548e+07, -7.104e+07]",87,iteration2_keff,iter2,primary,-73312743.19596118,-75465900.78723766,-71047168.89805643,0.00019366608297295137,0.0002535927138436326,1.103518668776519,1.1035079956054688,0.000342203302325753,0.9540229885057471
2,E_slope,"(-7.548e+07, -7.104e+07]",87,iteration2_max_fuel_temp,iter2,primary,-73312743.19596118,-75465900.78723766,-71047168.89805643,3.552744028376433,4.303335803443339,1073.442988505747,1073.5069580078125,4.101632779379536,0.8620689655172413
2,E_slope,"(-7.548e+07, -7.104e+07]",87,iteration2_max_monolith_temp,iter2,primary,-73312743.19596118,-75465900.78723766,-71047168.89805643,3.980070604346262,4.853575664195421,1035.762298850575,1035.735107421875,4.578535094571961,0.8390804597701149
2,E_slope,"(-7.548e+07, -7.104e+07]",87,iteration2_max_global_stress,iter2,primary,-73312743.19596118,-75465900.78723766,-71047168.89805643,5.872001051628725,7.323336765204217,158.33436781609197,159.166748046875,7.891866963685613,0.896551724137931
2,E_slope,"(-7.548e+07, -7.104e+07]",87,iteration2_wall2,iter2,primary,-73312743.19596118,-75465900.78723766,-71047168.89805643,0.0010516833908689718,0.0013140342695162825,29.92053263336638,29.92100715637207,0.0030031257293430254,0.9885057471264368
2,E_slope,"(-inf, -7.548e+07]",87,iteration2_keff,iter2,primary,-78954782.55030952,-88349102.22014512,-75538527.00142291,0.0002171437690348238,0.00027681885176235457,1.1034900810865826,1.103487253189087,0.0003510638339925914,0.9310344827586207
2,E_slope,"(-inf, -7.548e+07]",87,iteration2_max_fuel_temp,iter2,primary,-78954782.55030952,-88349102.22014512,-75538527.00142291,3.5428291689116427,4.652303719771945,1076.6156321839078,1075.7783203125,4.278697886482709,0.9080459770114943
2,E_slope,"(-inf, -7.548e+07]",87,iteration2_max_monolith_temp,iter2,primary,-78954782.55030952,-88349102.22014512,-75538527.00142291,4.023148628322566,5.278073658904714,1039.3498850574717,1038.4984130859375,4.873343557868426,0.896551724137931
2,E_slope,"(-inf, -7.548e+07]",87,iteration2_max_global_stress,iter2,primary,-78954782.55030952,-88349102.22014512,-75538527.00142291,5.765967673816901,7.571173617832418,155.37494252873563,155.06480407714844,7.721138330522458,0.9425287356321839
2,E_slope,"(-inf, -7.548e+07]",87,iteration2_wall2,iter2,primary,-78954782.55030952,-88349102.22014512,-75538527.00142291,0.001066700191941958,0.0013043385502521112,29.9214630598225,29.922142028808594,0.003027897758834062,1.0
2,E_intercept,"(-inf, 1.83e+11]",87,iteration2_keff,iter2,primary,172243362385.76846,138739457919.23035,182857703526.14737,0.00020184434096227137,0.0002533672300659499,1.1035250452499337,1.1034996509552002,0.0003322786091381379,0.9540229885057471
2,E_intercept,"(-inf, 1.83e+11]",87,iteration2_max_fuel_temp,iter2,primary,172243362385.76846,138739457919.23035,182857703526.14737,2.929884608477017,3.6905431648461158,1073.8160919540228,1073.5777587890625,3.8597128643534035,0.9425287356321839
2,E_intercept,"(-inf, 1.83e+11]",87,iteration2_max_monolith_temp,iter2,primary,172243362385.76846,138739457919.23035,182857703526.14737,3.398921066810351,4.214797559015089,1036.1959770114943,1035.899658203125,4.353624786729067,0.9080459770114943
2,E_intercept,"(-inf, 1.83e+11]",87,iteration2_max_global_stress,iter2,primary,172243362385.76846,138739457919.23035,182857703526.14737,4.110980143930719,5.43368016416994,128.61367816091953,129.16806030273438,7.001246668253934,0.9770114942528736
2,E_intercept,"(-inf, 1.83e+11]",87,iteration2_wall2,iter2,primary,172243362385.76846,138739457919.23035,182857703526.14737,0.0008083444261939758,0.000997932591377752,29.92046193365621,29.92074966430664,0.0029286297001306456,1.0
2,E_intercept,"(1.83e+11, 1.954e+11]",87,iteration2_keff,iter2,primary,190349021347.4782,183022835800.4621,195419701452.65207,0.0001965632581819511,0.00025196085535354946,1.1034449143111933,1.103448748588562,0.00035540056090178234,0.9655172413793104
2,E_intercept,"(1.83e+11, 1.954e+11]",87,iteration2_max_fuel_temp,iter2,primary,190349021347.4782,183022835800.4621,195419701452.65207,3.993807359015792,4.9159302545704,1074.1896551724137,1074.6966552734375,4.22917130821884,0.8505747126436781
