level,input,output,iter,group,pearson_input_true,spearman_input_true,pearson_input_pred,spearman_input_pred,pearson_input_abs_error,spearman_input_abs_error,pearson_input_sq_error,spearman_input_sq_error,pearson_input_sigma,spearman_input_sigma
2,SS316_k_ref,iteration2_max_fuel_temp,iter2,primary,-0.6458336210580786,-0.617019662094527,-0.8559531223022807,-0.8498228155184101,-0.046084057166900554,-0.049289895416466306,-0.042141871166743436,-0.049289895416466306,-0.6586563410445505,-0.616308184039638
2,SS316_k_ref,iteration2_max_monolith_temp,iter2,primary,-0.6460489445285353,-0.6164777502821369,-0.8443254451662814,-0.84421489091682,-0.056082454816472345,-0.05761340450626226,-0.05047573646904125,-0.05761340450626226,-0.7161261537424075,-0.6901661823280013
2,SS316_k_ref,iteration2_max_global_stress,iter2,primary,-0.1844355488564121,-0.18387546376154454,-0.19685297382136144,-0.18870025380153702,-0.011118457175999704,-0.03468309806686642,7.378117481257212e-05,-0.03468309806686642,-0.4451266533225116,-0.41105690819139595
2,SS316_k_ref,iteration2_monolith_new_temperature,iter2,secondary,-0.6412463486272586,-0.6147388952776329,-0.8328328811693572,-0.8353652876539734,-0.11693549315783557,-0.12027870456515583,-0.09430586241242976,-0.12027870456515583,-0.769079587899737,-0.7632564642975729
2,SS316_k_ref,iteration2_Hcore_after,iter2,secondary,-0.028864146072888414,0.0532997031136699,0.05416372947070875,0.03729248895459284,-0.05469240245940237,-0.11521580206889208,-0.051707440567586326,-0.11521580206889208,0.05358726733746827,0.03692313120232231
2,SS316_k_ref,iteration2_wall2,iter2,primary,0.0710223856081935,0.06052346545788403,0.0745874360621804,0.059533226697074164,0.013178007114786188,0.00998635940862757,0.00540310347172209,0.00998635940862757,-0.32010425193550734,-0.29179292158271264
2,SS316_alpha,iteration1_keff,iter1,secondary,,,0.11308988968110267,0.03907027115617878,0.07671115415727964,0.1464170577452679,0.020428676397945544,0.1464170577452679,-0.009126635445378908,-0.007674615545183331
2,SS316_alpha,iteration1_avg_fuel_temp,iter1,secondary,0.22873215490668566,0.25429318688100533,0.2346035950128991,0.2458278093668984,0.04808420217225555,0.03470439946087401,0.03640950778943041,0.03470439946087401,0.1392674089624387,0.15556701202583034
2,SS316_alpha,iteration1_max_fuel_temp,iter1,secondary,0.23031893862532016,0.2544602366753124,0.2339016194839911,0.24095392519923978,0.04928853612309146,0.04500194681064959,0.03552221095662204,0.04500194681064959,0.18028202718466946,0.2136259870588548
2,SS316_alpha,iteration1_max_monolith_temp,iter1,secondary,0.22973705370979877,0.25454894683763335,0.2408911950121959,0.24412676146489526,0.05524065443591345,0.04969046965756159,0.03817361985767989,0.04969046965756159,0.07619197340920443,0.08278795161902257
2,SS316_alpha,iteration1_max_global_stress,iter1,secondary,0.18207669649707853,0.16500338391603908,0.18739147797467953,0.1637459063414138,0.054353522880360904,0.06379510922202186,0.03632943901843572,0.06379510922202186,0.200193502306213,0.19548361432000702
2,SS316_alpha,iteration1_monolith_new_temperature,iter1,secondary,0.22547920001006422,0.2545516836640908,0.2323571786158635,0.24458016041717756,0.06701580051917289,0.05967457409313129,0.05046251217021267,0.05967457409313129,0.17196400590895713,0.22224712758721907
2,SS316_alpha,iteration1_Hcore_after,iter1,secondary,0.06479763874825963,0.07804847184863313,0.07925328718140716,0.08912891336756736,0.1412321499159712,0.09611909198375473,0.15204097159435856,0.09611909198375473,0.2950318995285632,0.2683708490106069
2,SS316_alpha,iteration1_wall2,iter1,secondary,0.09837486181889218,0.1121434600571745,0.10432045108004247,0.11517893313625786,0.19883108724158738,0.15245928951304438,0.21125662441381857,0.15245928951304438,-0.10315522775778303,-0.09325002310235292
2,SS316_alpha,iteration2_keff,iter2,primary,-0.06755585272885481,-0.07622873358525996,-0.10344725465716573,-0.10880152161767362,-0.037887772299463336,-0.02069495906989115,-0.04765682941715504,-0.02069495906989115,0.3666887732894665,0.33582405118274306
2,SS316_alpha,iteration2_avg_fuel_temp,iter2,secondary,-0.01593455386121139,-0.01601421898694872,-0.006197506471830987,-0.033683314318684286,0.01035955670554466,0.0034306691428337447,0.006271196869213207,0.0034306691428337447,-0.04805946395724328,-0.07687663521462836
2,SS316_alpha,iteration2_max_fuel_temp,iter2,primary,-0.018914559641047445,-0.01750173150198854,-0.01057993471953796,-0.031411582610170595,0.0007839769091319464,-0.002035192131308817,-1.5437164259311537e-05,-0.002035192131308817,-0.0495984157907534,-0.07305131845934384
2,SS316_alpha,iteration2_max_monolith_temp,iter2,primary,-0.01764743948661504,-0.016438686983048623,0.029671927961268593,0.00666219463710477,-0.0019924293245430413,-0.009716730340381995,0.0011724587593903387,-0.009716730340381995,0.09252554164254743,0.09012178901277186
2,SS316_alpha,iteration2_max_global_stress,iter2,primary,0.047633409041576036,0.03046626033895277,0.05838866170013887,0.041721305069193526,0.03450119808367146,0.0474051063444959,0.019527586255007376,0.0474051063444959,-0.05045461243884086,-0.0564972999279287
2,SS316_alpha,iteration2_monolith_new_temperature,iter2,secondary,-0.01129710775105461,-0.016092669471236255,0.02740577298350404,0.0062841684807184465,0.0128204526725536,0.011301147824842183,0.00633030980427879,0.011301147824842183,-0.0538039317370202,-0.08132920244971821
2,SS316_alpha,iteration2_Hcore_after,iter2,secondary,0.024608920212385036,0.06764156403523473,0.08352686848762718,0.09310567065898334,0.011353141879734978,0.01902306914425723,0.010227808728958752,0.01902306914425723,-0.03623100039239163,-0.03636456410353947
2,SS316_alpha,iteration2_wall2,iter2,primary,0.07630896186215345,0.0888549431064822,0.08234025379334625,0.09509125256369812,0.06958341031005531,0.08245990582597168,0.06308277973961919,0.08245990582597168,-0.04376351042591955,-0.0438068673559698
