model_id,output,input,S1_mean,S1_ci_lo,S1_ci_hi,ST_mean,ST_ci_lo,ST_ci_hi,S1_ci_spans_zero,ST_ci_spans_zero
bnn-phy-mono,iteration2_max_global_stress,E_slope,0.039164893119032415,0.032029529316697725,0.046300256921367106,0.038718828136421045,0.038095314371710126,0.039342341901131964,False,False
bnn-phy-mono,iteration2_max_global_stress,E_intercept,0.5450830216136588,0.5407918572261557,0.549374186001162,0.5661438221302867,0.5617463239788858,0.5705413202816876,False,False
bnn-phy-mono,iteration2_max_global_stress,nu,0.05966402638600734,0.052876245102614315,0.06645180766940037,0.0676399928132658,0.06654056973294034,0.06873941589359125,False,False
bnn-phy-mono,iteration2_max_global_stress,alpha_base,0.19616480184404278,0.19035144445655702,0.20197815923152854,0.21447174996265353,0.2120410528168676,0.21690244710843945,False,False
bnn-phy-mono,iteration2_max_global_stress,alpha_slope,0.03835313087456878,0.03238657056531794,0.044319691183819614,0.047495360642519246,0.04645680936670775,0.048533911918330744,False,False
bnn-phy-mono,iteration2_max_global_stress,SS316_T_ref,0.018777340141755628,0.0117109591742236,0.025843721109287655,0.032071638517383934,0.03138148812677019,0.03276178890799768,False,False
bnn-phy-mono,iteration2_max_global_stress,SS316_k_ref,0.06187657463084613,0.05582138845472717,0.06793176080696509,0.07344937815233109,0.07220249087465608,0.0746962654300061,False,False
bnn-phy-mono,iteration2_max_global_stress,SS316_alpha,-0.0018000598352969966,-0.009241293719499251,0.005641174048905257,0.005288137617978952,0.005029086076004872,0.005547189159953032,True,False
bnn-phy-mono,iteration2_keff,E_slope,-0.0015251751182415996,-0.012131621310820347,0.00908127107433715,0.004817904694764464,0.004351519259286347,0.005284290130242582,True,False
bnn-phy-mono,iteration2_keff,E_intercept,0.0024086385739214757,-0.007948517648657795,0.012765794796500746,0.006435447118057034,0.005936653493127418,0.00693424074298665,True,False
bnn-phy-mono,iteration2_keff,nu,0.014510780935231013,0.004271812179873201,0.024749749690588824,0.0184941526342249,0.017766841741087787,0.019221463527362016,False,False
bnn-phy-mono,iteration2_keff,alpha_base,0.7684886154480693,0.7655926152732949,0.7713846156228438,0.7670098830260516,0.7577072155632363,0.7763125504888668,False,False
bnn-phy-mono,iteration2_keff,alpha_slope,0.18638851604235462,0.17708517259471296,0.1956918594899963,0.19831014923343268,0.19598529238068033,0.20063500608618504,False,False
bnn-phy-mono,iteration2_keff,SS316_T_ref,0.005034190046829728,-0.005461846707814736,0.01553022680147419,0.011383544522787099,0.010766010880740617,0.012001078164833581,True,False
bnn-phy-mono,iteration2_keff,SS316_k_ref,-0.004709354024531944,-0.01565244776387603,0.0062337397148121395,0.0061129660982690735,0.005564501379986503,0.006661430816551644,True,False
bnn-phy-mono,iteration2_keff,SS316_alpha,-0.003250140682701832,-0.01144270973579815,0.004942428370394487,0.009025966431667639,0.008571103770047921,0.009480829093287357,True,False
