case_idx,row_idx,category,param,true_value,post_mean_pooled,post_std_pooled,rhat_classic,rhat_split_rank,ESS_total,ESS_per_chain_mean,n_chains,n_per_chain,mean_accept_rate,min_accept_rate,max_accept_rate,per_chain_accept
0,116,low,E_intercept,173599366504.33282,174874467200.5634,13035895129.95684,1.003853980961455,1.0097007847171287,622.2939710086632,155.5734927521658,4,1200,0.6197916666666666,0.6108333333333333,0.625,0.6250;0.6250;0.6108;0.6183
0,116,low,alpha_base,9.61367174813628e-06,9.372686728813058e-06,1.0094223039082609e-06,1.0036986505764218,1.0169865774751345,413.50868686127524,103.37717171531881,4,1200,0.6197916666666666,0.6108333333333333,0.625,0.6250;0.6250;0.6108;0.6183
0,116,low,alpha_slope,4.0403847662065555e-09,4.808204512154361e-09,4.965433150173965e-10,1.001693438896784,1.0037745309533928,617.3048734170626,154.32621835426565,4,1200,0.6197916666666666,0.6108333333333333,0.625,0.6250;0.6250;0.6108;0.6183
0,116,low,SS316_k_ref,25.93687298123349,24.436135852538197,2.0199011662293924,1.0148774618453686,1.0169163015905058,677.4710759052732,169.3677689763183,4,1200,0.6197916666666666,0.6108333333333333,0.625,0.6250;0.6250;0.6108;0.6183
1,176,low,E_intercept,177381820506.77377,187223990341.09137,12597047328.856194,1.0013231251891475,1.001671518531868,945.1602106618823,236.29005266547057,4,1200,0.6273333333333334,0.6231666666666666,0.6316666666666667,0.6317;0.6232;0.6258;0.6287
1,176,low,alpha_base,9.710397038094874e-06,9.771155151766135e-06,9.59248359907902e-07,1.002149319794114,1.0047053111672415,675.7776133638872,168.9444033409718,4,1200,0.6273333333333334,0.6231666666666666,0.6316666666666667,0.6317;0.6232;0.6258;0.6287
1,176,low,alpha_slope,5.247653609670971e-09,4.911407336593086e-09,4.96355802984998e-10,1.0021623103083837,1.0044756164368407,673.9579758945493,168.48949397363734,4,1200,0.6273333333333334,0.6231666666666666,0.6316666666666667,0.6317;0.6232;0.6258;0.6287
1,176,low,SS316_k_ref,22.94621709035822,23.84395817693383,2.1515826919973606,1.0040244902491273,1.0098956869342557,595.1177188283084,148.7794297070771,4,1200,0.6273333333333334,0.6231666666666666,0.6316666666666667,0.6317;0.6232;0.6258;0.6287
2,426,low,E_intercept,152849710205.02673,172175316933.85648,12614751510.992338,1.0007993759982114,1.0010415103742527,724.6278044612776,181.1569511153194,4,1200,0.6316666666666666,0.6276666666666667,0.6363333333333333,0.6277;0.6363;0.6302;0.6325
2,426,low,alpha_base,1.1457294187908316e-05,9.28088298832948e-06,1.0446300968425782e-06,1.0017359600534066,1.0049820163411936,490.51134881069765,122.62783720267441,4,1200,0.6316666666666666,0.6276666666666667,0.6363333333333333,0.6277;0.6363;0.6302;0.6325
2,426,low,alpha_slope,5.6969675300680525e-09,4.824118472279722e-09,4.803012865101334e-10,1.0008900605074333,1.004317690231186,582.4465157671066,145.61162894177664,4,1200,0.6316666666666666,0.6276666666666667,0.6363333333333333,0.6277;0.6363;0.6302;0.6325
2,426,low,SS316_k_ref,23.831113359457262,24.24904361178651,2.0215610763930703,1.0003252763814336,1.00916268334323,421.29925678385115,105.32481419596279,4,1200,0.6316666666666666,0.6276666666666667,0.6363333333333333,0.6277;0.6363;0.6302;0.6325
3,433,low,E_intercept,177665444331.38004,171011457579.29233,13136109252.857836,1.00357162695008,1.0032938275248224,735.4896263571939,183.87240658929846,4,1200,0.635125,0.625,0.6458333333333334,0.6250;0.6315;0.6458;0.6382
3,433,low,alpha_base,8.03799812327039e-06,9.214068767502536e-06,9.980200785928276e-07,1.0022561194232837,1.0049898841427347,570.1710276982257,142.54275692455641,4,1200,0.635125,0.625,0.6458333333333334,0.6250;0.6315;0.6458;0.6382
3,433,low,alpha_slope,4.777589104200756e-09,4.779500435341475e-09,4.974746826840339e-10,1.0007646046651089,1.0019021888734676,464.8219346586751,116.20548366466878,4,1200,0.635125,0.625,0.6458333333333334,0.6250;0.6315;0.6458;0.6382
3,433,low,SS316_k_ref,24.326825323178355,24.251739146298835,2.123839860756939,0.9996949155397445,1.0033489804391724,628.6779371532293,157.16948428830733,4,1200,0.635125,0.625,0.6458333333333334,0.6250;0.6315;0.6458;0.6382
4,64,low,E_intercept,180733233854.73056,183249467288.82944,13380071079.270374,1.0003691393961383,1.0034046464807045,736.1522736149205,184.03806840373014,4,1200,0.6325833333333333,0.6223333333333333,0.6421666666666667,0.6353;0.6305;0.6422;0.6223
4,64,low,alpha_base,9.837333027101514e-06,9.58543357570338e-06,9.968141851930928e-07,1.0008862292104024,1.0056011596114438,491.7300599902637,122.93251499756593,4,1200,0.6325833333333333,0.6223333333333333,0.6421666666666667,0.6353;0.6305;0.6422;0.6223
4,64,low,alpha_slope,4.162954358640034e-09,4.8857096972372325e-09,4.730708269468941e-10,1.0087202793804992,1.0077019413256283,566.2785522629895,141.56963806574737,4,1200,0.6325833333333333,0.6223333333333333,0.6421666666666667,0.6353;0.6305;0.6422;0.6223
4,64,low,SS316_k_ref,22.908870882342164,23.889917019453843,2.114535654841043,1.0023252508592186,1.0094045882753504,521.0484987467053,130.26212468667632,4,1200,0.6325833333333333,0.6223333333333333,0.6421666666666667,0.6353;0.6305;0.6422;0.6223
5,10,low,E_intercept,181461874437.76392,179392969459.6211,13487481851.618044,1.0007846593504603,1.0014660804084574,796.5983007280436,199.1495751820109,4,1200,0.6322083333333334,0.6253333333333333,0.6378333333333334,0.6370;0.6287;0.6378;0.6253
5,10,low,alpha_base,7.569433836367795e-06,9.612608130523386e-06,1.0311343058505473e-06,1.0027448452658203,1.004862881919482,512.3802719776078,128.09506799440194,4,1200,0.6322083333333334,0.6253333333333333,0.6378333333333334,0.6370;0.6287;0.6378;0.6253
5,10,low,alpha_slope,5.165883146337666e-09,4.876275352161848e-09,5.005581606767562e-10,1.0002428463947675,1.0045360797079885,591.8398218819757,147.95995547049392,4,1200,0.6322083333333334,0.6253333333333333,0.6378333333333334,0.6370;0.6287;0.6378;0.6253
5,10,low,SS316_k_ref,22.528718579207755,24.05969628176453,2.1795654593287668,1.0010930617638654,1.0055973379660124,661.3110807624718,165.32777019061794,4,1200,0.6322083333333334,0.6253333333333333,0.6378333333333334,0.6370;0.6287;0.6378;0.6253
6,203,near,E_intercept,181988451408.9628,193398845658.49246,13388787758.210114,1.0006037818698617,1.0004068647924274,896.9992948271795,224.24982370679487,4,1200,0.6307916666666666,0.6251666666666666,0.636,0.6337;0.6283;0.6360;0.6252
6,203,near,alpha_base,9.674440002043482e-06,9.76243823004608e-06,9.954469075785036e-07,1.0025794303016344,1.0050270956923932,492.1761897998207,123.04404744995517,4,1200,0.6307916666666666,0.6251666666666666,0.636,0.6337;0.6283;0.6360;0.6252
6,203,near,alpha_slope,5.525839660218837e-09,4.934317958507711e-09,5.007156223640867e-10,1.0004433474373133,1.0087927397919214,698.2325906688123,174.5581476672031,4,1200,0.6307916666666666,0.6251666666666666,0.636,0.6337;0.6283;0.6360;0.6252
6,203,near,SS316_k_ref,25.972932082580154,24.234178118335386,2.0264099122280284,1.0029255229349876,1.002800465100257,688.6755109573606,172.16887773934016,4,1200,0.6307916666666666,0.6251666666666666,0.636,0.6337;0.6283;0.6360;0.6252
7,411,near,E_intercept,196068165697.8268,188455053433.52094,13099297791.11235,1.007921681399177,1.0104438292094173,700.3093958596273,175.07734896490683,4,1200,0.6130833333333333,0.6091666666666666,0.6201666666666666,0.6133;0.6092;0.6202;0.6097
7,411,near,alpha_base,8.417610402280481e-06,9.70071395166138e-06,1.002409606664197e-06,1.005561290959225,1.0102654945421246,562.2477307845511,140.56193269613777,4,1200,0.6130833333333333,0.6091666666666666,0.6201666666666666,0.6133;0.6092;0.6202;0.6097
7,411,near,alpha_slope,4.409618914428119e-09,4.894585194876728e-09,5.131173595459933e-10,1.0092807740214857,1.0085107914689904,503.91989085078643,125.97997271269661,4,1200,0.6130833333333333,0.6091666666666666,0.6201666666666666,0.6133;0.6092;0.6202;0.6097
7,411,near,SS316_k_ref,20.836388472386968,23.906938192985326,2.0942574582607336,1.0073794884826197,1.0165499489249843,567.2358047111453,141.80895117778633,4,1200,0.6130833333333333,0.6091666666666666,0.6201666666666666,0.6133;0.6092;0.6202;0.6097
8,167,near,E_intercept,160549330604.64783,173645876670.4396,13491135406.201302,1.0139269137512783,1.0167970710949377,691.5348395629569,172.88370989073923,4,1200,0.6274166666666666,0.6113333333333333,0.637,0.6303;0.6370;0.6310;0.6113
8,167,near,alpha_base,1.0565358860244558e-05,9.358652019629088e-06,1.014738407221743e-06,1.014525072868738,1.0166229316507072,568.6654350293285,142.16635875733212,4,1200,0.6274166666666666,0.6113333333333333,0.637,0.6303;0.6370;0.6310;0.6113
8,167,near,alpha_slope,4.556225525273263e-09,4.788377865541049e-09,5.187260951504418e-10,1.0013882855619183,1.0039527021541435,568.4201211803825,142.10503029509562,4,1200,0.6274166666666666,0.6113333333333333,0.637,0.6303;0.6370;0.6310;0.6113
8,167,near,SS316_k_ref,26.069562630973827,23.96067119652448,2.2063119231223616,1.0024561795893696,1.0145690231661992,509.78831235398565,127.44707808849641,4,1200,0.6274166666666666,0.6113333333333333,0.637,0.6303;0.6370;0.6310;0.6113
9,372,near,E_intercept,173866779361.53696,180398417757.39725,13800980171.445425,1.0058297436746526,1.0083303545932545,704.1876098880778,176.04690247201944,4,1200,0.6276666666666667,0.6243333333333333,0.6308333333333334,0.6308;0.6243;0.6253;0.6302
9,372,near,alpha_base,1.0709286947877896e-05,9.511323163866445e-06,1.0246861186971544e-06,1.004065775081754,1.0067785218080674,533.6167235169553,133.40418087923882,4,1200,0.6276666666666667,0.6243333333333333,0.6308333333333334,0.6308;0.6243;0.6253;0.6302
9,372,near,alpha_slope,5.145684892005745e-09,4.805452611942501e-09,5.115782900272562e-10,1.005196455907545,1.0087294667290991,553.6236058970612,138.4059014742653,4,1200,0.6276666666666667,0.6243333333333333,0.6308333333333334,0.6308;0.6243;0.6253;0.6302
9,372,near,SS316_k_ref,27.331433761718856,24.099928591987737,2.0566868927953537,1.0054945620799083,1.0081121452826358,639.1999126804453,159.79997817011133,4,1200,0.6276666666666667,0.6243333333333333,0.6308333333333334,0.6308;0.6243;0.6253;0.6302
10,273,near,E_intercept,173866496158.66058,185373558087.5651,13078834652.420351,1.0035833591015337,1.0056045111706884,702.8703906046461,175.71759765116153,4,1200,0.628625,0.6235,0.6343333333333333,0.6255;0.6343;0.6235;0.6312
10,273,near,alpha_base,1.2252197861091308e-05,9.643543964911921e-06,9.705545029131593e-07,1.0026642871305387,1.0035015014440953,491.97341234028465,122.99335308507116,4,1200,0.628625,0.6235,0.6343333333333333,0.6255;0.6343;0.6235;0.6312
10,273,near,alpha_slope,4.347026297447341e-09,4.9097217943381005e-09,4.925428200282518e-10,1.003280812387158,1.0070285560524825,625.8386992617656,156.4596748154414,4,1200,0.628625,0.6235,0.6343333333333333,0.6255;0.6343;0.6235;0.6312
10,273,near,SS316_k_ref,26.413599790478763,23.85839140248313,2.1318674496764394,1.0072554158582496,1.0152748974129933,663.8097059569949,165.95242648924872,4,1200,0.628625,0.6235,0.6343333333333333,0.6255;0.6343;0.6235;0.6312
11,40,near,E_intercept,197698338274.9413,185186802674.48578,13909085223.723509,1.0044977034492124,1.0035174185878217,638.7934234945344,159.6983558736336,4,1200,0.6354583333333333,0.631,0.64,0.6310;0.6310;0.6398;0.6400
11,40,near,alpha_base,8.310109880713759e-06,9.562174094009326e-06,9.76227312428676e-07,1.0028764996080348,1.0027107591810105,530.6912662932604,132.6728165733151,4,1200,0.6354583333333333,0.631,0.64,0.6310;0.6310;0.6398;0.6400
11,40,near,alpha_slope,4.854204501402467e-09,4.899152351488852e-09,5.006789183321748e-10,1.000757402794141,1.0070656865442456,480.6270479340258,120.15676198350646,4,1200,0.6354583333333333,0.631,0.64,0.6310;0.6310;0.6398;0.6400
11,40,near,SS316_k_ref,24.72513168918848,22.931327005005606,2.4395347658230753,1.0044168253843984,1.0121450190809094,459.55498034306663,114.88874508576666,4,1200,0.6354583333333333,0.631,0.64,0.6310;0.6310;0.6398;0.6400
12,97,high,E_intercept,207492295973.9905,211940887767.81567,13089515551.443644,1.0046537193553147,1.0077022834712663,764.691649666255,191.17291241656375,4,1200,0.6018333333333333,0.598,0.6076666666666667,0.6077;0.6022;0.5995;0.5980
12,97,high,alpha_base,1.1009010794425196e-05,1.0279195913297945e-05,1.0005236588264116e-06,1.0024933189438419,1.0087358633325838,572.8116718158012,143.2029179539503,4,1200,0.6018333333333333,0.598,0.6076666666666667,0.6077;0.6022;0.5995;0.5980
12,97,high,alpha_slope,5.326848700580527e-09,5.024883463426762e-09,5.070200722661997e-10,1.0018146546684836,1.0076923826333288,574.7072754277017,143.67681885692542,4,1200,0.6018333333333333,0.598,0.6076666666666667,0.6077;0.6022;0.5995;0.5980
12,97,high,SS316_k_ref,23.655740689515227,23.84719154951145,2.0497481055650137,1.0020984231813441,1.0037365352657315,622.8026128070537,155.70065320176343,4,1200,0.6018333333333333,0.598,0.6076666666666667,0.6077;0.6022;0.5995;0.5980
13,394,high,E_intercept,195970956160.16736,205406011288.82703,12570278821.67908,1.0027380150981595,1.002133451196426,834.5457973785324,208.6364493446331,4,1200,0.6073333333333334,0.6003333333333334,0.6161666666666666,0.6003;0.6107;0.6162;0.6022
13,394,high,alpha_base,9.1471678769906e-06,9.981502938084186e-06,9.384103152722189e-07,1.0026355780484166,1.0053727357363997,579.2816801515451,144.82042003788627,4,1200,0.6073333333333334,0.6003333333333334,0.6161666666666666,0.6003;0.6107;0.6162;0.6022
13,394,high,alpha_slope,5.081977206840172e-09,4.9892472445149276e-09,4.991609271056738e-10,1.001264453566992,1.0042281996276954,608.8957654399795,152.22394135999488,4,1200,0.6073333333333334,0.6003333333333334,0.6161666666666666,0.6003;0.6107;0.6162;0.6022
13,394,high,SS316_k_ref,19.40223379216592,22.42318064486537,2.2989623511108963,1.0046246398126673,1.0078682552310372,554.3855212996582,138.59638032491455,4,1200,0.6073333333333334,0.6003333333333334,0.6161666666666666,0.6003;0.6107;0.6162;0.6022
14,3,high,E_intercept,211188645430.28915,203302872118.95978,14193333654.571152,1.0020200740253713,1.00421065244309,765.9485091946909,191.48712729867273,4,1200,0.6205416666666667,0.6138333333333333,0.6308333333333334,0.6138;0.6180;0.6195;0.6308
14,3,high,alpha_base,1.0141854963635646e-05,1.00531143191808e-05,9.52603638141406e-07,1.0002145693721085,1.0012081926703593,577.2247539625196,144.3061884906299,4,1200,0.6205416666666667,0.6138333333333333,0.6308333333333334,0.6138;0.6180;0.6195;0.6308
14,3,high,alpha_slope,5.386110775989091e-09,4.9673285081087436e-09,5.132096227141618e-10,1.0036824910539812,1.0059490236530786,529.8503786936927,132.46259467342318,4,1200,0.6205416666666667,0.6138333333333333,0.6308333333333334,0.6138;0.6180;0.6195;0.6308
14,3,high,SS316_k_ref,27.012515669379496,23.33133715999544,2.009110977723029,1.000276473322097,1.001824976821618,753.0168379769661,188.25420949424154,4,1200,0.6205416666666667,0.6138333333333333,0.6308333333333334,0.6138;0.6180;0.6195;0.6308
15,146,high,E_intercept,207241341104.5717,203394855224.1638,13154390297.690731,1.0009859341727323,1.0020696814312262,740.032027197595,185.00800679939874,4,1200,0.6055416666666666,0.5998333333333333,0.6113333333333333,0.6113;0.6087;0.6023;0.5998
15,146,high,alpha_base,1.0115152054028994e-05,1.0057226456049346e-05,9.769380482648554e-07,1.0014009362256984,1.0032476986151222,490.37475029330756,122.59368757332689,4,1200,0.6055416666666666,0.5998333333333333,0.6113333333333333,0.6113;0.6087;0.6023;0.5998
15,146,high,alpha_slope,5.2935613001282304e-09,5.003301515477856e-09,5.004035277958278e-10,1.0016883432341706,1.0082254206397592,643.3135572927488,160.8283893231872,4,1200,0.6055416666666666,0.5998333333333333,0.6113333333333333,0.6113;0.6087;0.6023;0.5998
15,146,high,SS316_k_ref,26.71566256927866,23.2514308752715,2.176437394236965,1.0001223784517446,1.0017511626975324,552.0835599007949,138.0208899751987,4,1200,0.6055416666666666,0.5998333333333333,0.6113333333333333,0.6113;0.6087;0.6023;0.5998
16,330,high,E_intercept,187449363086.1054,184426744138.58694,13143549161.513063,1.0041651216591685,1.0047110500086418,740.9269732326903,185.23174330817258,4,1200,0.61075,0.6025,0.616,0.6025;0.6105;0.6140;0.6160
16,330,high,alpha_base,8.622131465263334e-06,9.560595704070116e-06,1.0131489456077865e-06,1.0005847015518154,1.00146557078023,523.3606542909091,130.84016357272728,4,1200,0.61075,0.6025,0.616,0.6025;0.6105;0.6140;0.6160
16,330,high,alpha_slope,4.589248499074213e-09,4.919332637176894e-09,5.21566355296477e-10,1.0016465398074588,1.005582871246337,444.6365327290029,111.15913318225073,4,1200,0.61075,0.6025,0.616,0.6025;0.6105;0.6140;0.6160
16,330,high,SS316_k_ref,22.38362389459905,21.513393346186184,2.3510992057689832,1.003617092187858,1.0065358670043034,461.98273972937005,115.49568493234251,4,1200,0.61075,0.6025,0.616,0.6025;0.6105;0.6140;0.6160
17,265,high,E_intercept,217791569218.77023,216972409614.1984,13300076389.977861,1.0018353423313688,1.0070716038963616,655.6865129962823,163.92162824907058,4,1200,0.6094999999999999,0.6058333333333333,0.6116666666666667,0.6058;0.6117;0.6112;0.6093
