model_id,train_frac,n_train_mean,rmse_mean,rmse_std,nll_mean,nll_std,r2_mean,r2_std,n_seeds
bnn-baseline,0.25,507.0,4.920500396686198,0.04599750239974624,2.530190961661536,1.2643555345888022,0.772206763932137,0.00039398285896825495,2
bnn-baseline,0.5,1014.0,4.662291335171394,0.08311090712375815,10.460230694576556,4.296731110512712,0.7824442607975297,0.003595063858973833,2
bnn-baseline,0.75,1522.0,4.686121713503339,0.10762630258761655,3.305977516245284,0.016154487501025005,0.7823844769091746,0.0031603531393808613,2
bnn-baseline,1.0,2029.0,4.660165516476752,0.08264742718460398,5.540638356329507,0.8764228209101095,0.7837649064061113,0.0005669035693471035,2
bnn-phy-mono,0.25,507.0,4.931554203947788,0.011953764616283528,3.023122742663356,1.5822033081907503,0.7680844919638383,0.0028164325968473547,2
bnn-phy-mono,0.5,1014.0,4.674935928661681,0.13311273980667132,6.8886192987773125,1.9225871334651512,0.7820025180857169,0.001473560901115734,2
bnn-phy-mono,0.75,1522.0,4.770248179660834,0.05315543344567771,2.3803207984710095,0.11509236505010217,0.7754939197521633,0.0021973272951175166,2
bnn-phy-mono,1.0,2029.0,4.6164387645071425,0.012369490039674224,4.222823847610769,0.3737997563158742,0.7807830127845183,0.002015548008425591,2
