case_idx,row_idx,stress_true_MPa,P_below_tau_posterior,P_above_tau_posterior,feasible_alpha90,tau_MPa,is_primary_tau,alpha_safe,accept_rate,n_posterior,stress_post_mean,stress_post_p5,stress_post_p95
0,385,177.89,0.0008333333333333334,0.9991666666666666,False,110.0,False,0.9,0.6106666666666667,1200,177.56189007913798,147.71678531062489,211.27625992180631
0,385,177.89,0.0025,0.9975,False,120.0,False,0.9,0.6106666666666667,1200,177.56189007913798,147.71678531062489,211.27625992180631
0,385,177.89,0.009166666666666667,0.9908333333333333,False,131.0,True,0.9,0.6106666666666667,1200,177.56189007913798,147.71678531062489,211.27625992180631
0,385,177.89,0.0675,0.9325,False,150.0,False,0.9,0.6106666666666667,1200,177.56189007913798,147.71678531062489,211.27625992180631
0,385,177.89,0.5625,0.4375,False,180.0,False,0.9,0.6106666666666667,1200,177.56189007913798,147.71678531062489,211.27625992180631
0,385,177.89,0.8691666666666666,0.13083333333333333,False,200.0,False,0.9,0.6106666666666667,1200,177.56189007913798,147.71678531062489,211.27625992180631
1,377,154.29,0.005,0.995,False,110.0,False,0.9,0.6311666666666667,1200,165.85755990085298,129.95044091569912,209.93377536013787
1,377,154.29,0.013333333333333334,0.9866666666666667,False,120.0,False,0.9,0.6311666666666667,1200,165.85755990085298,129.95044091569912,209.93377536013787
1,377,154.29,0.05416666666666667,0.9458333333333333,False,131.0,True,0.9,0.6311666666666667,1200,165.85755990085298,129.95044091569912,209.93377536013787
1,377,154.29,0.275,0.725,False,150.0,False,0.9,0.6311666666666667,1200,165.85755990085298,129.95044091569912,209.93377536013787
1,377,154.29,0.7625,0.2375,False,180.0,False,0.9,0.6311666666666667,1200,165.85755990085298,129.95044091569912,209.93377536013787
1,377,154.29,0.915,0.085,True,200.0,False,0.9,0.6311666666666667,1200,165.85755990085298,129.95044091569912,209.93377536013787
2,161,136.63,0.04,0.96,False,110.0,False,0.9,0.62,1200,142.44010836759736,111.57299030866005,172.42575627916065
2,161,136.63,0.105,0.895,False,120.0,False,0.9,0.62,1200,142.44010836759736,111.57299030866005,172.42575627916065
2,161,136.63,0.2608333333333333,0.7391666666666666,False,131.0,True,0.9,0.62,1200,142.44010836759736,111.57299030866005,172.42575627916065
2,161,136.63,0.6683333333333333,0.33166666666666667,False,150.0,False,0.9,0.62,1200,142.44010836759736,111.57299030866005,172.42575627916065
2,161,136.63,0.9791666666666666,0.020833333333333332,True,180.0,False,0.9,0.62,1200,142.44010836759736,111.57299030866005,172.42575627916065
2,161,136.63,0.9975,0.0025,True,200.0,False,0.9,0.62,1200,142.44010836759736,111.57299030866005,172.42575627916065
3,79,150.99,0.015,0.985,False,110.0,False,0.9,0.6268333333333334,1200,152.27985291234234,121.99103370631238,182.856699553807
3,79,150.99,0.0425,0.9575,False,120.0,False,0.9,0.6268333333333334,1200,152.27985291234234,121.99103370631238,182.856699553807
3,79,150.99,0.1275,0.8725,False,131.0,True,0.9,0.6268333333333334,1200,152.27985291234234,121.99103370631238,182.856699553807
3,79,150.99,0.45166666666666666,0.5483333333333333,False,150.0,False,0.9,0.6268333333333334,1200,152.27985291234234,121.99103370631238,182.856699553807
3,79,150.99,0.9291666666666667,0.07083333333333333,True,180.0,False,0.9,0.6268333333333334,1200,152.27985291234234,121.99103370631238,182.856699553807
3,79,150.99,0.9933333333333333,0.006666666666666667,True,200.0,False,0.9,0.6268333333333334,1200,152.27985291234234,121.99103370631238,182.856699553807
4,19,136.95,0.0675,0.9325,False,110.0,False,0.9,0.6385,1200,139.7806426484781,107.46506173189258,171.32562354730746
4,19,136.95,0.15416666666666667,0.8458333333333333,False,120.0,False,0.9,0.6385,1200,139.7806426484781,107.46506173189258,171.32562354730746
4,19,136.95,0.3233333333333333,0.6766666666666666,False,131.0,True,0.9,0.6385,1200,139.7806426484781,107.46506173189258,171.32562354730746
4,19,136.95,0.7041666666666667,0.29583333333333334,False,150.0,False,0.9,0.6385,1200,139.7806426484781,107.46506173189258,171.32562354730746
4,19,136.95,0.98,0.02,True,180.0,False,0.9,0.6385,1200,139.7806426484781,107.46506173189258,171.32562354730746
4,19,136.95,0.9983333333333333,0.0016666666666666668,True,200.0,False,0.9,0.6385,1200,139.7806426484781,107.46506173189258,171.32562354730746
5,88,184.91,0.0,1.0,False,110.0,False,0.9,0.6136666666666667,1200,176.94658267764245,145.09611769781745,212.1325629817734
5,88,184.91,0.0033333333333333335,0.9966666666666667,False,120.0,False,0.9,0.6136666666666667,1200,176.94658267764245,145.09611769781745,212.1325629817734
5,88,184.91,0.015,0.985,False,131.0,True,0.9,0.6136666666666667,1200,176.94658267764245,145.09611769781745,212.1325629817734
5,88,184.91,0.085,0.915,False,150.0,False,0.9,0.6136666666666667,1200,176.94658267764245,145.09611769781745,212.1325629817734
5,88,184.91,0.5783333333333334,0.4216666666666667,False,180.0,False,0.9,0.6136666666666667,1200,176.94658267764245,145.09611769781745,212.1325629817734
5,88,184.91,0.8666666666666667,0.13333333333333333,False,200.0,False,0.9,0.6136666666666667,1200,176.94658267764245,145.09611769781745,212.1325629817734
6,250,133.33,0.06,0.94,False,110.0,False,0.9,0.6381666666666667,1200,136.38315770692344,108.09992265738718,164.4696311127427
6,250,133.33,0.16916666666666666,0.8308333333333333,False,120.0,False,0.9,0.6381666666666667,1200,136.38315770692344,108.09992265738718,164.4696311127427
6,250,133.33,0.3883333333333333,0.6116666666666667,False,131.0,True,0.9,0.6381666666666667,1200,136.38315770692344,108.09992265738718,164.4696311127427
