case_idx,row_idx,stress_true_MPa,P_below_tau_posterior,P_above_tau_posterior,feasible_alpha90,tau_MPa,is_primary_tau,alpha_safe,accept_rate,n_posterior,stress_post_mean,stress_post_p5,stress_post_p95
3,478,168.06,0.0,1.0,False,110.0,False,0.9,0.6028333333333333,1200,170.70944937513886,145.34291412959948,199.15251343003726
3,478,168.06,0.0008333333333333334,0.9991666666666666,False,120.0,False,0.9,0.6028333333333333,1200,170.70944937513886,145.34291412959948,199.15251343003726
3,478,168.06,0.005833333333333334,0.9941666666666666,False,131.0,True,0.9,0.6028333333333333,1200,170.70944937513886,145.34291412959948,199.15251343003726
3,478,168.06,0.09,0.91,False,150.0,False,0.9,0.6028333333333333,1200,170.70944937513886,145.34291412959948,199.15251343003726
3,478,168.06,0.7291666666666666,0.2708333333333333,False,180.0,False,0.9,0.6028333333333333,1200,170.70944937513886,145.34291412959948,199.15251343003726
3,478,168.06,0.955,0.045,True,200.0,False,0.9,0.6028333333333333,1200,170.70944937513886,145.34291412959948,199.15251343003726
4,342,199.06,0.0,1.0,False,110.0,False,0.9,0.5915,1200,188.3330613671715,162.6549900910086,216.77517576248536
4,342,199.06,0.0,1.0,False,120.0,False,0.9,0.5915,1200,188.3330613671715,162.6549900910086,216.77517576248536
4,342,199.06,0.0008333333333333334,0.9991666666666666,False,131.0,True,0.9,0.5915,1200,188.3330613671715,162.6549900910086,216.77517576248536
4,342,199.06,0.006666666666666667,0.9933333333333333,False,150.0,False,0.9,0.5915,1200,188.3330613671715,162.6549900910086,216.77517576248536
4,342,199.06,0.31,0.69,False,180.0,False,0.9,0.5915,1200,188.3330613671715,162.6549900910086,216.77517576248536
4,342,199.06,0.7691666666666667,0.23083333333333333,False,200.0,False,0.9,0.5915,1200,188.3330613671715,162.6549900910086,216.77517576248536
5,40,181.02,0.0,1.0,False,110.0,False,0.9,0.6196666666666667,1200,175.31268807245496,140.06122382044825,214.21930422214817
5,40,181.02,0.004166666666666667,0.9958333333333333,False,120.0,False,0.9,0.6196666666666667,1200,175.31268807245496,140.06122382044825,214.21930422214817
