sigma_k,threshold_MPa,P_exceed,stress_mean,stress_std,stress_p5,stress_p50,stress_p95,stress_pred_mu_mean,stress_pred_sigma_mean,stress_pred_epistemic_mean,stress_pred_aleatoric_mean,keff_mean,keff_std,sample_source
0.5,110.0,0.9976,160.86073159541186,19.567141731584712,129.5435977092056,160.52208343749845,193.62084333790844,161.0058707105718,11.227358769949662,5.289662723476946,9.88810873828443,1.1035096016578214,0.0005534042491450635,predictive
0.5,120.0,0.9847,160.86073159541186,19.567141731584712,129.5435977092056,160.52208343749845,193.62084333790844,161.0058707105718,11.227358769949662,5.289662723476946,9.88810873828443,1.1035096016578214,0.0005534042491450635,predictive
0.5,131.0,0.94255,160.86073159541186,19.567141731584712,129.5435977092056,160.52208343749845,193.62084333790844,161.0058707105718,11.227358769949662,5.289662723476946,9.88810873828443,1.1035096016578214,0.0005534042491450635,predictive
0.5,150.0,0.7037,160.86073159541186,19.567141731584712,129.5435977092056,160.52208343749845,193.62084333790844,161.0058707105718,11.227358769949662,5.289662723476946,9.88810873828443,1.1035096016578214,0.0005534042491450635,predictive
0.5,180.0,0.1614,160.86073159541186,19.567141731584712,129.5435977092056,160.52208343749845,193.62084333790844,161.0058707105718,11.227358769949662,5.289662723476946,9.88810873828443,1.1035096016578214,0.0005534042491450635,predictive
0.5,200.0,0.02745,160.86073159541186,19.567141731584712,129.5435977092056,160.52208343749845,193.62084333790844,161.0058707105718,11.227358769949662,5.289662723476946,9.88810873828443,1.1035096016578214,0.0005534042491450635,predictive
1.0,110.0,0.95725,162.52300409362013,32.75565675227242,112.278071604354,160.64733672696303,219.11877600292328,162.504646145964,14.544099009944228,7.915500298160871,12.165541049633719,1.1035484871855135,0.0011171114103535006,predictive
1.0,120.0,0.91315,162.52300409362013,32.75565675227242,112.278071604354,160.64733672696303,219.11877600292328,162.504646145964,14.544099009944228,7.915500298160871,12.165541049633719,1.1035484871855135,0.0011171114103535006,predictive
1.0,131.0,0.83415,162.52300409362013,32.75565675227242,112.278071604354,160.64733672696303,219.11877600292328,162.504646145964,14.544099009944228,7.915500298160871,12.165541049633719,1.1035484871855135,0.0011171114103535006,predictive
1.0,150.0,0.6317,162.52300409362013,32.75565675227242,112.278071604354,160.64733672696303,219.11877600292328,162.504646145964,14.544099009944228,7.915500298160871,12.165541049633719,1.1035484871855135,0.0011171114103535006,predictive
1.0,180.0,0.28025,162.52300409362013,32.75565675227242,112.278071604354,160.64733672696303,219.11877600292328,162.504646145964,14.544099009944228,7.915500298160871,12.165541049633719,1.1035484871855135,0.0011171114103535006,predictive
1.0,200.0,0.1268,162.52300409362013,32.75565675227242,112.278071604354,160.64733672696303,219.11877600292328,162.504646145964,14.544099009944228,7.915500298160871,12.165541049633719,1.1035484871855135,0.0011171114103535006,predictive
1.5,110.0,0.90005,163.25718028810584,45.33895754425841,97.33589150498169,159.9275016986726,238.83143049654373,163.09534184029076,19.93258705767872,11.017941255873724,16.430027081682383,1.1034797793800764,0.00218911036297689,predictive
1.5,120.0,0.842,163.25718028810584,45.33895754425841,97.33589150498169,159.9275016986726,238.83143049654373,163.09534184029076,19.93258705767872,11.017941255873724,16.430027081682383,1.1034797793800764,0.00218911036297689,predictive
1.5,131.0,0.76335,163.25718028810584,45.33895754425841,97.33589150498169,159.9275016986726,238.83143049654373,163.09534184029076,19.93258705767872,11.017941255873724,16.430027081682383,1.1034797793800764,0.00218911036297689,predictive
1.5,150.0,0.59265,163.25718028810584,45.33895754425841,97.33589150498169,159.9275016986726,238.83143049654373,163.09534184029076,19.93258705767872,11.017941255873724,16.430027081682383,1.1034797793800764,0.00218911036297689,predictive
1.5,180.0,0.32655,163.25718028810584,45.33895754425841,97.33589150498169,159.9275016986726,238.83143049654373,163.09534184029076,19.93258705767872,11.017941255873724,16.430027081682383,1.1034797793800764,0.00218911036297689,predictive
1.5,200.0,0.1878,163.25718028810584,45.33895754425841,97.33589150498169,159.9275016986726,238.83143049654373,163.09534184029076,19.93258705767872,11.017941255873724,16.430027081682383,1.1034797793800764,0.00218911036297689,predictive
2.0,110.0,0.8602,163.99816124653626,58.61856000140275,86.57184537411618,158.03813508758714,257.7443615775614,163.88525519642272,27.17414782248818,14.789932130455343,22.234349919167187,1.1034090698448857,0.0028775632727113484,predictive
2.0,120.0,0.80005,163.99816124653626,58.61856000140275,86.57184537411618,158.03813508758714,257.7443615775614,163.88525519642272,27.17414782248818,14.789932130455343,22.234349919167187,1.1034090698448857,0.0028775632727113484,predictive
2.0,131.0,0.71955,163.99816124653626,58.61856000140275,86.57184537411618,158.03813508758714,257.7443615775614,163.88525519642272,27.17414782248818,14.789932130455343,22.234349919167187,1.1034090698448857,0.0028775632727113484,predictive
2.0,150.0,0.56565,163.99816124653626,58.61856000140275,86.57184537411618,158.03813508758714,257.7443615775614,163.88525519642272,27.17414782248818,14.789932130455343,22.234349919167187,1.1034090698448857,0.0028775632727113484,predictive
2.0,180.0,0.3375,163.99816124653626,58.61856000140275,86.57184537411618,158.03813508758714,257.7443615775614,163.88525519642272,27.17414782248818,14.789932130455343,22.234349919167187,1.1034090698448857,0.0028775632727113484,predictive
2.0,200.0,0.219,163.99816124653626,58.61856000140275,86.57184537411618,158.03813508758714,257.7443615775614,163.88525519642272,27.17414782248818,14.789932130455343,22.234349919167187,1.1034090698448857,0.0028775632727113484,predictive
