total_iterations,E_slope,E_intercept,nu,alpha_base,alpha_slope,SS316_T_ref,SS316_k_ref,SS316_alpha,iteration1_avg_fuel_temp,iteration1_max_fuel_temp,iteration1_max_monolith_temp,iteration1_max_global_stress,iteration1_monolith_new_temperature,iteration1_Hcore_after,iteration1_wall2,iteration2_avg_fuel_temp,iteration2_max_fuel_temp,iteration2_max_monolith_temp,iteration2_max_global_stress,iteration2_monolith_new_temperature,iteration2_Hcore_after,iteration2_wall2,iteration3_avg_fuel_temp,iteration3_max_fuel_temp,iteration3_max_monolith_temp,iteration3_max_global_stress,iteration3_monolith_new_temperature,iteration3_Hcore_after,iteration3_wall2
2,-92583098.54679674,146878709539.66397,0.3978620045924922,5.607387765850245e-06,5.533481982774067e-09,1203.7171632193736,26.33764551819085,0.021633472539827628,979.56,1045.98,1015.4809624554936,54.58,923.2863422040882,151.71404703654014,29.840412039328914,942.05,982.81,943.6278520118606,22.06,908.85739325799,151.67637543137238,29.8325190933081,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-92583098.54679674,177765026527.46338,0.3978620045924922,5.607387765850245e-06,5.533481982774067e-09,1203.7171632193736,26.33764551819085,0.021633472539827628,979.56,1045.98,1015.4809624554935,82.04,923.2863422040882,151.71404703654017,29.840412039328797,942.05,982.62,943.5451377763294,32.89,908.8567164409196,151.67637367242088,29.832517265449404,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-92583098.54679674,177765026527.46338,0.3978620045924922,6.923041504834857e-06,5.533481982774067e-09,1203.7171632193736,26.33764551819085,0.021633472539827628,979.56,1045.98,1015.4809624554936,92.11,923.2863422040882,151.8962558065104,29.866858260717294,942.0,982.46,943.4546354201275,36.96,908.8504124681702,151.8557171565456,29.858181332258376,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-43969345.09262253,177765026527.46338,0.3978620045924922,5.607387765850245e-06,5.533481982774067e-09,1203.7171632193736,26.33764551819085,0.021633472539827628,979.56,1045.98,1015.4809624554933,121.95,923.2863422040883,151.71404703654014,29.840412039331646,942.05,982.62,943.4828937982488,48.42,908.8570527365797,151.67637454640547,29.832517295357047,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-92583098.54679674,177765026527.46338,0.3978620045924922,5.607387765850245e-06,7.498086015375367e-09,1203.7171632193736,26.33764551819085,0.021633472539827628,979.56,1045.98,1015.4809624554938,95.93,923.2863422040884,152.04688344740066,29.876873450007587,941.96,982.61,943.474279059683,38.36,908.842332251885,152.00009726534228,29.8673451729728,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-92583098.54679674,177765026527.46338,0.22235503769811327,5.607387765850245e-06,5.533481982774067e-09,1203.7171632193736,26.33764551819085,0.021633472539827628,979.56,1045.98,1015.4809624554935,63.42,923.2863422040882,151.71404703741774,29.81336665605482,942.05,982.43,943.419515038249,25.45,908.8583697640793,151.67637797003385,29.80646313309071,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-65283129.069962814,272076728884.579,0.3705069921177959,7.879845971224125e-06,3.4437698492528577e-09,1219.2375980950524,26.502213080804367,0.016516318021501386,980.13,1046.92,1016.56698527651,187.49,923.5052068500509,151.675236094373,29.843069653172545,952.76,1000.59,964.0628185243004,105.92,912.9995787125456,151.65122420462504,29.837702836053403,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-87183977.97681992,172079521857.4899,0.40428155585560355,1.4462184766332549e-05,5.735083301882971e-09,648.2595071652731,33.77327294853596,0.010375257908654442,938.04,976.75,935.7390434740374,50.82,907.2193469906613,152.9102265356719,30.00910697884951,934.98,970.64,930.3037850946763,44.02,906.1872551438688,152.90611116008364,30.008148278587406,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-63103325.02396518,172079521857.4899,0.4835419132683184,9.447143989261808e-06,2.3299065842254325e-09,990.2457704863969,17.67411464945082,0.020837128701313972,1051.4,1165.74,1154.5730349487771,274.02,951.0752108495598,151.76358338568826,29.887898749598836,948.2,992.74,955.2301564422162,64.06,911.2425257383867,151.67703606848278,29.865768901045016,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-52180558.42059508,162899889424.19556,0.30523936658661044,9.749400069130894e-06,4.791524337343084e-09,995.9631530051957,21.216109628839657,0.014762387678046262,970.58,1031.0,998.2339488921618,99.93,919.8106270670402,152.1515500705936,29.8888297444947,948.64,993.54,956.2110468880934,59.1,911.4339774405804,152.12646873491326,29.883555142886536,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-65283129.069962814,272076728884.579,0.13829107507119606,1.178308572921084e-05,3.4437698492528577e-09,1219.2375980950524,26.502213080804367,0.016516318021501386,980.13,1046.92,1016.5669852765092,184.99,923.505206850051,152.215935433825,29.870039940858383,952.59,1000.14,963.756359407595,104.29,912.9609522169771,152.18566195579092,29.8641928981985,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-73492815.60333207,133679331048.17845,0.1974767150342061,6.565808770247116e-06,6.962084614778812e-09,857.7710261402449,15.507439489471576,0.011382472791168378,993.17,1068.66,1041.5989345672483,64.58,928.5499336237668,152.10582275169418,29.851787111635325,961.94,1015.55,981.4296686921307,38.35,916.5742054065315,152.0672004091081,29.84489507897382,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-52180558.42059508,162899889424.19556,0.30523936658661044,9.749400069130894e-06,4.791524337343084e-09,918.835869090642,21.216109628839657,0.014762387678046262,973.6,1036.04,1004.0383348459867,105.6,920.9803474893296,152.1550604692274,29.88956775168234,951.44,998.08,961.4559371357291,64.29,912.5170033672281,152.12970585007145,29.884234977314396,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-73492815.60333207,133679331048.17845,0.1974767150342061,6.565808770247116e-06,6.962084614778812e-09,857.7710261402449,25.34043430389847,0.011382472791168378,945.15,988.6,949.3926367759176,23.88,909.9691767415344,152.0460270149874,29.841124458054452,938.96,977.44,937.6779663698968,18.71,907.6837199558246,152.03872186518723,29.839819850832747,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-65283129.069962814,272076728884.579,0.3705069921177959,1.178308572921084e-05,3.4437698492528577e-09,1219.2375980950524,26.502213080804367,0.007145534167046085,955.79,1006.35,969.8357727290932,155.28,914.088026350579,152.1888924003362,29.913742630101957,949.36,994.82,957.5803775052863,129.9,911.7138171177272,152.18208891689287,29.912156958625435,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-65283129.069962814,272076728884.579,0.3705069921177959,1.178308572921084e-05,3.4437698492528577e-09,1219.2375980950524,26.502213080804367,0.016516318021501386,967.84,1026.42,992.9619221508195,203.98,918.7482028390338,152.20226343667142,29.91685020116401,946.33,989.71,951.7923740556623,117.66,910.5402487821242,152.1787281152005,29.911373071092175,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-65283129.069962814,272076728884.579,0.3705069921177959,1.178308572921084e-05,3.4437698492528577e-09,507.9962035941813,26.502213080804367,0.016516318021501386,951.45,999.11,961.4941761082677,137.71,912.4072547718175,152.18407541501242,29.912623246914034,942.47,983.31,944.501803418939,102.17,909.043742586837,152.17444456556976,29.91038156312962,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-52180558.42059508,210770244435.56857,0.30523936658661044,9.749400069130894e-06,4.791524337343084e-09,995.9631530051957,21.216109628839657,0.014762387678046262,978.79,1044.68,1013.9872510268523,163.43,922.9853171846479,152.16108207405557,29.890833895965375,952.98,1000.72,964.482113455292,95.07,913.111940591869,152.13148480782843,29.884608929105827,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-52180558.42059508,162899889424.19556,0.30523936658661044,9.749400069130894e-06,4.791524337343084e-09,995.9631530051957,30.06387542053786,0.014762387678046262,954.21,1003.7,966.7917461289315,69.19,913.4746633948184,152.13256965686784,29.884840802505213,944.1,985.89,947.4855079690781,50.53,909.6728810715348,152.12120849804074,29.882451232781236,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-73492815.60333207,133679331048.17845,0.1974767150342061,6.565808770247116e-06,6.2896188957502964e-09,857.7710261402449,15.507439489471576,0.011382472791168378,968.05,1026.79,993.3798115337262,41.34,918.8324158188532,151.96149590780522,29.83564663395855,948.24,993.0,955.4095846361773,25.4,911.2674276160249,151.93884255999,29.831566740863675,N/A,N/A,N/A,N/A,N/A,N/A,N/A
