total_iterations,E_slope,E_intercept,nu,alpha_base,alpha_slope,SS316_T_ref,SS316_k_ref,SS316_alpha,iteration1_keff,iteration1_avg_fuel_temp,iteration1_max_fuel_temp,iteration1_max_monolith_temp,iteration1_max_global_stress,iteration1_monolith_new_temperature,iteration1_Hcore_after,iteration1_wall2,iteration2_keff,iteration2_avg_fuel_temp,iteration2_max_fuel_temp,iteration2_max_monolith_temp,iteration2_max_global_stress,iteration2_monolith_new_temperature,iteration2_Hcore_after,iteration2_wall2
2,-88532710.22503339,219572698213.93674,0.3202186055981528,9.572107960027902e-06,5.335343223772055e-09,756.3429837350418,21.59980666317364,0.010237946565640206,1.1133589146381133,962.03,1016.98,981.928951796048,105.52,916.4966341703608,152.20818890368292,29.895760555043353,1.1042915024344586,950.96,997.6,960.7653338783987,79.9,912.3269726896644,152.1950981810042,29.89301016275407
2,-54739276.91555422,367413847169.324,0.3966590765793099,1.5564368164924933e-05,4.782588355950272e-09,756.3429837350418,15.081416480308098,0.011659404176194103,1.1133589146381293,968.66,1028.06,994.6882952942573,432.26,919.0642804531026,152.94945891297044,30.02242869890061,1.1008802566165696,948.72,993.46,956.508750079591,265.74,911.4979798869193,152.92022957070455,30.01553065993742
2,-88532710.22503339,367413847169.324,0.3966590765793099,1.5564368164924933e-05,4.782588355950272e-09,997.0728432780796,15.081416480308098,0.011659404176194103,1.11335891463813,986.77,1058.3,1029.4949886519403,527.46,926.0690180505916,152.97659210497892,30.028827459052213,1.1003086181205297,953.54,1001.53,965.7372310230703,276.62,913.3692154606509,152.92745068750747,30.01722744505721
2,-54739276.91555422,367413847169.324,0.3966590765793099,1.5564368164924933e-05,4.782588355950272e-09,997.0728432780796,15.081416480308098,0.010237946565640206,1.1133589146381202,978.91,1045.19,1014.3989052302967,518.9,923.0309333193594,152.96481529064158,30.02604986254971,1.1009939846252903,953.4,1001.54,965.6100368504674,304.96,913.3112702418762,152.92722700095135,30.017176277458567
2,-67458362.43651694,165031631561.75006,0.23395277126638486,1.3930602882819561e-05,3.758902923454093e-09,1414.4979396651981,24.964590744152975,0.006263433934904151,1.1133589146381226,946.35,990.79,951.7794707628038,54.49,910.4302163116538,152.52377983738577,29.92484919048714,1.1032329604493694,941.77,982.15,943.2256632152513,46.34,908.785617068335,152.5183781849902,29.92370457326079
2,-92999468.21640041,119863539943.6123,0.27783091568607693,8.44296544097886e-06,6.809421260758749e-09,1213.5841547095101,27.93267227703271,0.021650808015721834,1.1133589146381193,1007.33,1092.66,1069.030941526929,48.85,934.0258115843459,152.36018521565677,29.902967230173537,1.1036534281503056,954.14,1002.36,966.707680273198,21.0,913.5680982905234,152.2894010044387,29.889110854882162
2,-92999468.21640041,119863539943.6123,0.27783091568607693,8.44296544097886e-06,6.809421260758749e-09,912.9490682935595,27.93267227703271,0.021650808015721834,1.1133589146381313,970.25,1030.72,997.7437491913424,29.66,919.6791635297614,152.31045589579392,29.893232805650804,1.1044624646095726,947.4,991.74,954.0623654966737,17.28,910.955879735371,152.2804242155708,29.88735804062965
2,-54739276.91555422,367413847169.324,0.3966590765793099,9.572107960027902e-06,4.782588355950272e-09,997.0728432780796,15.081416480308098,0.011659404176194103,1.1133589146381215,986.77,1058.3,1029.4949886519403,409.88,926.0690180505916,152.14420512306526,29.907795406968972,1.1040444773919154,953.82,1002.45,966.2436304038364,215.51,913.4303006953553,152.10665969130636,29.899360830858313
2,-54739276.91555422,367413847169.324,0.3966590765793099,1.5564368164924933e-05,5.335343223772055e-09,997.0728432780796,15.081416480308098,0.011659404176194103,1.1133589146381284,986.77,1058.3,1029.49498865194,600.28,926.0690180505915,153.0707338208898,30.039166628762977,1.1008197262525206,953.51,1001.58,965.7254744382611,314.21,913.3599060023998,153.0193020348955,30.027158126269363
2,-54739276.91555422,367413847169.324,0.3966590765793099,1.5564368164924933e-05,4.782588355950272e-09,997.0728432780796,21.59980666317364,0.011659404176194103,1.113358914638122,956.31,1007.42,970.9296871407163,327.87,914.2832877168353,152.93097992794128,30.018072153914556,1.1008137484093998,944.24,986.13,948.0114087736267,228.61,909.7644527665725,152.9135443551273,30.0139532115017
2,-79321849.54416502,165031631561.75006,0.23395277126638486,6.026153337160444e-06,3.758902923454093e-09,1414.4979396651981,24.964590744152975,0.006263433934904151,1.1133589146381326,946.35,990.79,951.7794707628042,26.57,910.4302163116539,151.44431237608669,29.788263749767296,1.1071316603464947,942.03,982.93,943.6198282581774,22.76,908.8329904194267,151.44096005655632,29.78761396328546
2,-92999468.21640041,119863539943.6123,0.27783091568607693,8.44296544097886e-06,6.809421260758749e-09,912.9490682935595,24.79936774973523,0.021650808015721834,1.1133589146381202,982.87,1051.8,1022.0120374685199,36.35,924.5630683236155,152.32733761149538,29.89653486961622,1.1040590134856607,950.28,996.46,959.5185323756183,18.88,912.070126000214,152.2842515752698,29.888108998958202
2,-67458362.43651694,165031631561.75006,0.39219816719826045,6.026153337160444e-06,3.758902923454093e-09,1414.4979396651981,24.964590744152975,0.006263433934904151,1.1133589146381377,946.35,990.79,951.7794707628038,37.45,910.4302163116538,151.44431237542148,29.80920093512514,1.106880908485811,942.03,982.96,943.5755515594132,32.1,908.8349472008827,151.4409641611012,29.808468382672896
2,-67458362.43651694,165031631561.75006,0.23395277126638486,6.026153337160444e-06,3.758902923454093e-09,1414.4979396651981,24.964590744152975,0.012340796743878668,1.113358914638126,959.96,1013.53,977.9595998553443,43.59,915.6978801246506,151.45538874218437,29.790409621324166,1.107529031885634,944.96,988.11,949.2531502895715,28.4,909.9695655732385,151.4433452492813,29.788075537335803
2,-63644350.20198111,197736261842.83533,0.28329570654871944,1.0075310840954296e-05,3.8245254078532945e-09,1213.5841547095101,24.79936774973523,0.013629278217220393,1.113358914638119,957.97,1010.2,974.1294932021327,86.03,914.9271609229905,152.02041041503958,29.871236385288054,1.1045606500985028,943.63,985.51,946.7811605133212,56.05,909.4805605819937,152.0055410635698,29.868078971629526
2,-54739276.91555422,367413847169.324,0.3966590765793099,1.5564368164924933e-05,4.782588355950272e-09,997.0728432780796,15.081416480308098,0.011659404176194103,1.1133589146381146,1016.85,1108.54,1087.3137573878653,839.83,937.7053708130687,153.0218216955261,30.03949935249621,1.1002264664962054,967.49,1024.38,992.1308882756103,423.85,918.7669352591798,152.94830868951135,30.02214414917299
2,-79321849.54416502,251703642956.4592,0.39219816719826045,1.3930602882819561e-05,4.845738552719449e-09,712.1781989603038,28.22876064245734,0.012340796743878668,1.1133589146381295,938.63,977.89,936.9245024485153,92.31,907.4424018574495,152.69259301671468,29.980075804621364,1.101829981080915,934.46,970.17,929.334260402158,75.42,905.9687782022389,152.68725003141736,29.978827102327518
2,-92999468.21640041,197736261842.83533,0.27783091568607693,8.44296544097886e-06,6.809421260758749e-09,912.9490682935595,27.93267227703271,0.021650808015721834,1.1133589146381389,970.25,1030.72,997.7437491913429,96.94,919.6791635297614,152.3104558957939,29.8932328056519,1.1042291183974575,947.4,991.57,954.0014637566646,55.59,910.9545440084613,152.28041962896225,29.887357980373086
2,-67458362.43651694,165031631561.75006,0.23395277126638486,6.026153337160444e-06,3.758902923454093e-09,1414.4979396651981,24.964590744152975,0.006263433934904151,1.1133589146381184,942.87,984.99,945.0945466043577,26.11,909.0854698861158,151.4414897788004,29.78771708373667,1.1077400254032748,939.2,978.21,938.2032456847096,22.49,907.7389386539428,151.43866547851613,29.787168585103384
2,-54739276.91555422,219572698213.93674,0.3966590765793099,1.5564368164924933e-05,4.782588355950272e-09,997.0728432780796,15.081416480308098,0.011659404176194103,1.113358914638126,986.77,1058.3,1029.4949886519398,312.09,926.0690180505916,152.97659210497892,30.028827459050913,1.100703808719182,953.54,1001.13,965.5136378105709,163.41,913.3679498766547,152.92744580190836,30.01722667399722
2,-92999468.21640041,119863539943.6123,0.27783091568607693,8.44296544097886e-06,3.8245254078532945e-09,912.9490682935595,27.93267227703271,0.021650808015721834,1.1133589146381255,970.25,1030.72,997.7437491913425,24.12,919.6791635297614,151.80822619167157,29.843160319672847,1.1057530927022388,947.54,992.25,954.3233303564125,14.12,910.983836014962,151.7865855992907,29.83866984694787
2,-67458362.43651694,165031631561.75006,0.23395277126638486,6.026153337160444e-06,3.758902923454093e-09,1414.4979396651981,28.22876064245734,0.006263433934904151,1.1133589146381293,942.89,985.01,945.1220825328272,26.12,909.0910085416963,151.4415014001514,29.787719334411467,1.107401495000535,939.64,979.06,939.03713973511,22.97,907.9099241862295,151.4390240011194,29.78723779841162
2,-92999468.21640041,119863539943.6123,0.27783091568607693,8.44296544097886e-06,6.809421260758749e-09,912.9490682935595,27.93267227703271,0.021650808015721834,1.1133589146381273,952.58,1001.2,963.7635630509287,20.04,912.841354618974,152.28690217808864,29.888629918412285,1.104192508918653,938.39,976.78,936.7938412977901,12.22,907.4711911586747,152.26847091770276,29.885024766447042
2,-92999468.21640041,119863539943.6123,0.27783091568607693,8.44296544097886e-06,6.809421260758749e-09,912.9490682935595,27.93267227703271,0.013629278217220393,1.1133589146381184,958.59,1011.24,975.319452645956,23.34,915.1666107043462,152.29490110607057,29.89019253946196,1.104300236730216,947.5,991.89,954.1755095968545,17.33,910.9940560743996,152.2805553067238,29.887384517385385
2,-63644350.20198111,119863539943.6123,0.27783091568607693,8.44296544097886e-06,6.809421260758749e-09,912.9490682935595,27.93267227703271,0.021650808015721834,1.1133589146381313,970.25,1030.72,997.7437491913424,52.99,919.6791635297612,152.31045589579395,29.893232805652374,1.1037621780166351,947.4,991.51,953.892488608868,30.4,910.955400969716,152.28042257158864,29.887359346237027
