total_iterations,E_slope,E_intercept,nu,alpha_base,alpha_slope,SS316_T_ref,SS316_k_ref,SS316_alpha,iteration1_keff,iteration1_avg_fuel_temp,iteration1_max_fuel_temp,iteration1_max_monolith_temp,iteration1_max_global_stress,iteration1_monolith_new_temperature,iteration1_Hcore_after,iteration1_wall2,iteration2_keff,iteration2_avg_fuel_temp,iteration2_max_fuel_temp,iteration2_max_monolith_temp,iteration2_max_global_stress,iteration2_monolith_new_temperature,iteration2_Hcore_after,iteration2_wall2
2,-60270987.235804945,184796988228.96155,0.32437161854778107,8.31392571069467e-06,5.290525817671638e-09,924.6496887334791,27.23080284849856,0.01462091819559521,1.1133589146381364,951.4,999.22,961.4877570881309,68.89,912.3834466850777,152.01564732299647,29.86970412349039,1.1049777469717965,941.76,982.31,943.1846818604532,49.76,908.7576057193671,152.00502222536696,29.867498296780376
2,-73967294.7859429,165675258592.22714,0.2848270337091277,1.1049540664728925e-05,4.895423209414306e-09,850.9807128985595,25.75955089061899,0.01688014874113292,1.1133589146381246,959.06,1012.02,976.2170830589293,71.13,915.3472375497588,152.3340228424112,29.907300833081404,1.1036984327650952,944.79,987.18,948.9674614107283,47.29,909.9449628795211,152.31663798850778,29.90366228538707
2,-66405383.90300158,176917826788.42557,0.3386081502288859,9.03649653953486e-06,4.3146155977853744e-09,1103.9836494090234,26.18419899655683,0.014443245991513578,1.1133589146381124,961.31,1015.78,980.5448604207967,80.38,916.2181114086779,151.96309033195854,29.87144113694573,1.1048851960291965,946.54,990.38,952.2492797683437,53.68,910.6048010440936,151.94775511612784,29.868121165682506
2,-65999608.05075725,235595064129.7918,0.31261113830588305,8.103128512984846e-06,4.868485553078513e-09,959.760399267049,24.97628242152029,0.013312213102021714,1.1133589146381246,953.45,1002.66,965.4424391304856,92.62,913.1791624701045,151.9189739325751,29.856989493775615,1.1056080828237869,943.02,984.56,945.5458188183397,66.31,909.2425776034677,151.9080876369111,29.854735600637092
2,-62142768.54566382,210060422015.87204,0.30594886953080447,9.751897084555773e-06,4.9772896466951274e-09,968.2862773541052,23.166466115970337,0.01406148824520781,1.1133589146381229,962.33,1017.49,982.5162455383314,113.9,916.6148166428159,152.17338651236673,29.890161957511147,1.104541591341111,946.83,990.74,952.8422225417415,75.13,910.7267308541174,152.15542170452247,29.886394832902997
2,-69702777.02209571,231105014907.89978,0.31387180312424834,1.0701817865804506e-05,4.4651237403063196e-09,948.2269322605684,25.66370537070422,0.013323814091709345,1.1133589146381195,952.24,1000.63,963.1092663056024,100.87,912.7097045305542,152.20648257796884,29.898177970259358,1.104494710262001,942.47,983.53,944.5398813757463,73.11,909.0405749836677,152.19537849189746,29.89578444503122
2,-58739580.479832105,196516943696.7248,0.30594886953080447,9.751897084555773e-06,4.9772896466951274e-09,968.2862773541052,23.166466115970337,0.01406148824520781,1.1133589146381173,962.33,1017.49,982.5162455383313,106.14,916.6148166428159,152.17338651236673,29.89016195751118,1.1044867623759385,946.83,990.63,952.8206990839276,69.86,910.7271431603895,152.15542296067463,29.886396419909598
2,-69702777.02209571,231105014907.89978,0.31387180312424834,1.0701817865804506e-05,4.4651237403063196e-09,857.3489095243292,21.10784874183267,0.013323814091709345,1.1133589146381255,959.19,1012.24,976.4730965554337,120.98,915.3987543534321,152.2146320468711,29.89993124488369,1.1040399964447747,945.33,988.26,949.9703759075901,81.39,910.148437961006,152.19872937731992,29.896503904719317
2,-68415253.6664253,187297164816.64682,0.27790319475773423,1.085076248759885e-05,4.949276147712252e-09,996.4755517580311,23.49902570069252,0.011744060749266708,1.1133589146381135,954.66,1004.67,967.7607808735371,79.43,913.645645643986,152.31025762845377,29.90194510188372,1.1042007005420507,944.17,986.28,947.8255445708171,57.62,909.7072178945283,152.2976390109457,29.899321522040204
2,-73283539.97167033,200673323311.07767,0.3526360381809906,1.0569963009429348e-05,5.210404105374104e-09,996.4755517580311,22.230098678176862,0.013746601414182848,1.1133589146381164,964.83,1021.66,987.3233386927026,120.54,917.5821689410218,152.32800573295233,29.92012230827196,1.1031736290338807,947.69,992.22,954.5963191290114,77.61,911.0675927112205,152.30683881105847,29.915509857546272
