total_iterations,E_slope,E_intercept,nu,alpha_base,alpha_slope,SS316_T_ref,SS316_k_ref,SS316_alpha,iteration1_avg_fuel_temp,iteration1_max_fuel_temp,iteration1_max_monolith_temp,iteration1_max_global_stress,iteration1_monolith_new_temperature,iteration1_Hcore_after,iteration1_wall2,iteration2_avg_fuel_temp,iteration2_max_fuel_temp,iteration2_max_monolith_temp,iteration2_max_global_stress,iteration2_monolith_new_temperature,iteration2_Hcore_after,iteration2_wall2,iteration3_avg_fuel_temp,iteration3_max_fuel_temp,iteration3_max_monolith_temp,iteration3_max_global_stress,iteration3_monolith_new_temperature,iteration3_Hcore_after,iteration3_wall2
2,-85641940.1413393,298666732588.03937,0.42692380697052423,9.703224934616121e-06,4.644488395630927e-09,1105.139773625896,25.11304574015501,0.013451327865962478,977.81,1043.05,1012.1130003307867,260.45,922.6076036737271,152.12867880342662,29.911629650137932,957.1,1007.44,972.207218416616,171.94,914.7017315040791,152.10540004178543,29.906264630072005,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-75935853.15180492,298666732588.03937,0.3125812580882853,1.4879240389910795e-05,5.13789130552383e-09,555.9670586581199,27.250537432692305,0.01386070607695725,947.4,992.35,953.7157386195023,157.11,910.840091032039,152.88286425674625,29.98481188333004,940.49,979.89,940.7929114749063,122.16,908.3161758152706,152.87310910924722,29.982668110144427,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-41946855.01659304,209983664886.76962,0.2802002381024512,1.5318902962144527e-05,7.232768196148372e-09,528.1701013488284,11.000072556373052,0.011416404376975279,976.01,1040.05,1008.6608174579198,246.12,921.9118958831111,153.3405535490193,30.028628655328095,951.05,996.84,960.7462799427458,142.09,912.4244526646924,153.2967840885932,30.019554008931287,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-41946855.01659304,209983664886.76962,0.2802002381024512,1.5318902962144527e-05,7.232768196148372e-09,984.3060126790103,11.000072556373052,0.011416404376975279,1061.41,1182.42,1174.1717924957366,606.46,954.9446134473703,153.49447082587886,30.060553225077484,963.54,1017.81,984.6850783725259,194.34,917.2680420473274,153.3191051468255,30.024174990265294,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-41946855.01659304,79312891388.69962,0.2802002381024512,1.5318902962144527e-05,7.232768196148372e-09,528.1701013488284,11.000072556373052,0.011416404376975279,976.04,1040.11,1008.724457265943,58.42,921.9247209829653,153.34061284864487,30.028640935654437,951.07,997.11,960.9427550892798,33.97,912.4302134537002,153.29681060621155,30.019564750105992,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-41946855.01659304,209983664886.76962,0.2802002381024512,1.5318902962144527e-05,7.232768196148372e-09,528.1701013488284,21.2388983255337,0.011416404376975279,947.35,992.26,953.6120857955092,125.52,910.8192087331103,153.28939775954066,30.01804000400063,940.15,979.07,940.1589049415182,96.58,908.2044524877194,153.2773782571676,30.01554043689388,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-85641940.1413393,190936579371.13177,0.42692380697052423,9.703224934616121e-06,4.644488395630927e-09,1105.139773625896,25.11304574015501,0.013451327865962478,962.95,1018.28,983.5875229197956,100.3,916.8591036453853,152.11174376260743,29.907727098126248,947.95,992.63,954.9744410879804,67.64,911.165847258814,152.09501685106034,29.903868726099315,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-41946855.01659304,209983664886.76962,0.2802002381024512,1.5318902962144527e-05,7.232768196148372e-09,528.1701013488284,11.000072556373052,0.011416404376975279,976.04,1040.11,1008.7244572659429,246.26,921.9247209829653,153.34061284864458,30.028640935654614,951.06,996.79,960.7522477507232,142.2,912.4312603819933,153.29681542535863,30.01956557460457,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-85641940.1413393,190936579371.13177,0.42692380697052423,9.703224934616121e-06,4.644488395630927e-09,555.9670586581199,25.11304574015501,0.013451327865962478,959.4,1012.36,976.7668983854121,92.52,915.4846742668725,152.10770152369102,29.906795896521405,948.93,993.99,956.7466134996428,69.85,911.5442530439046,152.09612721438899,29.904123660692655,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,-85641940.1413393,190936579371.13177,0.42692380697052423,1.4879240389910795e-05,4.644488395630927e-09,1105.139773625896,25.11304574015501,0.013451327865962478,977.81,1043.05,1012.1130003307867,181.81,922.607603673727,152.8449934885306,30.01768994233428,956.85,1006.5,971.6314206233733,119.57,914.646919651455,152.81537294436924,30.010555202523456,N/A,N/A,N/A,N/A,N/A,N/A,N/A
