label,coupled_mean,coupled_std,decoupled_mean,decoupled_std,std_reduction_pct
Max fuel temp (K),1074.203988503064,7.2205895714558865,1103.3851613076245,16.62601317787071,56.57052900050314
Max monolith temp (K),1036.9370837645856,8.281567216978516,1067.3303781174961,19.177112946076445,56.81535984970621
Peak stress (MPa),162.31790126457003,33.088204213869034,205.6312505985254,45.791914309521786,27.742256001320293
Wall expansion (mm),29.91905082179503,0.023361245128899935,29.92288220021396,0.02438440742862759,4.1959695051947365
k_eff,1.1035898048026718,0.0008403112227961636,,,
