output,iter2_col,iter1_col,coupled_mean,coupled_std,decoupled_mean,decoupled_std,delta_mean,std_ratio
avg_fuel_temp,iteration2_avg_fuel_temp,iteration1_avg_fuel_temp,1000.8209683359347,2.937399855674655,1015.604493858775,8.161857284596602,-14.783525522840085,0.3598935577099882
max_fuel_temp,iteration2_max_fuel_temp,iteration1_max_fuel_temp,1074.2074613300213,5.290241789845192,1103.1748248755375,13.882637227517625,-28.967363545515987,0.3810689354727991
max_monolith_temp,iteration2_max_monolith_temp,iteration1_max_monolith_temp,1036.9586915881482,6.113350195049431,1067.0242227818826,16.18387546159573,-30.06553119373431,0.3777432796956691
max_global_stress,iteration2_max_global_stress,iteration1_max_global_stress,162.3148853292005,30.40736822553579,205.24752286221278,42.158004449676945,-42.93263753301223,0.7212715265456262
monolith_new_temp,iteration2_monolith_new_temperature,iteration1_monolith_new_temperature,950.7726833695315,0.7899368153351314,955.2560393937632,2.6839724706490102,-4.4833560242316866,0.2943162882531791
Hcore_after,iteration2_Hcore_after,iteration1_Hcore_after,152.3421782603288,0.18398357944094143,152.33411928966342,0.15337031725391845,0.008058970665377349,1.1996035656387145
wall2,iteration2_wall2,iteration1_wall2,29.91910556677127,0.022317035164523234,29.92310648170616,0.023336241483219493,-0.004000914934888005,0.9563251726106303
keff,iteration2_keff,N/A,1.1035890229983927,0.000620047674739836,,,,
