case_dir,E_slope,E_intercept,nu,alpha_base,alpha_slope,SS316_T_ref,SS316_k_ref,SS316_alpha,iteration1_keff,iteration2_keff,iteration1_keff_std,iteration2_keff_std,total_iterations,iteration1_avg_fuel_temp,iteration1_max_fuel_temp,iteration1_max_monolith_temp,iteration1_max_global_stress,iteration1_monolith_new_temperature,iteration1_Hcore_after,iteration1_wall2,iteration2_avg_fuel_temp,iteration2_max_fuel_temp,iteration2_max_monolith_temp,iteration2_max_global_stress,iteration2_monolith_new_temperature,iteration2_Hcore_after,iteration2_wall2,aux_fuel_nearby_avestress_mean,aux_fuel_nearby_avestress_max,aux_fuel_nearby_avestress_p95,aux_fuel_nearby_maxstress_mean,aux_fuel_nearby_maxstress_max,aux_fuel_nearby_maxstress_p95,aux_hp_nearby_avestress_mean,aux_hp_nearby_avestress_max,aux_hp_nearby_avestress_p95,aux_hp_nearby_maxstress_mean,aux_hp_nearby_maxstress_max,aux_hp_nearby_maxstress_p95,aux_fuel_T_list_mean,aux_fuel_T_list_max,aux_fuel_T_list_p95,aux_fenics_segment_count,aux_fenics_duration_sum_sec,aux_fenics_duration_mean_sec,aux_fenics_duration_max_sec,aux_all_HP_step,case_id
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/48,-76689530.60190515,186130225528.31912,0.3191534220214019,9.13486280243744e-06,4.5526171337641765e-09,824.9246764263769,22.963207729225587,0.0099991335644095,1.1133589146381135,1.1042181541028928,0.0002396203159044,0.0002492115202179,2,1012.83,1097.75,1062.01,154.7,954.2189227797402,152.1247842887855,29.89746196466565,1003.09,1078.84,1041.64,133.17,951.3174046965072,152.11643843817978,29.8954172664344,25.08338307142857,58.145576,49.9775577,46.10280833928572,133.169695,75.84260649999997,24.85325031944445,49.467176,46.236611100000005,45.17817016666667,103.625123,79.08020470000001,300.0,300.0,300.0,2.0,1905.494097,952.7470485,1109.963527,38.0,2025_12_28_15_05_17_48
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/39,-78423417.23387909,229592542921.80136,0.3398227767665391,1.2318981029470678e-05,4.414537848818887e-09,918.1598965192431,23.23011154820169,0.0142804641433199,1.113358914638136,1.1025330431385474,0.0002396203159071,0.0002410284322216,2,1014.89,1101.35,1066.12,275.55,954.9401485137274,152.55813595772798,29.9649759100251,999.96,1072.5,1034.79,217.6,950.5052577922572,152.5434642282752,29.96114621225444,41.11579979464286,95.689874,81.40093409999999,75.42604910714286,217.59813,124.48965764999993,40.74186661111112,81.179411,76.16286170000001,74.02914606944445,170.573634,130.4531354,300.0,300.0,300.0,2.0,2119.035833,1059.5179165,1111.644707,38.0,2025_12_28_15_05_17_39
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/21,-73125055.55346063,210055444196.87564,0.3701948101116895,1.0553991417183369e-05,5.713760225297383e-09,975.1988138390068,21.95755722222145,0.0125711467132218,1.1133589146381353,1.103058655734394,0.0002396203159068,0.0002418312485645,2,1017.51,1105.94,1071.39,262.37,955.8067384666302,152.5418777091427,29.962376067182724,1002.11,1076.78,1039.56,208.83,951.0748384112808,152.52543654470196,29.95829107760769,39.33719475,91.379721,78.13779029999999,72.2757736607143,208.828721,118.71700854999996,38.96570901388889,77.579328,72.54956050000001,70.83814397222221,162.85034,124.2193791,300.0,300.0,300.0,2.0,2502.956399,1251.4781994999998,1289.126073,38.0,2025_12_28_15_05_17_21
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/17,-61615762.45853707,211188645430.28915,0.3290484526028027,1.0141854963635646e-05,5.386110775989091e-09,975.1988138390068,27.012515669379496,0.0131183526312603,1.113358914638132,1.1031613418809942,0.0002396203159146,0.0002482523794235,2,1008.77,1090.48,1053.71,226.3,952.9296165884048,152.41428616965203,29.93519974123586,998.5,1069.76,1031.67,188.91,950.0937643332952,152.40492463155766,29.93280116785347,35.8115093125,83.346651,70.7054078,65.61461001785715,188.909161,108.87373559999992,35.475822791666666,70.702517,66.5439295,64.45028398611112,148.722215,114.1834018,300.0,300.0,300.0,2.0,2191.695925,1095.8479625,1106.925786,38.0,2025_12_28_15_05_17_17
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/19,-61615762.45853707,211188645430.28915,0.3290484526028027,1.0141854963635646e-05,5.386110775989091e-09,1167.281858676719,27.012515669379496,0.0125711467132218,1.1133589146381198,1.10326011186557,0.0002396203158999,0.0002485046356326,2,1012.53,1097.22,1061.4,239.14,954.1220842726132,152.41822655032914,29.936135470495373,1000.49,1074.12,1036.3,196.71,950.6177885516432,152.40665352877804,29.93326739645237,37.15605716964286,86.339827,73.644141,68.18954028571429,196.714216,112.90414084999996,36.816507791666666,73.357082,68.87145785000001,66.90363168055556,154.006207,117.8698566,300.0,300.0,300.0,2.0,2345.3824130000003,1172.6912065,1184.602521,38.0,2025_12_28_15_05_17_19
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/26,-69894091.46835987,169132690363.03625,0.2841839581143732,8.332294637098962e-06,5.16672231813704e-09,950.3899136386196,22.26644668740329,0.0122985854293227,1.1133589146381249,1.1048039302803152,0.0002396203159161,0.0002535671154504,2,1019.33,1109.11,1075.05,142.72,956.4184377352342,152.12667193688662,29.88740745770396,1004.11,1080.95,1043.9,115.06,951.618805165618,152.1124597856631,29.884195375017537,21.650361910714285,50.158056,43.17567695,39.803373500000006,115.05666,65.33574944999998,21.450313097222224,42.683152,39.837365600000005,38.98339523611112,89.258448,68.18394375,300.0,300.0,300.0,2.0,1307.108173,653.5540865,654.792529,38.0,2025_12_28_15_05_17_26
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/51,-76689530.60190515,186130225528.31912,0.3191534220214019,1.093955884376984e-05,4.5526171337641765e-09,824.9246764263769,20.354356379351746,0.0099991335644095,1.1133589146381253,1.103053382423332,0.0002396203159119,0.0002441530807697,2,1018.72,1108.05,1073.83,189.27,956.213471866044,152.38937922749017,29.93542054013276,1005.94,1083.48,1047.17,158.38,952.1810700275616,152.37668107286862,29.932332662269708,29.780104008928568,68.743884,59.5401245,54.80101666071429,158.380656,89.37502785,29.50115251388889,58.548207,54.53188765000001,53.62620026388889,122.377981,93.44157615,300.0,300.0,300.0,2.0,1883.010566,941.505283,1001.290245,38.0,2025_12_28_15_05_17_51
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/44,-76689530.60190515,186130225528.31912,0.3191534220214019,1.093955884376984e-05,4.5526171337641765e-09,824.9246764263769,22.963207729225587,0.0099991335644095,1.113358914638124,1.1034858187492842,0.0002396203159091,0.0002527577081269,2,1012.83,1097.75,1062.01,175.42,954.2189227797404,152.38309555676892,29.933941598033066,1003.0,1078.53,1041.42,150.74,951.3321642737868,152.37401067287786,29.93165246003822,28.39193454464286,65.828647,56.55575495,52.173581955357136,150.736828,85.71789294999998,28.132562666666665,55.963995,52.349073950000005,51.12285809722222,117.211228,89.577076,300.0,300.0,300.0,2.0,2516.8542310000003,1258.4271155,1290.841373,38.0,2025_12_28_15_05_17_44
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/15,-61615762.45853707,211188645430.28915,0.3290484526028027,1.0553991417183369e-05,5.386110775989091e-09,1167.281858676719,27.012515669379496,0.0131183526312603,1.1133589146381204,1.1030336300481791,0.0002396203158975,0.0002424707802613,2,1013.65,1099.15,1063.6,249.21,954.5319458151712,152.47859103601084,29.944844045370697,1000.58,1073.85,1036.18,202.31,950.6512041378168,152.4655334934834,29.941597314308293,38.24268673214287,88.855049,75.7891299,70.17633363392858,202.312113,115.95048769999994,37.89533606944445,75.424669,70.83514055,68.86206831944443,158.363734,121.3347457,300.0,300.0,300.0,2.0,2166.049589,1083.0247945,1099.319365,38.0,2025_12_28_15_05_17_15
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/18,-61615762.45853707,211188645430.28915,0.3290484526028027,1.0141854963635646e-05,5.386110775989091e-09,1167.281858676719,21.95755722222145,0.0131183526312603,1.113358914638119,1.1030821659580223,0.000239620315914,0.000261751301273,2,1029.92,1127.32,1096.11,294.42,960.0810828869228,152.43795184751775,29.94063739708433,1006.33,1084.15,1047.95,218.24,952.3094954883096,152.4122379545673,29.93464238460819,40.972012625000005,94.639043,81.89740725,75.428687375,218.240882,122.9253701,40.592919,80.628348,74.98633970000002,73.804427,168.556846,128.51480005000002,300.0,300.0,300.0,2.0,2226.5587530000003,1113.2793765,1126.491622,38.0,2025_12_28_15_05_17_18
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/23,-75271725.42523655,169132690363.03625,0.2841839581143732,8.699685897196505e-06,5.16672231813704e-09,950.3899136386196,22.26644668740329,0.0122985854293227,1.1133589146381224,1.1040722659677205,0.0002396203159096,0.000246499040001,2,1019.33,1109.11,1075.05,139.3,956.4184377352344,152.17937890337043,29.89467032842101,1004.08,1080.93,1043.88,112.36,951.619574818079,152.16490456925052,29.891385654651287,21.124235375000005,48.937461,42.1723545,38.83756358928572,112.362324,63.79363819999998,20.93019125,41.687609,38.8605213,38.03503930555556,87.18013,66.51110615,300.0,300.0,300.0,2.0,2485.517978,1242.758989,1267.013378,38.0,2025_12_28_15_05_17_23
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/25,-69894091.46835987,169132690363.03625,0.3284614825941879,8.699685897196505e-06,5.16672231813704e-09,950.3899136386196,22.26644668740329,0.0122985854293227,1.1133589146381269,1.1039869211806386,0.0002396203158911,0.0002476284611319,2,1019.33,1109.11,1075.05,156.4,956.4184377352342,152.17937890311623,29.90396807716185,1004.08,1080.63,1043.69,125.8,951.630821693279,152.16493845010095,29.900568250586705,23.677577741071428,54.775825,47.19235115,43.53533331250001,125.80384,71.35373814999998,23.45947319444444,46.639771,43.569943650000006,42.639267402777776,97.641046,74.58062265000001,300.0,300.0,300.0,2.0,1895.295227,947.6476135,1037.175509,38.0,2025_12_28_15_05_17_25
/home/tjzs/Documents/fenics_data/fenics_data/new_output/2025_12_28_15_05_17/36,-78423417.23387909,229592542921.80136,0.2835079843241933,1.2318981029470678e-05,4.414537848818887e-09,903.1139539852264,23.23011154820169,0.0142804641433199,1.11335891463813,1.1027345021129649,0.0002396203159033,0.0002637977352732,2,1014.37,1100.43,1065.07,252.01,954.769101023776,152.55756960723198,29.950553567823835,999.77,1072.08,1034.37,199.21,950.4552664699768,152.54329899331017,29.94698424706496,37.73602194642857,87.619243,74.7178771,69.19794857142857,199.21142,114.54852789999994,37.39633838888889,74.42216,69.98656345,67.93067124999999,156.202968,119.9633082,300.0,300.0,300.0,2.0,1534.656829,767.3284145,776.788999,38.0,2025_12_28_15_05_17_36
