model_id,ood_feature,split,n,feat_lo,feat_hi,epistemic_std_mean,aleatoric_std_mean,MAE_mean,RMSE_mean,R2_mean,PICP_mean,MPIW_mean,CRPS_mean
bnn-data-mono,E_intercept,in_dist,2452,174710121234.25143,224909425156.1501,2.478738034848245,4.47929422345486,2.6044930044170136,3.439712033534605,0.6704089673008944,0.9730016313213703,16.97735293800501,2.0048751315202042
bnn-data-mono,E_intercept,ood,604,174710121234.25143,224909425156.1501,2.819933460507402,4.804110011576677,2.917286898484195,4.009495073169655,0.7678042933727263,0.9856512141280352,18.449833828222097,2.1810931615634015
bnn-data-mono,alpha_base,in_dist,2449,8.73236294708327e-06,1.1359065143018796e-05,2.4777744420578496,4.4636744816817675,2.680387290061552,3.609110018800494,0.6827551490717115,0.9730774465768341,16.898632901607904,2.032369255825287
bnn-data-mono,alpha_base,ood,607,8.73236294708327e-06,1.1359065143018796e-05,3.004458758818158,4.78563122851572,2.6077794803335475,3.4227802149386686,0.6416601093959851,0.9887973640856671,18.716795761417323,2.04864181732149
bnn-data-mono,nu,in_dist,2449,0.27252410950439665,0.3480259093238001,2.58974629634827,4.512451831219528,2.6345287851581176,3.538702269982133,0.667559841752034,0.9770518579011841,17.28208562321598,2.026298823556153
bnn-data-mono,nu,ood,607,0.27252410950439665,0.3480259093238001,2.6804036280743517,4.663522741125046,2.8250742655347767,3.6588395242035388,0.7329775204568335,0.9783635365183962,17.82641990634442,2.106909132930301
bnn-data-mono,alpha_slope,in_dist,2456,4.357069137620041e-09,5.6506624928148705e-09,2.3994027218142717,4.508282019082179,2.6772009244212835,3.6416578937139774,0.6653039998536789,0.9745656894679696,16.89091434766071,2.0422536092770147
bnn-data-mono,alpha_slope,ood,600,4.357069137620041e-09,5.6506624928148705e-09,2.7749559468640794,4.706624118515423,2.7095975022669063,3.4330070970490096,0.8070277242252897,0.985,18.08878753903184,2.0415208981268056
