model_id,ood_feature,split,output,epistemic_std_mean,aleatoric_std_mean,MAE,RMSE,R2,PICP,MPIW,CRPS
bnn-data-mono,E_intercept,in_dist,iteration1_avg_fuel_temp,2.244489553834399,4.775193449929878,2.994265557825054,4.021518957261697,0.8296273495028712,0.9628874388254486,17.388364978236833,2.2175805614464115
bnn-data-mono,E_intercept,in_dist,iteration1_max_fuel_temp,4.259800297912735,8.296158228334232,5.275555526802509,6.96385906898221,0.8291544403736417,0.9661500815660685,30.770181163964544,3.9032487690223663
bnn-data-mono,E_intercept,in_dist,iteration1_max_monolith_temp,4.545336597206645,9.628924477916371,6.051641956591442,7.9906866221735005,0.8311225599476406,0.9645187601957586,35.11084860848436,4.464225905563355
bnn-data-mono,E_intercept,in_dist,iteration1_max_global_stress,11.264621559763725,17.004172355621,8.046680328614421,10.438147443202084,0.9131113953775869,0.9955138662316476,67.24925288852796,6.733860449631235
bnn-data-mono,E_intercept,in_dist,iteration1_monolith_new_temperature,0.7567419194612133,1.6481852965453117,1.0146992088973397,1.3938111287951265,0.8260542766474227,0.964110929853181,5.987345339503841,0.752798293286268
bnn-data-mono,E_intercept,in_dist,iteration1_Hcore_after,0.09182333838414176,0.1304354302920918,0.04378614547296167,0.5415432980291075,0.11201580743954842,0.99836867862969,0.5287269109759557,0.057852424743296854
bnn-data-mono,E_intercept,in_dist,iteration1_wall2,0.00552154047994599,0.00633072466230297,0.001173120200580479,0.0014967094054015762,0.9958177687907167,1.0,0.027693539630467338,0.00207107301181625
bnn-data-mono,E_intercept,in_dist,iteration2_keff,0.000249986063327466,0.0004221190299852598,0.0002457190926845863,0.0010989909873500225,0.28832669178128456,0.9902120717781403,0.0016170088406141593,0.00020500739423593543
bnn-data-mono,E_intercept,in_dist,iteration2_avg_fuel_temp,0.8682389703477242,2.5494873805194245,1.8216138854671364,2.329500835411051,0.6072954298225135,0.9347471451876019,8.877560999158096,1.3098075355179115
bnn-data-mono,E_intercept,in_dist,iteration2_max_fuel_temp,1.843151654535739,4.784843004588438,3.4423937167731915,4.356612676858388,0.6046898655523016,0.9396411092985318,16.911218059201236,2.463274074725136
bnn-data-mono,E_intercept,in_dist,iteration2_max_monolith_temp,1.8534843533896663,5.346183874195114,3.839462589183416,4.898667757290763,0.6063304266054438,0.9367862969004894,18.64541743968419,2.7581621693443914
bnn-data-mono,E_intercept,in_dist,iteration2_max_global_stress,9.057467272994566,12.065881703927243,5.997356798760167,7.485017364086008,0.903416596254329,0.9991843393148451,49.75888561662017,4.966720022506694
bnn-data-mono,E_intercept,in_dist,iteration2_monolith_new_temperature,0.266455002291012,0.7236932998458525,0.49765617509686305,0.6479038527116281,0.6129009625305585,0.9449429037520392,2.541080813280054,0.3612795392376988
bnn-data-mono,E_intercept,in_dist,iteration2_Hcore_after,0.11805268305277182,0.22338142233732564,0.03955560696557912,0.5241229735242049,0.10175154738688941,0.9979608482871125,0.8346556309997203,0.07996642775781299
bnn-data-mono,E_intercept,in_dist,iteration2_wall2,0.005635793006058703,0.006120584078329051,0.0013087305118483468,0.0016928243005542467,0.9945193915006678,1.0,0.027445072967072635,0.0020747196144324876
bnn-data-mono,E_intercept,ood,iteration1_avg_fuel_temp,2.6797788755424836,5.086572670603615,3.154615152294098,4.316074671086185,0.8204493566093104,0.9834437086092715,18.96393545823158,2.295559657217628
bnn-data-mono,E_intercept,ood,iteration1_max_fuel_temp,4.817974358685647,8.725151949815682,5.457578942338165,7.299678027391575,0.8280625172948658,0.9817880794701986,32.84957963085726,3.9554870698037097
bnn-data-mono,E_intercept,ood,iteration1_max_monolith_temp,5.339986765991706,10.073682171272496,6.208884327959352,8.429737066662572,0.8279362497180345,0.9817880794701986,37.597619079451704,4.533593123946792
bnn-data-mono,E_intercept,ood,iteration1_max_global_stress,12.586810054034999,18.873891592253432,10.487157826900571,14.377775103228991,0.9498097009793056,0.9983443708609272,74.8992307853098,8.141741229321212
bnn-data-mono,E_intercept,ood,iteration1_monolith_new_temperature,0.9299278722656195,1.7432173188200668,1.0624496217440915,1.5071863230102212,0.8142712775168206,0.9817880794701986,6.525678361953137,0.7748396858516244
bnn-data-mono,E_intercept,ood,iteration1_Hcore_after,0.10390659609993151,0.15480317304510283,0.02847733186567631,0.054636662070585394,0.9022952428315978,0.9983443708609272,0.6212730487142928,0.04826274204591373
bnn-data-mono,E_intercept,ood,iteration1_wall2,0.0066384440483029765,0.0071064934285784845,0.0014589761062378133,0.0019749996787343472,0.9926043612132428,1.0,0.032068467860073786,0.0024215839452538623
bnn-data-mono,E_intercept,ood,iteration2_keff,0.00028479355009295023,0.0004591570623859582,0.0002150444923594065,0.00027933582838200445,0.8430826661184208,0.9950331125827815,0.0017819439861910052,0.00018052558753593932
bnn-data-mono,E_intercept,ood,iteration2_avg_fuel_temp,1.0918947243320727,2.6669884327604443,1.7936252006440385,2.412792057041197,0.6459974039552354,0.9701986754966887,9.498598163100741,1.2871583166016742
bnn-data-mono,E_intercept,ood,iteration2_max_fuel_temp,2.1836781236917755,4.921833130122499,3.3128177188758645,4.368408810034908,0.6566754322851366,0.9701986754966887,17.74176419343337,2.3836778180405083
bnn-data-mono,E_intercept,ood,iteration2_max_monolith_temp,2.0549642303257336,5.556268840651213,3.7558260400779417,5.015801958060141,0.6464178512348681,0.9652317880794702,19.528929297431738,2.699978654823539
bnn-data-mono,E_intercept,ood,iteration2_max_global_stress,10.07347152072967,13.259806966879745,7.917134251542692,10.539788180625342,0.9509689555504195,0.9966887417218543,54.91700225577229,6.113740060751723
bnn-data-mono,E_intercept,ood,iteration2_monolith_new_temperature,0.301903334979167,0.7396483570690754,0.514481898916862,0.7229931973207496,0.6237631431703666,0.9635761589403974,2.6334536910422903,0.3683154022630987
bnn-data-mono,E_intercept,ood,iteration2_Hcore_after,0.12150606951939699,0.24544363687185392,0.06342600524405567,1.0937807313610954,0.019202298781833327,0.9983443708609272,0.9060908132000989,0.10918072723582817
bnn-data-mono,E_intercept,ood,iteration2_wall2,0.0062761438144276465,0.006776282993966672,0.0011551382609215647,0.001518974144137611,0.9955279433314344,1.0,0.03050223298688102,0.002260826014972013
bnn-data-mono,alpha_base,in_dist,iteration1_avg_fuel_temp,2.4383862264624936,4.791105504366832,3.0557256733286393,4.152432677018867,0.837478405493224,0.9648836259697836,17.737667243826273,2.2511831234781194
bnn-data-mono,alpha_base,in_dist,iteration1_max_fuel_temp,4.5152767949532,8.30791195395557,5.360306335307109,7.111504630376219,0.8400615466779248,0.9693752552062066,31.166266111068726,3.939956392202855
bnn-data-mono,alpha_base,in_dist,iteration1_max_monolith_temp,5.04390433876803,9.720772095028538,6.12222862633585,8.301617849549968,0.8365692348418501,0.9644752960391997,36.110199575857294,4.560516342542013
bnn-data-mono,alpha_base,in_dist,iteration1_max_global_stress,10.742662754941916,16.673130951788377,8.690425516979401,11.664059764925511,0.9180506865237805,0.9946917109024092,65.47119050654332,6.907842719107078
bnn-data-mono,alpha_base,in_dist,iteration1_monolith_new_temperature,0.7821659867387896,1.6983170341747766,1.0330505605702105,1.4601331627107121,0.830307075087292,0.9685585953450387,6.171034563495893,0.7674760597079741
bnn-data-mono,alpha_base,in_dist,iteration1_Hcore_after,0.09567135604262055,0.1277219961515374,0.035970757055364344,0.31055182928376374,0.16067693948075557,0.9983666802776644,0.5299559927703522,0.04951116718097253
bnn-data-mono,alpha_base,in_dist,iteration1_wall2,0.005231656677525849,0.00614208356012653,0.0016507742346058346,0.0021770636456355185,0.9850803435154295,1.0,0.026596462675111926,0.0020923010044247865
bnn-data-mono,alpha_base,in_dist,iteration2_keff,0.0002433022428208424,0.0004177093852322984,0.00023452618928018754,0.0006703534337157793,0.36715868950635155,0.9897917517354022,0.001594851460421714,0.00018916641575234726
bnn-data-mono,alpha_base,in_dist,iteration2_avg_fuel_temp,0.9528517829563151,2.5566488249814334,1.8124987755963928,2.3699346313489955,0.6303695163585197,0.9358922008983258,8.99414630301657,1.3131496878614248
