model_id,ood_feature,split,output,epistemic_std_mean,aleatoric_std_mean,MAE,RMSE,R2,PICP,MPIW,CRPS
bnn-phy-mono,E_intercept,in_dist,iteration1_avg_fuel_temp,2.0227995210995746,4.413081536903054,2.9857240105730476,4.019014444703839,0.8298394920178993,0.9510603588907015,16.02498989989539,2.1780294511417164
bnn-phy-mono,E_intercept,in_dist,iteration1_max_fuel_temp,3.508657849651663,7.965879710467935,5.288202046561232,6.916977915400407,0.8314469844399692,0.9588091353996737,28.70493577661851,3.822842765545255
bnn-phy-mono,E_intercept,in_dist,iteration1_max_monolith_temp,4.202610163510714,9.090762098053586,6.027945424086806,8.017490116176441,0.8299877144983715,0.9543230016313213,33.01449216074449,4.40509611286251
bnn-phy-mono,E_intercept,in_dist,iteration1_max_global_stress,9.348500742519633,14.203099453657245,8.225438415875967,10.679641040299936,0.9090444342201104,0.9885807504078303,56.12825762290729,6.336172411222525
bnn-phy-mono,E_intercept,in_dist,iteration1_monolith_new_temperature,0.7166520013263433,1.47011849762868,1.0165962570356846,1.379618074916505,0.8295787873663885,0.9547308319738989,5.397556955659816,0.7325367036979707
bnn-phy-mono,E_intercept,in_dist,iteration1_Hcore_after,0.07811023769036847,0.11214946196081901,0.0345615908618207,0.5421464214772449,0.11003678813593121,0.99836867862969,0.45539390654045686,0.050745285950282874
bnn-phy-mono,E_intercept,in_dist,iteration1_wall2,0.004339468673091035,0.0047323625334664225,0.0016409908547945352,0.0020385218380594115,0.9922417494743315,1.0,0.021171264814029006,0.001744723504478671
bnn-phy-mono,E_intercept,in_dist,iteration2_keff,0.00020383889584752355,0.00038707529892541975,0.0002526091831197307,0.0011009024325238416,0.2858489508102724,0.9800163132137031,0.0014458485688767172,0.00020138589771057883
bnn-phy-mono,E_intercept,in_dist,iteration2_avg_fuel_temp,0.7961593326377457,2.4754608440927997,1.8122849191061585,2.3204819708359286,0.610330323124822,0.9274061990212071,8.564933167518229,1.2985612552155619
bnn-phy-mono,E_intercept,in_dist,iteration2_max_fuel_temp,1.6447275238351162,4.669784709123002,3.393543876885386,4.335512908858441,0.6085096927727918,0.933931484502447,16.311848832088913,2.43711269758502
bnn-phy-mono,E_intercept,in_dist,iteration2_max_monolith_temp,1.8025389709140414,5.286423021984263,3.8372340207028275,4.860405240808086,0.612456158361964,0.9335236541598695,18.40944857078843,2.740288867978621
bnn-phy-mono,E_intercept,in_dist,iteration2_max_global_stress,6.3407508218285,10.035394407741416,5.783579338251333,7.397634339827097,0.9056585377305899,0.986541598694943,39.1242939105818,4.463821433095984
