model_id,output,input,Sobol_ST,Spearman_rho,PRCC
bnn-data-mono-ineq,iteration2_max_global_stress,E_slope,0.054318105008686376,0.20343399757544334,0.5658958872022609
bnn-data-mono-ineq,iteration2_max_global_stress,E_intercept,0.5972606373490343,0.7821393548487837,0.9258658367203078
bnn-data-mono-ineq,iteration2_max_global_stress,nu,0.07068300410136862,0.1803755097575853,0.5615862960575891
bnn-data-mono-ineq,iteration2_max_global_stress,alpha_base,0.16073937153850867,0.29257983691287104,0.728373783899989
bnn-data-mono-ineq,iteration2_max_global_stress,alpha_slope,0.0393664418882105,0.19338406213868087,0.4818155701582919
bnn-data-mono-ineq,iteration2_max_global_stress,SS316_T_ref,0.05160768935174853,0.10846111723746658,0.40172582255446804
bnn-data-mono-ineq,iteration2_max_global_stress,SS316_k_ref,0.1090801026251391,0.17260991112324708,0.5543996365999191
bnn-data-mono-ineq,iteration2_max_global_stress,SS316_alpha,0.017346214762591197,0.015076659135068874,0.019115177386468764
bnn-data-mono-ineq,iteration2_keff,E_slope,0.016671744943101204,0.06727577321024476,0.024950441601377868
bnn-data-mono-ineq,iteration2_keff,E_intercept,0.016599268550737283,0.003805135297508426,0.039619044994041244
bnn-data-mono-ineq,iteration2_keff,nu,0.06570816839555303,0.014782883302932063,0.19010034934078016
bnn-data-mono-ineq,iteration2_keff,alpha_base,0.76259990535104,0.7996290171804321,0.8830921362254586
bnn-data-mono-ineq,iteration2_keff,alpha_slope,0.18373775825715602,0.417482761426282,0.7076849417354811
bnn-data-mono-ineq,iteration2_keff,SS316_T_ref,0.022054303662636162,0.010345569147645778,0.07233434494331582
bnn-data-mono-ineq,iteration2_keff,SS316_k_ref,0.0261012140276643,0.014180470369796054,0.11904948825816629
bnn-data-mono-ineq,iteration2_keff,SS316_alpha,0.02375595263303103,0.047596568544325535,0.0805865461437838
