case_idx,row_idx,category,param,prior_variant,true_value,post_mean,post_std,post_p5,post_p95,rel_bias,in_90ci_true,mean_accept_rate,kl_vs_canonical,mean_shift_over_canonical_std
2,203,near,alpha_base,flat,9.674440002043482e-06,9.112506672021593e-06,2.0490847485422202e-06,6.686086598643321e-06,1.2917101769438366e-05,-0.05808432631792588,True,0.8243333333333334,0.3715381603988984,-0.532707199698521
2,203,near,alpha_slope,flat,5.525839660218837e-09,4.767534458257957e-09,9.000157067513611e-10,3.5440024806764076e-09,6.3063429337391665e-09,-0.13722895498036392,True,0.8243333333333334,0.25230530402685425,-0.33755816929531385
2,203,near,SS316_k_ref,flat,25.972932082580154,24.0166515566068,3.5263126649267655,17.85592007282184,29.137683165249797,-0.07531997233710157,True,0.8243333333333334,0.20836034721518149,0.010421061235248191
2,203,near,E_intercept,shift_pos,181988451408.9628,193016599159.9327,14384367494.170485,171748724665.5833,218314513008.24838,0.06059806358914257,True,0.6038333333333333,0.008812317717514562,0.1265350021799962
2,203,near,alpha_base,shift_pos,9.674440002043482e-06,9.939212872698761e-06,9.752481613316294e-07,8.33764739410624e-06,1.1502053527263896e-05,0.027368289079197656,True,0.6038333333333333,0.04628862859933425,0.2955100236027808
2,203,near,alpha_slope,shift_pos,5.525839660218837e-09,5.133183420201425e-09,5.076490382960001e-10,4.31944331586748e-09,5.972859577609812e-09,-0.0710582036688814,True,0.6038333333333333,0.07374836986803013,0.3854923353125755
2,203,near,SS316_k_ref,shift_pos,25.972932082580154,25.18745518588458,1.8535038632216219,21.98740171035896,28.233855020747487,-0.030242134164836443,True,0.6038333333333333,0.21881355014077442,0.5789122294212603
2,203,near,E_intercept,shift_neg,181988451408.9628,188855193088.69794,13872253116.388935,166623942173.7233,211958939498.3792,0.037731744111082405,True,0.6273333333333333,0.015076403380144487,-0.1738905896316139
2,203,near,alpha_base,shift_neg,9.674440002043482e-06,9.402205972651054e-06,1.0276828449747227e-06,7.655026013186605e-06,1.1045371319614508e-05,-0.028139512915985366,True,0.6273333333333333,0.028566420594271724,-0.2424783975398733
2,203,near,alpha_slope,shift_neg,5.525839660218837e-09,4.707671783527889e-09,5.277218189082497e-10,3.838900158195874e-09,5.616383761904822e-09,-0.14806218185826753,True,0.6273333333333333,0.09721104072293318,-0.4559332822470798
2,203,near,SS316_k_ref,shift_neg,25.972932082580154,22.597591467561642,2.2108703726288255,19.18116220472543,26.524844991102572,-0.12995608675550063,True,0.6273333333333333,0.20460663663341527,-0.6786126140746419
3,411,near,E_intercept,canonical,196068165697.8268,187427413760.41635,13680124976.389717,167067189766.60278,211684915105.06348,-0.04407014217049022,True,0.5896666666666667,0.0,0.0
3,411,near,alpha_base,canonical,8.417610402280481e-06,9.584484800110423e-06,9.738674834996633e-07,7.987800109281475e-06,1.1112468637165349e-05,0.13862299893492508,True,0.5896666666666667,0.0,0.0
3,411,near,alpha_slope,canonical,4.409618914428119e-09,4.83449000185734e-09,5.162860655352847e-10,4.004524979315336e-09,5.701681834088491e-09,0.09635097628029893,True,0.5896666666666667,0.0,0.0
3,411,near,SS316_k_ref,canonical,20.836388472386968,23.654996988019285,2.128741223873487,20.12522552698502,27.046492556887216,0.13527337136028272,True,0.5896666666666667,0.0,0.0
3,411,near,E_intercept,diffuse,196068165697.8268,186014132438.86816,20518197801.637424,155142288982.10754,222823301444.74768,-0.05127825429067135,True,0.5736666666666667,0.1300056509746378,-0.10330909432387089
3,411,near,alpha_base,diffuse,8.417610402280481e-06,9.511082777383393e-06,1.694988049123538e-06,6.91538918514563e-06,1.2539013464175878e-05,0.12990294428531293,True,0.5736666666666667,0.2201513573644791,-0.07537167424797264
3,411,near,alpha_slope,diffuse,4.409618914428119e-09,4.820422243168552e-09,7.834316974889556e-10,3.612017989512659e-09,6.177774954136221e-09,0.0931607326420655,True,0.5736666666666667,0.13432844886840578,-0.02724799220409462
3,411,near,SS316_k_ref,diffuse,20.836388472386968,23.52095399082191,3.4555299906678565,17.690022814216036,28.827606245732667,0.1288402508905327,True,0.5736666666666667,0.17494940080429433,-0.06296819721162243
3,411,near,E_intercept,tight,196068165697.8268,190091354637.35242,7374880578.773568,177773180301.22467,202796729593.47577,-0.030483332361489226,True,0.401,0.6678173956497544,0.19473074124203643
3,411,near,alpha_base,tight,8.417610402280481e-06,9.75114224403259e-06,5.05003026551158e-07,8.942307190488628e-06,1.0576052517728864e-05,0.15842166339639938,False,0.401,0.7571816986780182,0.17112948809346343
3,411,near,alpha_slope,tight,4.409618914428119e-09,4.926594156523458e-09,2.5820625753050276e-10,4.507751806538127e-09,5.354565280085939e-09,0.11723807706008654,False,0.401,0.8697385688450554,0.17839752186730878
3,411,near,SS316_k_ref,tight,20.836388472386968,23.43963069757308,1.1441230011242518,21.588573556682764,25.358760437128687,0.12493730516860008,False,0.401,0.627717521776237,-0.10117072382068205
3,411,near,E_intercept,flat,196068165697.8268,181312371409.24222,23814693440.656998,149899473076.87198,227669583854.04013,-0.0752584910256451,True,0.8036666666666668,0.2523166353915166,-0.4470019361466343
3,411,near,alpha_base,flat,8.417610402280481e-06,9.937189698389197e-06,1.923484502501231e-06,6.8923549455805706e-06,1.2852895246999791e-05,0.18052383318869625,True,0.8036666666666668,0.3256020397210746,0.36216929331217
3,411,near,alpha_slope,flat,4.409618914428119e-09,5.0008547237325864e-09,8.533964863873684e-10,3.630910154971136e-09,6.357458016745127e-09,0.13407866320827966,True,0.8036666666666668,0.20456404387337068,0.32223360842164045
3,411,near,SS316_k_ref,flat,20.836388472386968,24.27527731200473,3.783639957436021,17.206413223185514,29.13638079078661,0.1650424613735285,True,0.8036666666666668,0.246862515313501,0.2913836200610487
3,411,near,E_intercept,shift_pos,196068165697.8268,187161366331.52875,13209491007.943775,166183807439.6159,209383264224.77264,-0.04542705509891342,True,0.5856666666666667,0.0014575266109911889,-0.019447733799710914
3,411,near,alpha_base,shift_pos,8.417610402280481e-06,9.907817827531515e-06,1.0100317067459282e-06,8.253995378294547e-06,1.1638381014380544e-05,0.17703449720686876,True,0.5856666666666667,0.05253666328157647,0.33200926501742434
3,411,near,alpha_slope,shift_pos,4.409618914428119e-09,5.1094170546259805e-09,5.121647741639419e-10,4.2107062590799205e-09,5.943275051774482e-09,0.15869809926389478,True,0.5856666666666667,0.14413855628336025,0.5325091477795287
3,411,near,SS316_k_ref,shift_pos,20.836388472386968,25.091273276133577,1.9504549119336476,21.75722803644248,28.36799411046602,0.204204524665362,False,0.5856666666666667,0.2792448927528086,0.6747068511694552
3,411,near,E_intercept,shift_neg,196068165697.8268,186402069073.0041,12441944883.008596,167325945833.38657,207533697607.6806,-0.04929967386811668,True,0.6033333333333333,0.012993479405077446,-0.07495141229936758
3,411,near,alpha_base,shift_neg,8.417610402280481e-06,9.162794922869313e-06,9.378142613514575e-07,7.602200483334122e-06,1.0757381839296122e-05,0.08852684847316619,True,0.6033333333333333,0.10255289658654643,-0.43300539794771326
3,411,near,alpha_slope,shift_neg,4.409618914428119e-09,4.655525274162736e-09,5.016766492681186e-10,3.870189275264424e-09,5.51392898409802e-09,0.05576589825710794,True,0.6033333333333333,0.06446928283466524,-0.34663869440104594
3,411,near,SS316_k_ref,shift_neg,20.836388472386968,22.53522812380203,2.2301917953708674,19.116818457073258,26.284901324620016,0.0815323468203916,True,0.6033333333333333,0.12815164901488318,-0.5260239486412097
