sigma_k,threshold_MPa,P_exceed,stress_mean,stress_std,stress_p5,stress_p50,stress_p95,stress_pred_mu_mean,stress_pred_sigma_mean,stress_pred_epistemic_mean,stress_pred_aleatoric_mean,keff_mean,keff_std,sample_source
0.5,110.0,0.988,160.50119954184365,23.174755824468235,123.3378667861008,160.13018155920327,199.37556002284245,160.7240352607585,17.20113720899299,6.990776667845177,15.68744754558646,1.1036033963902963,0.0008805647143875033,predictive
0.5,120.0,0.96335,160.50119954184365,23.174755824468235,123.3378667861008,160.13018155920327,199.37556002284245,160.7240352607585,17.20113720899299,6.990776667845177,15.68744754558646,1.1036033963902963,0.0008805647143875033,predictive
0.5,131.0,0.9014,160.50119954184365,23.174755824468235,123.3378667861008,160.13018155920327,199.37556002284245,160.7240352607585,17.20113720899299,6.990776667845177,15.68744754558646,1.1036033963902963,0.0008805647143875033,predictive
1.0,110.0,0.9409,162.53458684782348,35.533279652511006,107.38769248116692,160.52556317592308,224.12312345259366,162.5034013696908,19.542005263911577,10.798783973341072,16.16194242618511,1.103594407929959,0.0010680071469975807,predictive
1.0,120.0,0.8928,162.53458684782348,35.533279652511006,107.38769248116692,160.52556317592308,224.12312345259366,162.5034013696908,19.542005263911577,10.798783973341072,16.16194242618511,1.103594407929959,0.0010680071469975807,predictive
1.0,131.0,0.8157,162.53458684782348,35.533279652511006,107.38769248116692,160.52556317592308,224.12312345259366,162.5034013696908,19.542005263911577,10.798783973341072,16.16194242618511,1.103594407929959,0.0010680071469975807,predictive
1.5,110.0,0.8954,162.37618017793812,43.60991760602368,96.68276366335783,159.5760121066381,238.14645401956398,162.1628152212306,22.655229444831157,15.08883336243777,16.681921508064207,1.1036154547720125,0.0013753263182510512,predictive
1.5,120.0,0.8363,162.37618017793812,43.60991760602368,96.68276366335783,159.5760121066381,238.14645401956398,162.1628152212306,22.655229444831157,15.08883336243777,16.681921508064207,1.1036154547720125,0.0013753263182510512,predictive
1.5,131.0,0.75885,162.37618017793812,43.60991760602368,96.68276366335783,159.5760121066381,238.14645401956398,162.1628152212306,22.655229444831157,15.08883336243777,16.681921508064207,1.1036154547720125,0.0013753263182510512,predictive
2.0,110.0,0.86135,164.7535693304318,53.65891631923131,87.14318295025186,159.84832157458914,258.43019982165225,164.7251890885995,27.348753361312532,20.616787822867327,17.63274403733037,1.1034800819846757,0.0016686107410006268,predictive
2.0,120.0,0.80125,164.7535693304318,53.65891631923131,87.14318295025186,159.84832157458914,258.43019982165225,164.7251890885995,27.348753361312532,20.616787822867327,17.63274403733037,1.1034800819846757,0.0016686107410006268,predictive
2.0,131.0,0.7254,164.7535693304318,53.65891631923131,87.14318295025186,159.84832157458914,258.43019982165225,164.7251890885995,27.348753361312532,20.616787822867327,17.63274403733037,1.1034800819846757,0.0016686107410006268,predictive
